,mean_paretic,std_paretic,mean_nonparetic,std_nonparetic,symmetry
toeClearance,,,,,
stride,,,,,
GRFmaxGRFimpulse,,,,,
stanceTime,2.960715685571943,3.4329129334342836,1.7028017265280497,2.1822165156664384,63.48675096376933
GRFmax,1758.0265555245535,469.7114063401811,2029.5024269339965,1390.8594427919597,46.41618753722086
GRFimpulse,2240.129669635064,2967.869174751939,1304.738874623161,1921.7185287009763,63.19358931556144
