time,vout
211.62007199,1.48
211.62290904,1.49
211.62609836,1.498
211.62915082,1.51
211.63226036,1.522
211.63550904,1.532
211.63864041,1.54
211.64179182,1.544
211.64479436,1.546
211.64784093,1.552
211.6509668,1.56
211.65409056,1.58
211.65722443,1.588
211.66031295,1.598
211.66385461,1.6
211.66660484,1.598
211.66969604,1.594
211.67287717,1.59
211.67598686,1.588
211.67904195,1.59
211.68221945,1.592
211.68528639,1.594
211.68846328,1.598
211.69147343,1.602
211.69459686,1.604
211.69781065,1.606
211.70089524,1.608
211.70394356,1.612
211.70711673,1.616
211.71020206,1.62
211.71331484,1.624
211.7164175,1.63
211.71959474,1.64
211.72271243,1.65
211.72579887,1.668
211.72889899,1.674
211.73207511,1.68
211.73512986,1.686
211.7382466,1.692
211.74137676,1.698
211.7444846,1.702
211.74777424,1.704
211.750723,1.712
211.75387404,1.714
211.75702476,1.718
211.76009452,1.72
211.76327617,1.722
211.76635487,1.724
211.7694421,1.724
211.77260682,1.726
211.77576197,1.73
211.77888943,1.732
211.78198865,1.736
211.78511597,1.742
211.78821184,1.744
211.79137876,1.748
211.79452439,1.752
211.79765048,1.756
211.80073065,1.762
211.80390863,1.768
211.80695484,1.772
211.81012967,1.776
211.81323074,1.782
211.81633826,1.786
211.81946358,1.792
211.82264328,1.796
211.82572908,1.8
211.82880713,1.804
211.83197223,1.808
211.8350371,1.81
211.83814945,1.814
211.84127661,1.816
211.84445526,1.818
211.84750349,1.82
211.85072285,1.822
211.85374243,1.824
211.85687215,1.826
211.8600236,1.828
211.86315208,1.828
211.86625198,1.832
211.86935235,1.834
211.87244528,1.834
211.87563574,1.836
211.87871526,1.838
211.88183393,1.84
211.88496017,1.842
211.88804815,1.844
211.89119049,1.846
211.89430169,1.848
211.89749982,1.85
211.90053904,1.852
211.90368484,1.854
211.90688332,1.854
211.9099475,1.856
211.91304195,1.86
211.91625797,1.862
211.91938987,1.864
211.92240793,1.864
211.92554924,1.866
211.92872449,1.866
211.93187023,1.868
211.93497706,1.868
211.93807991,1.868
211.94116267,1.868
211.94426512,1.868
211.9474101,1.868
211.95053193,1.868
211.95370854,1.868
211.95676262,1.868
211.95989508,1.868
211.96303906,1.868
211.96618858,1.868
211.969289,1.868
211.97249047,1.87
211.97552973,1.87
211.97868965,1.87
211.98181808,1.868
211.98491204,1.87
211.98801039,1.868
211.9911773,1.868
211.99426936,1.868
211.99735439,1.868
212.00046815,1.868
212.0036463,1.868
212.00676017,1.868
212.00982093,1.868
212.01293419,1.866
212.01609782,1.866
212.01916669,1.866
212.022294,1.866
212.02543221,1.866
212.02854848,1.864
212.03174637,1.864
212.03484252,1.866
212.03801956,1.864
212.04105286,1.864
212.04416154,1.866
212.04736417,1.866
212.05044773,1.866
212.0536193,1.868
212.05679124,1.868
212.05988669,1.87
212.06299147,1.87
212.06609728,1.872
212.06916256,1.872
212.07233948,1.872
212.07542893,1.874
212.07861371,1.874
212.08175495,1.876
212.08479887,1.876
212.08792574,1.876
212.09104626,1.876
212.094168,1.878
212.09728761,1.878
212.10047537,1.878
212.10366339,1.88
212.1067283,1.88
212.10978789,1.88
212.11291778,1.88
212.11604819,1.88
212.11915439,1.88
212.12233545,1.88
212.12542491,1.882
212.12852626,1.882
212.13167656,1.882
212.13499771,1.882
212.13994082,1.882
212.1412221,1.882
212.14809689,1.882
212.14857136,1.88
212.15064971,1.88
212.15376319,1.88
212.15687406,1.88
212.16000304,1.88
212.16319221,1.88
212.16621595,1.88
212.16943262,1.88
212.17269093,1.88
212.17564465,1.88
212.17869821,1.88
212.1820495,1.88
212.18539763,1.88
212.18814856,1.88
212.19141982,1.88
