Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10
1692168252.8085086,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2592999935150146,0.06013913080096245,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.8139405,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2747199535369873,0.06087552756071091,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.81854,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2901400327682495,0.061611924320459366,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.8234735,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2387399673461914,0.05915726721286774,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.828464,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2541600465774536,0.059893663972616196,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.8334987,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.249019980430603,0.05964820086956024,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.8384955,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2541600465774536,0.059893663972616196,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.8435826,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2387399673461914,0.05915726721286774,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.848525,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2541600465774536,0.059893663972616196,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.8534842,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2387399673461914,0.05915726721286774,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.858505,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2233200073242188,0.05842087045311928,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.8634586,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.243880033493042,0.05940273404121399,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.8684466,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2233200073242188,0.05842087045311928,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.873484,[],0,0.0,1.0,0.05999999865889549,4.417864799499512,1.2541600465774536,0.059893663972616196,4.417864799499512,0.0,0.0,1.0,0.0
1692168252.878474,[],0,0.0,1.0,0.05999999865889549,4.419398784637451,1.2592999935150146,0.06013913080096245,4.419398784637451,0.0034624540712684393,0.0,1.0,0.0
1692168252.8834355,[],0,0.0,1.0,0.05999999865889549,4.419398784637451,1.2284599542617798,0.05866633728146553,4.419398784637451,0.0034624540712684393,0.0,1.0,0.0
1692168252.888474,[],0,0.0,1.0,0.05999999865889549,4.420932769775391,1.2233200073242188,0.05842087045311928,4.420932769775391,0.050433140248060226,0.0,1.0,0.0
1692168252.8934402,[],0,0.0,1.0,0.05999999865889549,4.4240007400512695,1.279860019683838,0.06112099438905716,4.4240007400512695,0.10089853405952454,0.0,1.0,0.0
1692168252.8984563,[],0,0.0,1.0,0.05999999865889549,4.427068710327148,1.2541600465774536,0.059893663972616196,4.427068710327148,0.1578364372253418,0.0,1.0,0.0
1692168252.9034328,[],0,0.0,1.0,0.05999999865889549,4.430136680603027,1.2747199535369873,0.06087552756071091,4.430136680603027,0.17039872705936432,0.0,1.0,0.0
1692168252.908482,[],0,0.0,1.0,0.05999999865889549,4.434738636016846,1.2695800065994263,0.060630060732364655,4.434738636016846,0.2391054630279541,0.0,1.0,0.0
1692168252.9134667,[],0,0.0,1.0,0.05999999865889549,4.4408745765686035,1.2644399404525757,0.0603845976293087,4.4408745765686035,0.33727940917015076,0.0,1.0,0.0
1692168252.9184659,[],0,0.0,1.0,0.05999999865889549,4.45161247253418,1.2541600465774536,0.059893663972616196,4.45161247253418,0.4659864604473114,0.0,1.0,0.0
1692168252.9234982,[],0,0.0,1.0,0.05999999865889549,4.460815906524658,1.2747199535369873,0.06087552756071091,4.460815906524658,0.4155665338039398,0.0,1.0,0.0
1692168252.928457,[],0,0.0,1.0,0.05999999865889549,4.470019817352295,1.2695800065994263,0.060630060732364655,4.470019817352295,0.35426807403564453,0.0,1.0,0.0
1692168252.9335003,[],0,0.0,1.0,0.05999999865889549,4.477689743041992,1.3004200458526611,0.06210285797715187,4.477689743041992,0.5139136910438538,0.0,1.0,0.0
1692168252.9384487,[],0,0.0,1.0,0.05999999865889549,4.491495609283447,1.249019980430603,0.05964820086956024,4.491495609283447,0.7868989109992981,0.0,1.0,0.0
1692168252.943462,[],0,0.0,1.0,0.05999999865889549,4.508369445800781,1.279860019683838,0.06112099438905716,4.508369445800781,0.6627698540687561,0.0,1.0,0.0
1692168252.9484649,[],0,0.0,1.0,0.05999999865889549,4.520641326904297,1.2644399404525757,0.0603845976293087,4.520641326904297,0.5537236928939819,0.0,1.0,0.0
1692168252.953438,[],0,0.0,1.0,0.05999999865889549,4.531379222869873,1.2592999935150146,0.06013913080096245,4.531379222869873,0.5819792151451111,0.0,1.0,0.0
1692168252.9584737,[],0,0.0,1.0,0.05999999865889549,4.546719074249268,1.2952799797058105,0.06185739114880562,4.546719074249268,0.843124508857727,0.0,1.0,0.0
1692168252.9634686,[],0,0.0,1.0,0.05999999865889549,4.560524940490723,1.2592999935150146,0.06013913080096245,4.560524940490723,0.7089946269989014,0.0,1.0,0.0
1692168252.9684691,[],0,0.0,1.0,0.05999999865889549,4.56819486618042,1.2181799411773682,0.058175403624773026,4.56819486618042,0.3951928913593292,0.0,1.0,0.0
1692168252.9734507,[],0,0.0,1.0,0.05999999865889549,4.577398777008057,1.2747199535369873,0.06087552756071091,4.577398777008057,0.521407425403595,0.0,1.0,0.0
1692168252.9784222,[],0,0.0,1.0,0.05999999865889549,4.588136672973633,1.243880033493042,0.05940273404121399,4.588136672973633,0.5598061680793762,0.0,1.0,0.0
1692168252.983498,[],0,0.0,1.0,0.05999999865889549,4.600408554077148,1.243880033493042,0.05940273404121399,4.600408554077148,0.5463478565216064,0.0,1.0,0.0
1692168252.9884562,[],0,0.0,1.0,0.05999999865889549,4.611146450042725,1.2592999935150146,0.06013913080096245,4.611146450042725,0.42614123225212097,0.0,1.0,0.0
1692168252.9934413,[],0,0.0,1.0,0.05999999865889549,4.618816375732422,1.249019980430603,0.05964820086956024,4.618816375732422,0.34255173802375793,0.0,1.0,0.0
1692168252.998457,[],0,0.0,1.0,0.05999999865889549,4.626485824584961,1.2592999935150146,0.06013913080096245,4.626485824584961,0.35557374358177185,0.0,1.0,0.0
1692168253.0034492,[],0,0.0,1.0,0.05999999865889549,4.634155750274658,1.249019980430603,0.05964820086956024,4.634155750274658,0.46328437328338623,0.0,1.0,0.0
1692168253.0084646,[],0,0.0,1.0,0.05999999865889549,4.646427631378174,1.2695800065994263,0.060630060732364655,4.646427631378174,0.7084379196166992,0.0,1.0,0.0
1692168253.0134408,[],0,0.0,1.0,0.05999999865889549,4.6586995124816895,1.279860019683838,0.06112099438905716,4.6586995124816895,0.6474404335021973,0.0,1.0,0.0
1692168253.0184774,[],0,0.0,1.0,0.05999999865889549,4.667903423309326,1.2233200073242188,0.05842087045311928,4.667903423309326,0.49284520745277405,0.0,1.0,0.0
1692168253.023466,[],0,0.0,1.0,0.05999999865889549,4.678641319274902,1.2901400327682495,0.061611924320459366,4.678641319274902,0.6093027591705322,0.0,1.0,0.0
1692168253.0284827,[],0,0.0,1.0,0.05999999865889549,4.700117111206055,1.2952799797058105,0.06185739114880562,4.700117111206055,0.9459674954414368,0.0,1.0,0.0
1692168253.0334542,[],0,0.0,1.0,0.05999999865889549,4.715456962585449,1.279860019683838,0.06112099438905716,4.715456962585449,0.6749894022941589,0.0,1.0,0.0
1692168253.0384567,[],0,0.0,1.0,0.05999999865889549,4.732330799102783,1.2747199535369873,0.06087552756071091,4.732330799102783,0.9818105101585388,0.0,1.0,0.0
1692168253.0434783,[],0,0.0,1.0,0.05999999865889549,4.750738620758057,1.2541600465774536,0.059893663972616196,4.750738620758057,0.8528274297714233,0.0,1.0,0.0
1692168253.0484843,[],0,0.0,1.0,0.05999999865889549,4.766078472137451,1.2336000204086304,0.058911800384521484,4.766078472137451,0.5886794924736023,0.0,1.0,0.0
1692168253.0534458,[],0,0.0,1.0,0.05999999865889549,4.779884338378906,1.2592999935150146,0.06013913080096245,4.779884338378906,1.034865379333496,0.0,1.0,0.0
1692168253.0584219,[],0,0.0,1.0,0.05999999865889549,4.8013596534729,1.279860019683838,0.06112099438905716,4.8013596534729,0.7726694941520691,0.0,1.0,0.0
1692168253.0634491,[],0,0.0,1.0,0.05999999865889549,4.813631534576416,1.284999966621399,0.06136646121740341,4.813631534576416,0.5058135986328125,0.0,1.0,0.0
1692168253.0684597,[],0,0.0,1.0,0.05999999865889549,4.822835445404053,1.3158400058746338,0.06283925473690033,4.822835445404053,0.4010302722454071,0.0,1.0,0.0
1692168253.0734813,[],0,0.0,1.0,0.05999999865889549,4.83050537109375,1.151360034942627,0.05498434975743294,4.83050537109375,0.36060571670532227,0.0,1.0,0.0
1692168253.0784867,[],0,0.0,1.0,0.05999999865889549,4.838175296783447,1.2901400327682495,0.061611924320459366,4.838175296783447,0.28008702397346497,0.0,1.0,0.0
1692168253.083453,[],0,0.0,1.0,0.05999999865889549,4.844311237335205,1.2027599811553955,0.05743900686502457,4.844311237335205,0.21384286880493164,0.0,1.0,0.0
1692168253.0885096,[],0,0.0,1.0,0.05999999865889549,4.8458452224731445,1.2644399404525757,0.0603845976293087,4.8458452224731445,0.12316090613603592,0.0,1.0,0.0
1692168253.093482,[],0,0.0,1.0,0.05999999865889549,4.847379207611084,1.1719199419021606,0.05596621334552765,4.847379207611084,0.07477577030658722,0.0,1.0,0.0
1692168253.0984402,[],0,0.0,1.0,0.05999999865889549,4.848913192749023,1.3004200458526611,0.06210285797715187,4.848913192749023,0.07126838713884354,0.0,1.0,0.0
1692168253.1034503,[],0,0.0,1.0,0.05999999865889549,4.848913192749023,1.2284599542617798,0.05866633728146553,4.848913192749023,0.039342690259218216,0.0,1.0,0.0
1692168253.1085057,[],0,0.0,1.0,0.05999999865889549,4.850447177886963,1.3055599927902222,0.06234832480549812,4.850447177886963,0.038786523044109344,0.0,1.0,0.0
1692168253.113475,[],0,0.0,1.0,0.05999999865889549,4.850447177886963,1.2695800065994263,0.060630060732364655,4.850447177886963,0.038786523044109344,0.0,1.0,0.0
1692168253.118439,[],0,0.0,1.0,0.05999999865889549,4.851981163024902,1.279860019683838,0.06112099438905716,4.851981163024902,0.033872757107019424,0.0,1.0,0.0
1692168253.1234806,[],0,0.0,1.0,0.05999999865889549,4.853515148162842,1.243880033493042,0.05940273404121399,4.853515148162842,0.05385412275791168,0.0,1.0,0.0
1692168253.1284463,[],0,0.0,1.0,0.05999999865889549,4.853515148162842,1.2747199535369873,0.06087552756071091,4.853515148162842,0.05385412275791168,0.0,1.0,0.0
1692168253.1334987,[],0,0.0,1.0,0.05999999865889549,4.855049133300781,1.1924799680709839,0.05694807320833206,4.855049133300781,0.05799861624836922,0.0,1.0,0.0
1692168253.1384308,[],0,0.0,1.0,0.05999999865889549,4.856583118438721,1.279860019683838,0.06112099438905716,4.856583118438721,0.041199684143066406,0.0,1.0,0.0
1692168253.1434255,[],0,0.0,1.0,0.05999999865889549,4.856583118438721,1.3055599927902222,0.06234832480549812,4.856583118438721,0.041199684143066406,0.0,1.0,0.0
1692168253.1485374,[],0,0.0,1.0,0.05999999865889549,4.856583118438721,1.1616400480270386,0.055475279688835144,4.856583118438721,0.03724263980984688,0.0,1.0,0.0
1692168253.1534739,[],0,0.0,1.0,0.05999999865889549,4.85811710357666,1.2541600465774536,0.059893663972616196,4.85811710357666,0.03361346945166588,0.0,1.0,0.0
1692168253.1584697,[],0,0.0,1.0,0.05999999865889549,4.85811710357666,1.2336000204086304,0.058911800384521484,4.85811710357666,0.03361346945166588,0.0,1.0,0.0
1692168253.1635203,[],0,0.0,1.0,0.05999999865889549,4.8596510887146,1.2695800065994263,0.060630060732364655,4.8596510887146,0.0320245586335659,0.0,1.0,0.0
1692168253.1684787,[],0,0.0,1.0,0.05999999865889549,4.861185073852539,1.1821999549865723,0.056457143276929855,4.861185073852539,0.0665455311536789,0.0,1.0,0.0
1692168253.173432,[],0,0.0,1.0,0.05999999865889549,4.8627190589904785,1.284999966621399,0.06136646121740341,4.8627190589904785,0.06633483618497849,0.0,1.0,0.0
1692168253.1785011,[],0,0.0,1.0,0.05999999865889549,4.8627190589904785,1.1976200342178345,0.057193540036678314,4.8627190589904785,0.06633483618497849,0.0,1.0,0.0
