,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
1379,2.298333,10434.0,-69.0,-79.0,19.0,45.0,-12.0,-1.0,-9.0,-18.0,-24.0,0.0,-5.0,25.0,-14.0,-9.0,-6.0,-12.0
1380,2.3,10436.0,-89.0,-106.0,-2.0,19.0,-37.0,-23.0,-31.0,-48.0,-71.0,-43.0,-51.0,-22.0,-58.0,-62.0,-55.0,-60.0
1381,2.301667,10431.0,-78.0,-93.0,7.0,32.0,-22.0,-9.0,-16.0,-31.0,-47.0,-19.0,-21.0,6.0,-27.0,-23.0,-28.0,-30.0
1382,2.303333,10429.0,-69.0,-83.0,15.0,41.0,-15.0,-1.0,-8.0,-22.0,-27.0,-4.0,-7.0,22.0,-12.0,-10.0,-6.0,-24.0
1383,2.305,10441.0,-68.0,-81.0,20.0,40.0,-12.0,0.0,-10.0,-20.0,-21.0,3.0,-8.0,23.0,-9.0,-8.0,-7.0,-12.0
1384,2.306667,10447.0,-67.0,-82.0,18.0,45.0,-15.0,0.0,-7.0,-21.0,-24.0,5.0,-7.0,23.0,-9.0,-9.0,-7.0,-14.0
1385,2.308333,10432.0,-89.0,-102.0,-5.0,21.0,-33.0,-27.0,-31.0,-44.0,-69.0,-44.0,-48.0,-23.0,-60.0,-60.0,-53.0,-58.0
1386,2.31,10434.0,-81.0,-92.0,8.0,31.0,-24.0,-9.0,-21.0,-31.0,-42.0,-17.0,-21.0,9.0,-31.0,-28.0,-24.0,-31.0
1387,2.311667,10446.0,-68.0,-84.0,18.0,40.0,-15.0,-3.0,-6.0,-24.0,-26.0,3.0,-6.0,23.0,-10.0,-16.0,-7.0,-15.0
1388,2.313333,10424.0,-67.0,-85.0,20.0,46.0,-13.0,0.0,-9.0,-24.0,-28.0,0.0,-3.0,23.0,-8.0,-6.0,-13.0,-15.0
1389,2.315,10437.0,-69.0,-76.0,15.0,42.0,-9.0,0.0,-7.0,-21.0,-22.0,-1.0,-5.0,26.0,-8.0,-8.0,-4.0,-21.0
1390,2.316667,10439.0,-89.0,-104.0,-3.0,17.0,-37.0,-23.0,-32.0,-45.0,-65.0,-45.0,-54.0,-23.0,-57.0,-58.0,-54.0,-59.0
1391,2.318333,10441.0,-79.0,-93.0,7.0,32.0,-23.0,-10.0,-16.0,-29.0,-43.0,-13.0,-26.0,4.0,-28.0,-24.0,-22.0,-30.0
1392,2.32,10438.0,-68.0,-83.0,17.0,42.0,-15.0,-3.0,-10.0,-23.0,-27.0,0.0,-6.0,18.0,-15.0,-13.0,-9.0,-14.0
1393,2.321667,10441.0,-68.0,-79.0,20.0,43.0,-12.0,-1.0,-8.0,-20.0,-23.0,1.0,-4.0,27.0,-15.0,-8.0,-8.0,-16.0
1394,2.323333,10438.0,-68.0,-82.0,19.0,43.0,-10.0,0.0,-9.0,-24.0,-22.0,6.0,-5.0,25.0,-7.0,-14.0,-6.0,-12.0
1395,2.325,10440.0,-86.0,-104.0,-1.0,19.0,-35.0,-23.0,-31.0,-45.0,-69.0,-42.0,-51.0,-23.0,-57.0,-57.0,-61.0,-61.0
1396,2.326667,10433.0,-78.0,-90.0,5.0,34.0,-20.0,-10.0,-19.0,-28.0,-43.0,-15.0,-23.0,7.0,-26.0,-28.0,-21.0,-36.0
1397,2.328333,10434.0,-68.0,-82.0,17.0,40.0,-12.0,-3.0,-6.0,-20.0,-22.0,-1.0,-7.0,23.0,-13.0,-10.0,-9.0,-15.0
