Name,Sync,FX1,FY1,FZ1,X1,Y1,Z1,MZ1,FX2,FY2,FZ2,X2,Y2,Z2,MZ2,del_time
0.335,10454.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.0
0.336667,10437.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-5.78,-6.38,29.83,-321.19,-2.28,0.0,-35.58,0.001666999999999974
0.338333,10434.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.31,-6.38,31.27,-330.51,1.12,0.0,-163.27,0.003332999999999975
0.34,10437.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.16,-6.23,31.28,-327.74,14.17,0.0,-286.31,0.0050000000000000044
0.341667,10437.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.0066669999999999785
0.343333,10442.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.00833299999999998
0.345,10438.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.92,-6.77,31.91,-325.6,-1.49,0.0,-22.39,0.009999999999999953
0.346667,10434.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.99,-8.0,31.75,-320.58,0.06,0.0,373.84,0.011666999999999983
0.348333,10442.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-8.22,-7.54,29.51,-327.54,-6.16,0.0,75.68,0.013332999999999984
0.35,10434.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.014999999999999958
0.351667,10457.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.016666999999999987
0.353333,10429.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.62,-4.54,28.38,-321.61,-10.42,0.0,87.37,0.018332999999999988
0.355,10433.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.92,-5.92,31.75,-319.23,6.96,0.0,-150.04,0.019999999999999962
0.356667,10440.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.92,-6.46,33.49,-317.24,-3.04,0.0,312.27,0.021666999999999992
0.358333,10462.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.023332999999999993
0.36,10453.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.024999999999999967
0.361667,10437.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.0,-7.0,33.19,-315.05,10.4,0.0,175.55,0.026666999999999996
0.363333,10436.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.61,-6.69,32.37,-312.03,-10.74,0.0,41.23,0.028332999999999997
0.365,10423.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.0,-7.39,31.27,-326.08,-0.23,0.0,-86.87,0.02999999999999997
0.366667,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.031667
0.368333,10434.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.033333
0.37,10432.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.85,-6.23,30.0,-326.77,8.01,0.0,-47.97,0.034999999999999976
0.371667,10427.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.07,-6.54,30.94,-310.34,-3.46,0.0,188.22,0.036667000000000005
0.373333,10439.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.23,-6.69,33.81,-317.5,-1.32,0.0,-155.38,0.038333000000000006
0.375,10443.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.03999999999999998
