Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.0076","0.1015","0.0000","-0.0600"
"0.0050","0.0076","0.1014","0.0000","-0.0601"
"0.0100","0.0076","0.1014","0.0000","-0.0601"
"0.0150","0.0076","0.1014","0.0000","-0.0600"
"0.0200","0.0076","0.1015","0.0000","-0.0601"
"0.0250","0.0076","0.1016","0.0000","-0.0601"
"0.0300","0.0076","0.1015","0.0000","-0.0600"
"0.0350","0.0076","0.1014","0.0000","-0.0600"
"0.0400","0.0076","0.1012","0.0000","-0.0601"
"0.0450","0.0076","0.1010","0.0000","-0.0601"
"0.0500","0.0077","0.1011","0.0000","-0.0600"
"0.0550","0.0077","0.1012","0.0001","-0.0601"
"0.0600","0.0079","0.1014","0.0002","-0.0601"
"0.0650","0.0081","0.1016","0.0005","-0.0600"
"0.0700","0.0084","0.1018","0.0008","-0.0600"
"0.0750","0.0089","0.1023","0.0013","-0.0601"
"0.0800","0.0096","0.1032","0.0020","-0.0600"
"0.0850","0.0105","0.1046","0.0028","-0.0600"
"0.0900","0.0115","0.1066","0.0039","-0.0601"
"0.0950","0.0128","0.1093","0.0052","-0.0601"
"0.1000","0.0142","0.1124","0.0066","-0.0600"
"0.1050","0.0157","0.1160","0.0081","-0.0601"
"0.1100","0.0172","0.1200","0.0095","-0.0601"
"0.1150","0.0186","0.1244","0.0110","-0.0600"
"0.1200","0.0200","0.1291","0.0123","-0.0601"
"0.1250","0.0213","0.1342","0.0136","-0.0601"
"0.1300","0.0225","0.1394","0.0149","-0.0601"
"0.1350","0.0237","0.1447","0.0161","-0.0600"
"0.1400","0.0249","0.1498","0.0173","-0.0601"
"0.1450","0.0260","0.1547","0.0184","-0.0601"
"0.1500","0.0272","0.1596","0.0195","-0.0600"
"0.1550","0.0284","0.1647","0.0207","-0.0601"
"0.1600","0.0296","0.1697","0.0220","-0.0601"
"0.1650","0.0308","0.1746","0.0232","-0.0600"
"0.1700","0.0321","0.1796","0.0245","-0.0600"
"0.1750","0.0335","0.1845","0.0259","-0.0601"
"0.1800","0.0350","0.1895","0.0273","-0.0600"
"0.1850","0.0364","0.1944","0.0287","-0.0600"
"0.1900","0.0378","0.1994","0.0301","-0.0601"
"0.1950","0.0391","0.2046","0.0315","-0.0601"
"0.2000","0.0404","0.2097","0.0328","-0.0600"
"0.2050","0.0416","0.2148","0.0340","-0.0601"
"0.2100","0.0427","0.2199","0.0351","-0.0601"
"0.2150","0.0437","0.2249","0.0361","-0.0600"
"0.2200","0.0448","0.2296","0.0371","-0.0600"
"0.2250","0.0458","0.2340","0.0382","-0.0601"
"0.2300","0.0469","0.2383","0.0392","-0.0600"
"0.2350","0.0480","0.2424","0.0403","-0.0600"
"0.2400","0.0491","0.2465","0.0415","-0.0601"
"0.2450","0.0503","0.2506","0.0427","-0.0601"
"0.2500","0.0515","0.2546","0.0439","-0.0600"
"0.2550","0.0528","0.2586","0.0452","-0.0601"
"0.2600","0.0540","0.2627","0.0464","-0.0601"
"0.2650","0.0552","0.2666","0.0476","-0.0600"
"0.2700","0.0564","0.2706","0.0488","-0.0601"
"0.2750","0.0576","0.2748","0.0500","-0.0601"
"0.2800","0.0588","0.2791","0.0512","-0.0601"
"0.2850","0.0600","0.2836","0.0524","-0.0600"
"0.2900","0.0612","0.2883","0.0536","-0.0601"
"0.2950","0.0625","0.2929","0.0548","-0.0601"
"0.3000","0.0637","0.2977","0.0561","-0.0600"
"0.3050","0.0651","0.3026","0.0574","-0.0601"
"0.3100","0.0664","0.3077","0.0588","-0.0601"
"0.3150","0.0678","0.3129","0.0602","-0.0600"
"0.3200","0.0692","0.3182","0.0616","-0.0601"
"0.3250","0.0706","0.3231","0.0629","-0.0601"
"0.3300","0.0719","0.3277","0.0643","-0.0600"
"0.3350","0.0733","0.3323","0.0656","-0.0600"
"0.3400","0.0745","0.3370","0.0669","-0.0601"
"0.3450","0.0757","0.3417","0.0681","-0.0601"
"0.3500","0.0769","0.3466","0.0693","-0.0600"
"0.3550","0.0780","0.3515","0.0704","-0.0601"
"0.3600","0.0792","0.3561","0.0716","-0.0601"
"0.3650","0.0804","0.3603","0.0728","-0.0600"
"0.3700","0.0817","0.3645","0.0740","-0.0600"
"0.3750","0.0829","0.3691","0.0753","-0.0601"
"0.3800","0.0843","0.3743","0.0766","-0.0600"
"0.3850","0.0856","0.3796","0.0780","-0.0600"
"0.3900","0.0870","0.3849","0.0794","-0.0601"
"0.3950","0.0883","0.3898","0.0807","-0.0601"
"0.4000","0.0896","0.3942","0.0820","-0.0600"
"0.4050","0.0909","0.3987","0.0833","-0.0601"
"0.4100","0.0920","0.4032","0.0844","-0.0601"
"0.4150","0.0931","0.4080","0.0855","-0.0600"
"0.4200","0.0941","0.4130","0.0865","-0.0600"
"0.4250","0.0951","0.4178","0.0874","-0.0601"
"0.4300","0.0960","0.4220","0.0884","-0.0600"
"0.4350","0.0970","0.4256","0.0894","-0.0600"
"0.4400","0.0980","0.4286","0.0903","-0.0601"
"0.4450","0.0990","0.4314","0.0913","-0.0601"
"0.4500","0.1000","0.4344","0.0924","-0.0600"
"0.4550","0.1011","0.4377","0.0935","-0.0601"
"0.4600","0.1022","0.4413","0.0946","-0.0601"
"0.4650","0.1033","0.4451","0.0957","-0.0600"
"0.4700","0.1045","0.4487","0.0969","-0.0600"
"0.4750","0.1057","0.4520","0.0981","-0.0601"
"0.4800","0.1069","0.4555","0.0992","-0.0600"
"0.4850","0.1080","0.4594","0.1004","-0.0600"
"0.4900","0.1091","0.4635","0.1015","-0.0601"
"0.4950","0.1102","0.4680","0.1026","-0.0601"
"0.5000","0.1114","0.4726","0.1038","-0.0600"
"0.5050","0.1126","0.4770","0.1050","-0.0601"
"0.5100","0.1139","0.4812","0.1062","-0.0601"
"0.5150","0.1151","0.4853","0.1075","-0.0600"
"0.5200","0.1165","0.4895","0.1088","-0.0600"
"0.5250","0.1178","0.4942","0.1102","-0.0601"
"0.5300","0.1193","0.4992","0.1116","-0.0600"
"0.5350","0.1207","0.5043","0.1131","-0.0600"
"0.5400","0.1222","0.5095","0.1146","-0.0601"
"0.5450","0.1237","0.5146","0.1161","-0.0601"
"0.5500","0.1252","0.5198","0.1176","-0.0600"
"0.5550","0.1266","0.5251","0.1189","-0.0601"
"0.5600","0.1279","0.5306","0.1203","-0.0601"
"0.5650","0.1292","0.5362","0.1216","-0.0600"
"0.5700","0.1305","0.5418","0.1228","-0.0600"
"0.5750","0.1317","0.5473","0.1241","-0.0601"
"0.5800","0.1330","0.5527","0.1254","-0.0600"
"0.5850","0.1344","0.5581","0.1267","-0.0600"
"0.5900","0.1358","0.5634","0.1282","-0.0601"
"0.5950","0.1373","0.5686","0.1297","-0.0601"
"0.6000","0.1389","0.5739","0.1312","-0.0600"
"0.6050","0.1404","0.5795","0.1328","-0.0600"
"0.6100","0.1419","0.5849","0.1343","-0.0601"
"0.6150","0.1433","0.5903","0.1357","-0.0600"
"0.6200","0.1446","0.5956","0.1369","-0.0600"
"0.6250","0.1458","0.6008","0.1381","-0.0601"
"0.6300","0.1468","0.6058","0.1392","-0.0600"
"0.6350","0.1479","0.6106","0.1403","-0.0600"
"0.6400","0.1489","0.6152","0.1413","-0.0601"
"0.6450","0.1499","0.6198","0.1423","-0.0601"
"0.6500","0.1510","0.6242","0.1434","-0.0600"
"0.6550","0.1522","0.6285","0.1445","-0.0601"
