sync,time,vout
1.0,0.03230693,0.21
1.0,0.0354337,0.216
1.0,0.03847787,0.214
1.0,0.04157502,0.21
1.0,0.04466476,0.226
1.0,0.04776154,0.222
1.0,0.05675957,0.22
1.0,0.05716746,0.218
1.0,0.05754433,0.224
1.0,0.0601562,0.208
1.0,0.06326591,0.216
1.0,0.06644009,0.224
1.0,0.07096054,0.22
1.0,0.07254133,0.228
1.0,0.07564652,0.224
1.0,0.07879426,0.228
1.0,0.081877,0.23
1.0,0.08497604,0.248
1.0,0.08812209,0.228
1.0,0.09113628,0.228
1.0,0.09422531,0.228
1.0,0.10137417,0.234
1.0,0.10189181,0.24
1.0,0.10376848,0.244
1.0,0.10661124,0.238
1.0,0.10970392,0.242
1.0,0.11279885,0.242
1.0,0.11589367,0.244
1.0,0.11901735,0.238
1.0,0.12209083,0.248
1.0,0.12524633,0.256
1.0,0.12857668,0.25
1.0,0.13422644,0.252
1.0,0.13477548,0.254
1.0,0.13759513,0.254
1.0,0.1406707,0.252
1.0,0.14376859,0.246
1.0,0.14685735,0.256
1.0,0.15000433,0.256
1.0,0.15313104,0.252
1.0,0.15617989,0.256
1.0,0.16539587,0.266
1.0,0.16590561,0.258
1.0,0.16642054,0.262
1.0,0.1685747,0.28
1.0,0.17165296,0.268
1.0,0.17475752,0.268
1.0,0.17784481,0.27
1.0,0.18093983,0.27
1.0,0.18418331,0.262
1.0,0.18716969,0.28
1.0,0.19026474,0.272
1.0,0.19864939,0.27
1.0,0.19917815,0.274
1.0,0.19967633,0.274
1.0,0.20261413,0.276
1.0,0.20571285,0.278
1.0,0.20880765,0.268
1.0,0.21190783,0.28
1.0,0.21503061,0.28
1.0,0.21809115,0.286
1.0,0.22119455,0.282
1.0,0.22941506,0.282
1.0,0.22993648,0.276
1.0,0.23048994,0.282
1.0,0.23359663,0.288
1.0,0.23669115,0.276
1.0,0.23978737,0.286
1.0,0.24287355,0.298
1.0,0.2460147,0.284
1.0,0.24914267,0.29
1.0,0.25222611,0.292
1.0,0.25638878,0.286
1.0,0.26328757,0.29
1.0,0.26387765,0.284
1.0,0.26455235,0.292
1.0,0.26767926,0.288
1.0,0.2707515,0.292
1.0,0.27384848,0.294
1.0,0.2770023,0.292
1.0,0.28017893,0.292
1.0,0.28316965,0.296
1.0,0.28624646,0.304
1.0,0.29584731,0.298
1.0,0.29654967,0.296
1.0,0.29700804,0.302
1.0,0.29877068,0.3
1.0,0.30175828,0.304
1.0,0.3048128,0.302
1.0,0.30792078,0.302
1.0,0.31104572,0.31
1.0,0.31410539,0.302
1.0,0.31720228,0.298
1.0,0.32034235,0.306
1.0,0.327345,0.306
1.0,0.32793435,0.302
1.0,0.32959528,0.31
1.0,0.33275656,0.31
1.0,0.33582824,0.314
1.0,0.33892759,0.306
1.0,0.34198215,0.304
1.0,0.345112,0.31
1.0,0.34817689,0.31
1.0,0.35742676,0.3
1.0,0.3579983,0.31
1.0,0.35846,0.312
1.0,0.36055839,0.32
1.0,0.36364061,0.308
1.0,0.36674113,0.312
1.0,0.36983694,0.314
1.0,0.37293241,0.316
1.0,0.37617585,0.316
1.0,0.37917796,0.312
1.0,0.38221911,0.316
1.0,0.39059946,0.31
1.0,0.39117693,0.316
1.0,0.3916258,0.318
1.0,0.39461811,0.322
1.0,0.39770731,0.318
1.0,0.40080841,0.318
1.0,0.40389578,0.316
1.0,0.40700176,0.322
1.0,0.41016944,0.314
1.0,0.41324333,0.324
1.0,0.42148894,0.326
1.0,0.42208411,0.332
1.0,0.42253585,0.334
1.0,0.42559974,0.33
1.0,0.42869878,0.334
1.0,0.43178481,0.336
1.0,0.43488407,0.338
1.0,0.43803209,0.348
1.0,0.4411698,0.358
1.0,0.44423778,0.354
1.0,0.44833539,0.362
1.0,0.45525365,0.358
1.0,0.45584294,0.36
1.0,0.45662678,0.364
1.0,0.45973254,0.358
1.0,0.46280654,0.368
1.0,0.46590328,0.366
1.0,0.46896548,0.364
1.0,0.47211376,0.368
1.0,0.475159,0.368
1.0,0.47825122,0.372
1.0,0.48586576,0.368
1.0,0.48644046,0.362
1.0,0.48754063,0.372
1.0,0.49063343,0.37
1.0,0.49372822,0.368
1.0,0.49682548,0.372
1.0,0.49993067,0.372
1.0,0.5030748,0.374
1.0,0.50621226,0.374
1.0,0.50926837,0.378
1.0,0.51237926,0.37
1.0,0.51944061,0.378
1.0,0.52007728,0.378
1.0,0.5216072,0.38
1.0,0.52474444,0.388
1.0,0.52785052,0.39
1.0,0.53094313,0.396
1.0,0.53404233,0.396
1.0,0.53714091,0.394
1.0,0.54018783,0.402
1.0,0.5496132,0.4
1.0,0.55018815,0.404
1.0,0.55062742,0.412
1.0,0.5525685,0.41
1.0,0.55566355,0.418
1.0,0.55876702,0.42
1.0,0.56186317,0.418
1.0,0.56495933,0.42
1.0,0.56817639,0.422
1.0,0.57120554,0.422
1.0,0.57431439,0.424
1.0,0.58272442,0.42
1.0,0.5833202,0.428
1.0,0.58375804,0.428
1.0,0.5866622,0.428
1.0,0.58974255,0.432
1.0,0.59283828,0.434
1.0,0.59594396,0.434
1.0,0.59908891,0.436
1.0,0.60214479,0.444
1.0,0.60527987,0.436
1.0,0.61365122,0.44
1.0,0.61423668,0.436
1.0,0.61469724,0.44
1.0,0.61763613,0.448
1.0,0.62072602,0.446
1.0,0.62382435,0.444
1.0,0.62691096,0.45
1.0,0.6300097,0.446
1.0,0.63319768,0.446
1.0,0.63630054,0.446
1.0,0.64041485,0.45
1.0,0.64743996,0.44
1.0,0.64803302,0.452
1.0,0.64860409,0.45
