,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
601,1.001667,10436.0,-31.0,20.0,-38.0,-1.0,-30.0,-22.0,-28.0,-34.0,-21.0,-40.0,-20.0,-20.0,-32.0,-31.0,-22.0,19.0
602,1.003333,10420.0,-18.0,35.0,-27.0,11.0,-17.0,-9.0,-14.0,-17.0,-10.0,-23.0,-6.0,-9.0,-17.0,-14.0,-8.0,28.0
603,1.005,10420.0,-15.0,34.0,-23.0,13.0,-16.0,-5.0,-10.0,-17.0,-2.0,-19.0,-7.0,-9.0,-12.0,-14.0,-6.0,37.0
604,1.006667,10417.0,-16.0,38.0,-27.0,12.0,-15.0,-6.0,-8.0,-19.0,-3.0,-26.0,-6.0,-6.0,-9.0,-18.0,-5.0,34.0
605,1.008333,10429.0,-45.0,1.0,-58.0,-22.0,-50.0,-40.0,-45.0,-54.0,-47.0,-76.0,-57.0,-57.0,-65.0,-65.0,-56.0,-15.0
606,1.01,10437.0,-31.0,20.0,-41.0,-2.0,-30.0,-23.0,-28.0,-30.0,-21.0,-40.0,-21.0,-28.0,-31.0,-32.0,-22.0,17.0
607,1.011667,10428.0,-17.0,28.0,-29.0,10.0,-17.0,-7.0,-14.0,-19.0,-5.0,-26.0,-6.0,-9.0,-14.0,-14.0,-14.0,36.0
608,1.013333,10408.0,-15.0,32.0,-23.0,12.0,-17.0,-4.0,-9.0,-17.0,-1.0,-21.0,-12.0,-7.0,-15.0,-13.0,-3.0,37.0
609,1.015,10428.0,-15.0,33.0,-27.0,12.0,-17.0,-9.0,-12.0,-16.0,-2.0,-20.0,-7.0,-4.0,-14.0,-13.0,-4.0,37.0
610,1.016667,10434.0,-47.0,0.0,-60.0,-20.0,-48.0,-40.0,-47.0,-49.0,-54.0,-75.0,-58.0,-57.0,-62.0,-64.0,-55.0,-16.0
611,1.018333,10428.0,-34.0,19.0,-43.0,-3.0,-33.0,-20.0,-26.0,-29.0,-22.0,-40.0,-26.0,-30.0,-28.0,-31.0,-20.0,24.0
612,1.02,10425.0,-19.0,31.0,-30.0,9.0,-15.0,-8.0,-15.0,-20.0,-5.0,-26.0,-10.0,-9.0,-15.0,-19.0,-8.0,37.0
613,1.021667,10417.0,-15.0,29.0,-28.0,8.0,-17.0,-6.0,-10.0,-18.0,-1.0,-30.0,-8.0,-7.0,-14.0,-14.0,-4.0,40.0
614,1.023333,10430.0,-15.0,32.0,-28.0,10.0,-16.0,-8.0,-8.0,-19.0,-2.0,-24.0,-5.0,-6.0,-16.0,-14.0,-5.0,40.0
615,1.025,10430.0,-46.0,0.0,-61.0,-22.0,-48.0,-42.0,-47.0,-54.0,-54.0,-74.0,-58.0,-58.0,-63.0,-62.0,-61.0,-7.0
616,1.026667,10433.0,-32.0,14.0,-45.0,-5.0,-32.0,-21.0,-26.0,-32.0,-20.0,-40.0,-31.0,-27.0,-33.0,-29.0,-20.0,27.0
617,1.028333,10426.0,-20.0,28.0,-32.0,7.0,-17.0,-7.0,-17.0,-16.0,-5.0,-28.0,-15.0,-10.0,-16.0,-19.0,-7.0,40.0
618,1.03,10433.0,-15.0,32.0,-33.0,8.0,-18.0,-6.0,-9.0,-19.0,-3.0,-31.0,-9.0,-7.0,-13.0,-14.0,-3.0,35.0
619,1.031667,10431.0,-16.0,31.0,-30.0,10.0,-17.0,-6.0,-10.0,-17.0,-2.0,-26.0,-6.0,-14.0,-13.0,-14.0,-6.0,39.0
620,1.033333,10427.0,-48.0,-1.0,-63.0,-23.0,-48.0,-40.0,-45.0,-51.0,-51.0,-76.0,-58.0,-58.0,-62.0,-68.0,-58.0,-5.0
621,1.035,10426.0,-32.0,15.0,-45.0,-8.0,-31.0,-20.0,-23.0,-32.0,-19.0,-48.0,-30.0,-24.0,-30.0,-31.0,-24.0,27.0
622,1.036667,10431.0,-18.0,29.0,-33.0,8.0,-16.0,-10.0,-13.0,-19.0,-5.0,-31.0,-13.0,-9.0,-22.0,-15.0,-7.0,39.0
623,1.038333,10436.0,-15.0,26.0,-30.0,12.0,-17.0,-6.0,-9.0,-20.0,-7.0,-29.0,-9.0,-10.0,-10.0,-10.0,-8.0,41.0
624,1.04,10427.0,-16.0,28.0,-29.0,9.0,-17.0,-6.0,-13.0,-20.0,-3.0,-27.0,-12.0,-9.0,-13.0,-13.0,-6.0,45.0
625,1.041667,10429.0,-51.0,-2.0,-65.0,-22.0,-50.0,-41.0,-48.0,-53.0,-54.0,-75.0,-62.0,-59.0,-62.0,-70.0,-57.0,-5.0
626,1.043333,10434.0,-35.0,12.0,-50.0,-6.0,-31.0,-21.0,-24.0,-30.0,-22.0,-55.0,-29.0,-24.0,-30.0,-28.0,-18.0,25.0
627,1.045,10423.0,-19.0,23.0,-36.0,9.0,-17.0,-13.0,-10.0,-20.0,-6.0,-33.0,-8.0,-15.0,-16.0,-16.0,-8.0,43.0
628,1.046667,10425.0,-18.0,26.0,-32.0,8.0,-19.0,-4.0,-12.0,-19.0,-5.0,-32.0,-9.0,-8.0,-12.0,-14.0,-10.0,45.0
629,1.048333,10430.0,-18.0,27.0,-30.0,7.0,-16.0,-7.0,-9.0,-18.0,-5.0,-34.0,-14.0,-7.0,-14.0,-15.0,-6.0,48.0
630,1.05,10423.0,-48.0,-1.0,-64.0,-22.0,-47.0,-42.0,-46.0,-49.0,-54.0,-82.0,-57.0,-54.0,-71.0,-67.0,-56.0,-1.0
631,1.051667,10432.0,-33.0,6.0,-49.0,-4.0,-30.0,-22.0,-22.0,-31.0,-30.0,-51.0,-28.0,-23.0,-30.0,-30.0,-24.0,28.0
632,1.053333,10428.0,-21.0,24.0,-34.0,10.0,-20.0,-9.0,-10.0,-20.0,-10.0,-36.0,-15.0,-10.0,-14.0,-14.0,-5.0,46.0
633,1.055,10438.0,-19.0,25.0,-31.0,9.0,-15.0,-4.0,-15.0,-21.0,-7.0,-35.0,-10.0,-5.0,-10.0,-19.0,-4.0,48.0
634,1.056667,10429.0,-18.0,26.0,-34.0,9.0,-15.0,-4.0,-9.0,-20.0,-6.0,-42.0,-10.0,-5.0,-13.0,-15.0,-1.0,46.0
635,1.058333,10434.0,-50.0,-3.0,-68.0,-22.0,-47.0,-44.0,-45.0,-50.0,-56.0,-86.0,-59.0,-57.0,-65.0,-64.0,-56.0,-4.0
636,1.06,10426.0,-35.0,5.0,-49.0,-4.0,-33.0,-22.0,-21.0,-34.0,-30.0,-51.0,-27.0,-26.0,-29.0,-31.0,-28.0,31.0
637,1.061667,10417.0,-21.0,21.0,-33.0,7.0,-19.0,-10.0,-13.0,-20.0,-10.0,-37.0,-18.0,-7.0,-16.0,-17.0,-8.0,47.0
638,1.063333,10481.0,-19.0,25.0,-33.0,10.0,-15.0,-4.0,-14.0,-18.0,-10.0,-41.0,-10.0,-3.0,-17.0,-15.0,-7.0,48.0
639,1.065,10406.0,-19.0,25.0,-35.0,9.0,-17.0,-4.0,-10.0,-18.0,-12.0,-40.0,-10.0,-4.0,-13.0,-12.0,-3.0,47.0
640,1.066667,10431.0,-48.0,-6.0,-67.0,-22.0,-50.0,-42.0,-43.0,-46.0,-58.0,-90.0,-61.0,-62.0,-64.0,-63.0,-58.0,-1.0
641,1.068333,10424.0,-38.0,8.0,-49.0,-4.0,-31.0,-21.0,-23.0,-35.0,-30.0,-58.0,-30.0,-22.0,-29.0,-36.0,-22.0,35.0
642,1.07,10411.0,-22.0,22.0,-38.0,5.0,-18.0,-8.0,-14.0,-19.0,-10.0,-47.0,-14.0,-8.0,-16.0,-16.0,-7.0,48.0
643,1.071667,10434.0,-21.0,24.0,-34.0,9.0,-15.0,-8.0,-13.0,-19.0,-9.0,-40.0,-13.0,-5.0,-17.0,-14.0,-5.0,50.0
644,1.073333,10429.0,-18.0,19.0,-36.0,8.0,-17.0,-6.0,-10.0,-19.0,-14.0,-41.0,-12.0,-5.0,-13.0,-12.0,-6.0,51.0
645,1.075,10430.0,-50.0,-10.0,-69.0,-23.0,-53.0,-44.0,-42.0,-50.0,-58.0,-86.0,-67.0,-57.0,-65.0,-64.0,-58.0,3.0
646,1.076667,10426.0,-38.0,8.0,-50.0,-6.0,-31.0,-19.0,-28.0,-32.0,-31.0,-58.0,-31.0,-23.0,-32.0,-34.0,-22.0,35.0
647,1.078333,10438.0,-20.0,23.0,-41.0,6.0,-19.0,-7.0,-12.0,-21.0,-14.0,-41.0,-14.0,-9.0,-16.0,-16.0,-5.0,45.0
648,1.08,10423.0,-21.0,23.0,-34.0,10.0,-17.0,-7.0,-10.0,-16.0,-8.0,-37.0,-12.0,-10.0,-14.0,-14.0,-6.0,50.0
649,1.081667,10416.0,-20.0,20.0,-36.0,9.0,-16.0,-6.0,-9.0,-22.0,-9.0,-40.0,-13.0,-7.0,-10.0,-15.0,-7.0,48.0
650,1.083333,10425.0,-51.0,-7.0,-67.0,-27.0,-50.0,-43.0,-43.0,-51.0,-56.0,-89.0,-64.0,-57.0,-63.0,-65.0,-57.0,4.0
651,1.085,10427.0,-35.0,7.0,-50.0,-5.0,-30.0,-22.0,-26.0,-31.0,-28.0,-58.0,-31.0,-21.0,-36.0,-31.0,-22.0,35.0
652,1.086667,10436.0,-19.0,21.0,-37.0,7.0,-19.0,-6.0,-13.0,-20.0,-16.0,-40.0,-15.0,-9.0,-18.0,-15.0,-9.0,45.0
653,1.088333,10417.0,-19.0,27.0,-36.0,9.0,-17.0,-7.0,-10.0,-18.0,-7.0,-35.0,-16.0,-7.0,-13.0,-14.0,-5.0,50.0
654,1.09,10424.0,-23.0,23.0,-36.0,8.0,-16.0,-5.0,-12.0,-18.0,-7.0,-38.0,-13.0,-4.0,-14.0,-19.0,-5.0,48.0
655,1.091667,10434.0,-49.0,-8.0,-70.0,-24.0,-51.0,-42.0,-45.0,-51.0,-55.0,-90.0,-62.0,-58.0,-63.0,-68.0,-53.0,-2.0
