,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
1140,1.9,10429.0,-47.0,3.0,-63.0,-34.0,-48.0,-44.0,-46.0,-53.0,-61.0,-32.0,-74.0,-54.0,-68.0,-64.0,-58.0,-65.0
1141,1.901667,10430.0,-29.0,17.0,-45.0,-18.0,-31.0,-20.0,-26.0,-31.0,-33.0,-1.0,-44.0,-19.0,-30.0,-27.0,-29.0,-28.0
1142,1.903333,10431.0,-19.0,29.0,-33.0,-5.0,-19.0,-10.0,-10.0,-17.0,-14.0,13.0,-34.0,-5.0,-17.0,-12.0,-7.0,-13.0
1143,1.905,10426.0,-14.0,31.0,-31.0,-1.0,-16.0,-5.0,-14.0,-18.0,-13.0,15.0,-27.0,-1.0,-18.0,-12.0,-6.0,-14.0
1144,1.906667,10426.0,-15.0,33.0,-32.0,-3.0,-14.0,-6.0,-8.0,-18.0,-16.0,14.0,-27.0,-4.0,-12.0,-9.0,-6.0,-16.0
1145,1.908333,10440.0,-45.0,3.0,-64.0,-35.0,-50.0,-43.0,-48.0,-49.0,-62.0,-31.0,-75.0,-57.0,-64.0,-62.0,-58.0,-65.0
1146,1.91,10432.0,-35.0,14.0,-47.0,-18.0,-30.0,-21.0,-28.0,-31.0,-31.0,-3.0,-46.0,-21.0,-30.0,-33.0,-22.0,-33.0
1147,1.911667,10436.0,-17.0,27.0,-37.0,-5.0,-18.0,-9.0,-10.0,-20.0,-15.0,7.0,-29.0,-6.0,-15.0,-12.0,-7.0,-18.0
1148,1.913333,10419.0,-18.0,31.0,-34.0,-2.0,-16.0,-8.0,-12.0,-17.0,-13.0,14.0,-26.0,-9.0,-14.0,-9.0,-5.0,-15.0
1149,1.915,10440.0,-15.0,28.0,-32.0,-3.0,-16.0,-5.0,-9.0,-24.0,-14.0,14.0,-28.0,-3.0,-13.0,-10.0,-6.0,-13.0
1150,1.916667,10433.0,-45.0,3.0,-67.0,-40.0,-47.0,-41.0,-44.0,-51.0,-58.0,-36.0,-81.0,-56.0,-65.0,-63.0,-57.0,-61.0
1151,1.918333,10430.0,-31.0,17.0,-50.0,-18.0,-30.0,-23.0,-23.0,-32.0,-32.0,-2.0,-46.0,-22.0,-38.0,-30.0,-23.0,-30.0
1152,1.92,10431.0,-18.0,26.0,-36.0,-4.0,-19.0,-10.0,-12.0,-21.0,-19.0,14.0,-32.0,-8.0,-14.0,-12.0,-13.0,-15.0
1153,1.921667,10412.0,-14.0,33.0,-32.0,-3.0,-16.0,-7.0,-13.0,-17.0,-13.0,18.0,-31.0,-5.0,-16.0,-9.0,-8.0,-13.0
1154,1.923333,10426.0,-17.0,28.0,-33.0,-2.0,-15.0,-3.0,-15.0,-19.0,-12.0,17.0,-28.0,-3.0,-16.0,-12.0,-5.0,-16.0
1155,1.925,10432.0,-47.0,0.0,-70.0,-35.0,-48.0,-42.0,-43.0,-47.0,-65.0,-35.0,-76.0,-56.0,-64.0,-61.0,-55.0,-71.0
1156,1.926667,10431.0,-33.0,15.0,-48.0,-18.0,-33.0,-23.0,-22.0,-32.0,-31.0,-1.0,-45.0,-27.0,-31.0,-27.0,-23.0,-29.0
1157,1.928333,10434.0,-23.0,28.0,-37.0,-7.0,-17.0,-9.0,-12.0,-20.0,-16.0,13.0,-32.0,-5.0,-15.0,-18.0,-8.0,-20.0
1158,1.93,10415.0,-16.0,29.0,-35.0,-4.0,-16.0,-7.0,-14.0,-19.0,-9.0,7.0,-28.0,-6.0,-12.0,-10.0,-6.0,-16.0
1159,1.931667,10439.0,-16.0,29.0,-35.0,-4.0,-14.0,-9.0,-13.0,-20.0,-13.0,15.0,-27.0,-7.0,-17.0,-8.0,-4.0,-16.0
