,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
940,1.566667,10431.0,-28.0,-6.0,-53.0,-42.0,-48.0,-43.0,-42.0,-53.0,-126.0,-175.0,763.0,412.0,404.0,94.0,1238.0,2610.0
941,1.568333,10429.0,-14.0,11.0,-34.0,-26.0,-32.0,-22.0,-28.0,-30.0,-92.0,-147.0,788.0,444.0,443.0,127.0,1292.0,2681.0
942,1.57,10430.0,0.0,23.0,-22.0,-8.0,-18.0,-8.0,-15.0,-19.0,-75.0,-127.0,809.0,459.0,461.0,146.0,1326.0,2733.0
943,1.571667,10437.0,0.0,26.0,-22.0,-8.0,-14.0,-7.0,-10.0,-10.0,-76.0,-127.0,812.0,455.0,474.0,153.0,1342.0,2772.0
944,1.573333,10440.0,0.0,24.0,-17.0,-5.0,-18.0,-6.0,-9.0,-19.0,-71.0,-125.0,805.0,452.0,483.0,152.0,1359.0,2811.0
945,1.575,10433.0,-33.0,-6.0,-53.0,-42.0,-50.0,-40.0,-47.0,-51.0,-117.0,-173.0,756.0,398.0,437.0,97.0,1329.0,2800.0
946,1.576667,10431.0,-14.0,11.0,-38.0,-23.0,-29.0,-22.0,-28.0,-30.0,-89.0,-144.0,785.0,425.0,477.0,138.0,1377.0,2865.0
947,1.578333,10432.0,-2.0,23.0,-21.0,-9.0,-18.0,-9.0,-12.0,-19.0,-70.0,-124.0,794.0,433.0,497.0,154.0,1411.0,2921.0
948,1.58,10434.0,-1.0,25.0,-22.0,-7.0,-15.0,-7.0,-12.0,-19.0,-70.0,-127.0,792.0,438.0,510.0,154.0,1428.0,2960.0
949,1.581667,10417.0,1.0,26.0,-19.0,-7.0,-18.0,-6.0,-9.0,-19.0,-64.0,-132.0,792.0,432.0,513.0,162.0,1444.0,2986.0
950,1.583333,10412.0,-30.0,-2.0,-51.0,-40.0,-48.0,-44.0,-45.0,-53.0,-116.0,-177.0,735.0,373.0,468.0,111.0,1406.0,2965.0
951,1.585,10429.0,-17.0,10.0,-35.0,-22.0,-29.0,-21.0,-28.0,-35.0,-89.0,-151.0,762.0,407.0,511.0,145.0,1450.0,3032.0
952,1.586667,10429.0,-3.0,23.0,-21.0,-9.0,-17.0,-12.0,-12.0,-18.0,-69.0,-145.0,771.0,418.0,528.0,165.0,1477.0,3068.0
953,1.588333,10428.0,0.0,26.0,-18.0,-5.0,-14.0,-9.0,-10.0,-20.0,-73.0,-144.0,770.0,418.0,536.0,168.0,1495.0,3091.0
954,1.59,10431.0,0.0,22.0,-19.0,-6.0,-15.0,-7.0,-12.0,-21.0,-74.0,-149.0,764.0,416.0,546.0,173.0,1501.0,3114.0
955,1.591667,10426.0,-29.0,-2.0,-49.0,-40.0,-48.0,-41.0,-44.0,-53.0,-126.0,-209.0,702.0,365.0,495.0,122.0,1466.0,3087.0
956,1.593333,10417.0,-16.0,12.0,-33.0,-22.0,-30.0,-23.0,-26.0,-32.0,-98.0,-185.0,736.0,401.0,526.0,158.0,1513.0,3135.0
957,1.595,10423.0,0.0,21.0,-19.0,-5.0,-18.0,-8.0,-9.0,-19.0,-88.0,-176.0,746.0,412.0,555.0,178.0,1529.0,3165.0
958,1.596667,10434.0,1.0,27.0,-15.0,-7.0,-15.0,-7.0,-10.0,-18.0,-84.0,-182.0,737.0,412.0,562.0,181.0,1545.0,3183.0
959,1.598333,10457.0,0.0,26.0,-16.0,-5.0,-15.0,-7.0,-12.0,-19.0,-88.0,-189.0,741.0,417.0,563.0,184.0,1555.0,3195.0
960,1.6,10429.0,-29.0,0.0,-48.0,-38.0,-48.0,-42.0,-45.0,-48.0,-143.0,-252.0,686.0,363.0,520.0,137.0,1511.0,3153.0
961,1.601667,10428.0,-15.0,12.0,-32.0,-22.0,-34.0,-22.0,-26.0,-33.0,-113.0,-228.0,711.0,396.0,557.0,172.0,1554.0,3200.0
962,1.603333,10426.0,-2.0,23.0,-16.0,-6.0,-20.0,-9.0,-15.0,-20.0,-101.0,-221.0,728.0,415.0,577.0,187.0,1578.0,3224.0
963,1.605,10428.0,0.0,27.0,-18.0,-4.0,-16.0,-6.0,-10.0,-17.0,-102.0,-232.0,724.0,416.0,585.0,196.0,1584.0,3223.0
964,1.606667,10423.0,0.0,28.0,-14.0,-4.0,-17.0,-6.0,-13.0,-22.0,-106.0,-240.0,723.0,412.0,589.0,199.0,1592.0,3235.0
965,1.608333,10440.0,-31.0,-1.0,-50.0,-36.0,-48.0,-41.0,-48.0,-51.0,-159.0,-295.0,669.0,366.0,546.0,146.0,1546.0,3193.0
966,1.61,10425.0,-15.0,12.0,-31.0,-21.0,-29.0,-21.0,-26.0,-31.0,-131.0,-283.0,696.0,401.0,581.0,187.0,1587.0,3230.0
967,1.611667,10425.0,-1.0,23.0,-18.0,-6.0,-15.0,-12.0,-12.0,-21.0,-120.0,-269.0,712.0,412.0,600.0,206.0,1606.0,3252.0
968,1.613333,10429.0,0.0,27.0,-16.0,-4.0,-15.0,-6.0,-12.0,-20.0,-123.0,-279.0,709.0,419.0,608.0,208.0,1610.0,3255.0
969,1.615,10434.0,3.0,27.0,-14.0,-6.0,-15.0,-4.0,-12.0,-18.0,-123.0,-293.0,703.0,417.0,611.0,215.0,1621.0,3261.0
970,1.616667,10419.0,-32.0,-1.0,-47.0,-38.0,-45.0,-44.0,-43.0,-51.0,-176.0,-349.0,650.0,368.0,557.0,165.0,1574.0,3212.0
971,1.618333,10415.0,-14.0,7.0,-31.0,-21.0,-31.0,-24.0,-27.0,-35.0,-153.0,-326.0,672.0,398.0,602.0,203.0,1607.0,3251.0
972,1.62,10434.0,0.0,23.0,-15.0,-8.0,-18.0,-10.0,-12.0,-19.0,-137.0,-320.0,676.0,413.0,620.0,219.0,1633.0,3272.0
973,1.621667,10431.0,0.0,27.0,-15.0,-5.0,-15.0,-5.0,-14.0,-18.0,-139.0,-326.0,675.0,415.0,620.0,224.0,1639.0,3272.0
974,1.623333,10434.0,0.0,26.0,-15.0,-3.0,-16.0,-6.0,-10.0,-17.0,-146.0,-337.0,665.0,412.0,628.0,227.0,1644.0,3273.0
975,1.625,10434.0,-28.0,-1.0,-48.0,-37.0,-48.0,-41.0,-43.0,-49.0,-193.0,-391.0,606.0,357.0,582.0,179.0,1596.0,3231.0
976,1.626667,10417.0,-17.0,12.0,-30.0,-20.0,-31.0,-19.0,-27.0,-32.0,-169.0,-372.0,628.0,389.0,616.0,210.0,1636.0,3265.0
977,1.628333,10429.0,0.0,25.0,-20.0,-5.0,-16.0,-12.0,-12.0,-18.0,-159.0,-369.0,635.0,399.0,635.0,230.0,1656.0,3274.0
978,1.63,10432.0,0.0,27.0,-13.0,-5.0,-17.0,-7.0,-14.0,-19.0,-155.0,-375.0,626.0,397.0,640.0,235.0,1656.0,3285.0
979,1.631667,10436.0,0.0,25.0,-18.0,-4.0,-15.0,-5.0,-12.0,-19.0,-160.0,-380.0,613.0,395.0,645.0,232.0,1663.0,3282.0
980,1.633333,10422.0,-31.0,-4.0,-55.0,-38.0,-49.0,-41.0,-43.0,-49.0,-208.0,-446.0,551.0,341.0,594.0,187.0,1617.0,3227.0
981,1.635,10432.0,-17.0,6.0,-37.0,-23.0,-31.0,-20.0,-23.0,-33.0,-184.0,-420.0,574.0,363.0,628.0,224.0,1650.0,3261.0
982,1.636667,10430.0,-3.0,22.0,-20.0,-7.0,-16.0,-8.0,-13.0,-23.0,-168.0,-404.0,580.0,382.0,649.0,236.0,1666.0,3269.0
983,1.638333,10436.0,0.0,24.0,-19.0,-7.0,-14.0,-5.0,-15.0,-18.0,-166.0,-414.0,574.0,380.0,652.0,245.0,1669.0,3270.0
984,1.64,10429.0,0.0,23.0,-18.0,-6.0,-15.0,-12.0,-8.0,-18.0,-169.0,-414.0,567.0,373.0,650.0,246.0,1671.0,3268.0
985,1.641667,10424.0,-31.0,-6.0,-51.0,-40.0,-48.0,-44.0,-43.0,-49.0,-222.0,-465.0,507.0,319.0,603.0,194.0,1616.0,3210.0
986,1.643333,10412.0,-17.0,9.0,-33.0,-22.0,-32.0,-22.0,-27.0,-34.0,-189.0,-440.0,526.0,348.0,639.0,231.0,1652.0,3246.0
987,1.645,10426.0,-3.0,21.0,-19.0,-8.0,-16.0,-9.0,-14.0,-20.0,-173.0,-424.0,537.0,361.0,651.0,248.0,1665.0,3249.0
988,1.646667,10426.0,0.0,21.0,-19.0,-8.0,-14.0,-6.0,-14.0,-18.0,-176.0,-420.0,528.0,355.0,659.0,250.0,1661.0,3243.0
989,1.648333,10415.0,-1.0,24.0,-18.0,-6.0,-17.0,-5.0,-8.0,-17.0,-171.0,-422.0,516.0,352.0,662.0,251.0,1664.0,3242.0
990,1.65,10426.0,-33.0,-5.0,-53.0,-40.0,-46.0,-41.0,-45.0,-50.0,-221.0,-469.0,463.0,297.0,605.0,201.0,1610.0,3179.0
991,1.651667,10427.0,-16.0,6.0,-34.0,-23.0,-31.0,-20.0,-21.0,-32.0,-196.0,-438.0,487.0,322.0,645.0,237.0,1642.0,3203.0
992,1.653333,10429.0,-2.0,21.0,-20.0,-7.0,-19.0,-8.0,-12.0,-23.0,-173.0,-422.0,492.0,331.0,659.0,251.0,1652.0,3213.0
993,1.655,10430.0,-3.0,24.0,-19.0,-6.0,-15.0,-6.0,-14.0,-16.0,-173.0,-418.0,486.0,330.0,658.0,250.0,1652.0,3197.0
994,1.656667,10437.0,-1.0,25.0,-23.0,-7.0,-14.0,-5.0,-9.0,-16.0,-172.0,-419.0,479.0,324.0,662.0,255.0,1648.0,3188.0
995,1.658333,10429.0,-30.0,-5.0,-50.0,-40.0,-50.0,-41.0,-45.0,-51.0,-218.0,-465.0,423.0,261.0,610.0,204.0,1588.0,3130.0
996,1.66,10432.0,-19.0,6.0,-35.0,-21.0,-34.0,-21.0,-26.0,-35.0,-189.0,-428.0,442.0,294.0,647.0,232.0,1620.0,3152.0
997,1.661667,10428.0,-2.0,23.0,-22.0,-8.0,-16.0,-9.0,-10.0,-18.0,-169.0,-417.0,450.0,301.0,658.0,252.0,1634.0,3153.0
998,1.663333,10425.0,-1.0,24.0,-19.0,-7.0,-14.0,-7.0,-10.0,-17.0,-163.0,-406.0,445.0,290.0,660.0,256.0,1627.0,3144.0
999,1.665,10434.0,0.0,23.0,-19.0,-6.0,-14.0,-5.0,-8.0,-18.0,-161.0,-402.0,432.0,290.0,665.0,254.0,1621.0,3130.0
1000,1.666667,10420.0,-31.0,-6.0,-50.0,-41.0,-49.0,-42.0,-43.0,-50.0,-203.0,-452.0,373.0,230.0,609.0,205.0,1567.0,3071.0
1001,1.668333,10428.0,-17.0,8.0,-34.0,-21.0,-33.0,-22.0,-27.0,-34.0,-174.0,-413.0,398.0,255.0,638.0,238.0,1594.0,3089.0
1002,1.67,10427.0,-1.0,19.0,-19.0,-7.0,-18.0,-10.0,-13.0,-20.0,-157.0,-393.0,399.0,262.0,658.0,252.0,1598.0,3089.0
1003,1.671667,10426.0,0.0,27.0,-18.0,-10.0,-13.0,-7.0,-13.0,-15.0,-149.0,-389.0,389.0,258.0,660.0,255.0,1598.0,3083.0
