Name,Sync,FX1,FY1,FZ1,X1,Y1,Z1,MZ1,FX2,FY2,FZ2,X2,Y2,Z2,MZ2,del_time
1.041667,10434.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.0
1.043333,10429.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.0016660000000001673
1.045,10228.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-5.33,-3.69,30.78,-311.99,-5.17,0.0,155.04,0.0033330000000000304
1.046667,10423.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.09,-4.16,31.57,-319.35,-15.12,0.0,233.92,0.0050000000000001155
1.048333,10436.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.09,-4.0,31.89,-301.08,-4.35,0.0,427.53,0.006666000000000061
1.05,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.008333000000000146
1.051667,10428.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.010000000000000009
1.053333,10433.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-5.86,-3.77,30.44,-299.1,-12.0,0.0,457.97,0.011666000000000176
1.055,10444.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-5.78,-4.54,31.57,-311.07,-13.55,0.0,272.54,0.01333300000000004
1.056667,10415.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.24,-4.54,31.57,-311.7,-2.97,0.0,217.91,0.015000000000000124
1.058333,10428.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.01666600000000007
1.06,10436.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.018333000000000155
1.061667,10432.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-5.93,-4.08,29.97,-311.56,-2.56,0.0,169.93,0.020000000000000018
1.063333,10434.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.39,-4.15,32.04,-315.63,-11.82,0.0,112.89,0.021666000000000185
1.065,10416.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.16,-4.69,32.04,-310.18,-14.59,0.0,463.12,0.023333000000000048
1.066667,10412.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.025000000000000133
1.068333,10427.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.02666600000000008
1.07,10427.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.16,-4.46,29.49,-316.12,-22.38,0.0,274.04,0.028333000000000164
1.071667,10440.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.47,-4.69,31.88,-298.93,-11.55,0.0,389.01,0.030000000000000027
1.073333,10426.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.16,-5.31,32.85,-311.45,-5.76,0.0,183.45,0.031666000000000194
1.075,10431.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.03333300000000006
1.076667,10428.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.03500000000000014
1.078333,10415.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.16,-4.85,30.93,-311.73,-7.75,0.0,213.0,0.03666600000000009
1.08,10426.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.85,-5.16,31.57,-315.11,-3.77,0.0,203.75,0.03833300000000017
1.081667,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.92,-4.62,32.51,-304.65,-19.47,0.0,194.09,0.040000000000000036
1.083333,10432.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.0416660000000002
1.085,10428.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.043333000000000066
1.086667,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.47,-4.85,31.09,-310.75,-6.66,0.0,69.14,0.04500000000000015
1.088333,10425.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.23,-5.0,31.25,-313.03,-16.43,0.0,204.47,0.046666000000000096
1.09,10431.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.92,-5.08,32.04,-298.28,-8.84,0.0,281.33,0.04833300000000018
1.091667,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.050000000000000044
1.093333,10433.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.05166600000000021
1.095,10412.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-6.92,-4.62,30.76,-303.26,-15.17,0.0,306.85,0.053333000000000075
1.096667,10433.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.0,-5.39,33.65,-311.09,-6.71,0.0,176.21,0.05500000000000016
1.098333,10422.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.3,-5.54,31.73,-314.34,-7.4,0.0,132.5,0.056666000000000105
1.1,10430.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.05833300000000019
1.101667,10425.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.06000000000000005
1.103333,10423.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.15,-5.23,29.97,-313.23,-6.36,0.0,180.52,0.061666
1.105,10443.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.23,-5.23,32.2,-305.11,-10.03,0.0,65.99,0.06333300000000008
1.106667,10437.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.38,-5.39,31.89,-310.5,-12.39,0.0,231.82,0.06500000000000017
1.108333,10431.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.06666600000000011
1.11,10428.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.0683330000000002
1.111667,10412.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.15,-5.31,29.66,-321.67,-19.99,0.0,124.55,0.07000000000000006
1.113333,10401.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.61,-5.16,32.04,-304.28,-15.2,0.0,285.45,0.07166600000000001
1.115,10432.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.38,-5.92,33.34,-314.14,-3.39,0.0,1.39,0.07333300000000009
1.116667,10434.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.07500000000000018
1.118333,10426.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.07666600000000012
1.12,10430.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.0,-5.46,30.45,-306.11,-14.23,0.0,155.71,0.07833300000000021
1.121667,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.84,-5.77,31.09,-315.21,-5.73,0.0,48.31,0.08000000000000007
1.123333,10425.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.76,-5.62,32.52,-310.88,-10.4,0.0,-58.01,0.08166600000000002
1.125,10426.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.0833330000000001
1.126667,10431.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.08500000000000019
1.128333,10426.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.23,-5.38,31.74,-319.51,-5.04,0.0,-119.52,0.08666600000000013
1.13,10413.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.99,-6.08,31.25,-314.05,-15.68,0.0,52.76,0.088333
1.131667,10426.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.91,-5.77,31.88,-303.4,-10.82,0.0,213.16,0.09000000000000008
1.133333,10416.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.09166600000000003
1.135,10419.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.09333300000000011
1.136667,10446.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.68,-5.31,30.6,-302.88,-19.49,0.0,303.16,0.0950000000000002
1.138333,10428.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.76,-6.15,32.69,-309.65,-7.9,0.0,91.19,0.09666600000000014
1.14,10433.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-8.22,-5.85,31.41,-318.26,-7.88,0.0,-18.38,0.098333
1.141667,10411.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.10000000000000009
1.143333,10428.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.10166600000000003
1.145,10426.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.76,-5.77,30.61,-311.18,-6.95,0.0,24.66,0.10333300000000012
1.146667,10429.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.91,-5.85,32.84,-313.57,-10.54,0.0,-68.33,0.1050000000000002
1.148333,10408.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-8.14,-6.23,31.89,-308.9,-9.3,0.0,97.89,0.10666600000000015
1.15,10430.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.10833300000000001
1.151667,10425.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.1100000000000001
1.153333,10434.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.91,-5.69,28.86,-316.01,-17.67,0.0,-48.54,0.11166600000000004
1.155,10438.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-8.22,-5.85,31.56,-301.14,-11.05,0.0,179.74,0.11333300000000013
1.156667,10430.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.84,-6.77,33.32,-309.66,-10.51,0.0,-2.2,0.11499999999999999
1.158333,10442.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.11666600000000016
1.16,10427.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.11833300000000002
1.161667,10428.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-7.61,-6.08,31.57,-308.26,-9.17,0.0,56.49,0.1200000000000001
1.163333,10446.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-8.14,-6.31,31.57,-316.79,-5.27,0.0,-28.88,0.12166600000000005
1.165,10422.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-8.29,-6.08,32.84,-314.0,-14.93,0.0,-28.42,0.12333300000000014
