,mean_paretic,std_paretic,mean_nonparetic,std_nonparetic,symmetry
toeClearance,,,,,
stride,,,,,
GRFmax,1187.3911895751953,191.59031256521362,992.3417209625244,908.7103413053908,54.4741598309986
GRFimpulse,9712.992509100239,15958.323049475768,929.0608430508589,2254.5458165687146,91.2699099289606
stanceTime,15.90772819519043,26.218834591196515,1.6794845104217528,2.743037336726396,90.45053620187457
