,mean_paretic,std_paretic,mean_nonparetic,std_nonparetic,symmetry
toeClearance,,,,,
stride,,,,,
GRFmax,1029.340558451991,165.89120243892697,1002.0682813142475,177.44300871269212,50.67126509946864
GRFimpulse,640.269860821666,710.1420782775189,550.0276242535534,205.17671891281316,53.79074297390496
stanceTime,0.9894866712631718,0.7926124563939584,1.081304733376754,0.4394959172534089,47.78302001090381
