,mean_paretic,std_paretic,mean_nonparetic,std_nonparetic,symmetry
toeClearance,,,,,
stride,,,,,
GRFmax,1051.7088841029577,101.6043135425487,625.9059077671596,273.5143073257591,62.690725499062125
GRFimpulse,710.9737945955611,344.58520607493915,301.61936388614964,239.05676018132732,70.21317383396112
stanceTime,1.124855875968933,0.4538499324488328,1.0891765526362829,0.17053956857710215,50.805754307653196
