,impulse,maximum
0,691.4771365357374,1036.078125
1,599.2824622024418,992.1743774414062
2,646.4061877163895,1043.7562255859375
3,671.8939877494995,1029.835205078125
4,628.8202749690281,989.9732666015625
5,603.3685039238026,976.0714721679688
6,601.5603490084268,1002.4281616210938
7,630.0850243264358,965.7031860351562
8,617.0372774467905,1030.816650390625
9,570.6107958085404,1041.675537109375
10,763.2607668060191,1112.7080078125
11,645.4046650154332,993.1206665039062
12,645.1901625629043,987.074951171875
13,472.6922905970191,859.6710205078125
14,427.2557236594416,874.731689453125
15,608.4093712877038,948.6759643554688
16,544.5415098298454,857.5169677734375
17,428.6539685305065,854.7794189453125
18,585.8229842213173,1074.8109130859375
19,724.4954446047977,1130.013671875
20,573.7650874361243,1030.853759765625
21,528.3515306845366,1006.7394409179688
22,504.87524407372985,830.1461791992188
23,746.0871523662718,1206.896728515625
24,541.4107974208346,1077.0621337890625
25,453.46922063953025,837.6206665039062
26,447.73612202980803,894.480224609375
27,389.75014907081277,876.9570922851562
28,566.8006894647478,972.0006713867188
29,516.2455367521252,975.0532836914062
30,341.9449252655086,755.7339477539062
31,332.8619303432479,834.9562377929688
32,434.24207384058354,882.1292114257812
33,449.16472663542845,979.29541015625
34,392.87698397443455,830.650146484375
35,483.4705198911797,954.6565551757812
36,459.3623059561978,975.3280029296875
37,483.5071497193021,1053.1080322265625
38,451.9047774740793,948.20166015625
39,432.04799596996236,944.190185546875
40,632.1570364297368,995.6863403320312
41,413.67777780652614,875.5065307617188
42,621.5845669507344,947.7739868164062
43,543.6830103150423,1034.0716552734375
44,645.832354205515,1054.2340087890625
45,467.71444415474616,1171.839111328125
46,580.8391118382351,998.1402587890625
47,591.4235360370913,1073.797607421875
48,495.6543996850578,1035.809814453125
49,781.8240826912588,1253.901611328125
50,455.776185111612,1089.562255859375
51,619.9178047437963,1251.1163330078125
52,463.2032026957604,1267.6915283203125
53,600.0845910989156,1278.8245849609375
54,389.8773139510922,2058.830810546875
55,451.08979524481765,1151.9898681640625
56,405.74459621951246,903.4421997070312
57,412.37298781344,1144.7901611328125
58,526.5750476341018,1576.4808349609375
59,434.63202003621336,1395.613525390625
60,480.2886164769552,2806.0390625
61,466.90659526535455,888.385986328125
62,350.4428551563615,844.2079467773438
63,368.29660073217383,990.297607421875
64,394.63273034606937,852.2435913085938
65,388.43189336555224,902.6871948242188
66,362.71586611692874,912.99365234375
67,437.19592522456514,936.3818359375
68,408.55037689937853,1042.7364501953125
69,417.54066206196694,993.6773071289062
70,462.5156640852201,921.2451782226562
71,322.55228903082934,862.2394409179688
72,405.8291228788148,989.6842041015625
73,339.9531197005299,888.5745239257812
74,316.25131754998984,899.75244140625
75,369.1481015555928,960.512939453125
76,380.65137743192827,1163.2283935546875
77,336.2585207808943,910.1967163085938
78,361.2030392313118,902.977294921875
79,476.23981069681395,995.757080078125
80,375.644630818726,834.0255126953125
81,4.6571146502683405,466.8137512207031
82,379.23665801765674,986.1082153320312
83,469.1632997889319,1438.5804443359375
84,533.6703605438888,1344.4266357421875
85,509.7831994741209,2512.538330078125
86,7034.906631797945,2605.17333984375
87,10379.322619067758,1052.9989013671875
88,505.60598071606273,883.4935302734375
89,551.5835788741515,935.0223388671875
90,647.1966048392333,966.501220703125
91,420.2317058793851,813.1859741210938
92,432.2815999237482,829.3865966796875
93,474.1587064475898,851.4411010742188
94,394.4889825286973,784.4513549804688
95,462.6931180548454,935.3228759765625
96,458.7006825945846,868.63330078125
97,522.7246316200199,911.41015625
98,504.040279417517,949.4515380859375
99,467.13776310180765,854.7296142578125
100,486.2574044482517,869.8162231445312
101,472.2488839126763,792.8182373046875
102,4536.760505044995,1406.31787109375
103,550.4884618751385,2127.978515625
104,559.5627511388775,1203.4052734375
105,611.5629808281301,1736.579345703125
106,467.9612832059247,926.6626586914062
107,314.5458333889601,807.10205078125
