time,vout
12.2423917,0.11
12.2455246,0.11
12.24873036,0.11
12.25182033,0.11
12.25489555,0.108
12.25801885,0.112
12.26115142,0.116
12.26427353,0.114
12.26741796,0.116
12.2706082,0.11
12.2736912,0.106
12.27680896,0.104
12.27993429,0.104
12.28305403,0.102
12.28619149,0.104
12.28930592,0.104
12.2925402,0.106
12.29557418,0.11
12.29874986,0.108
12.30184453,0.116
12.30498694,0.124
12.30812718,0.13
12.31122709,0.31
12.3143992,0.368
12.31752171,0.37
12.32070483,0.386
12.32377618,0.408
12.32697792,0.472
12.33004264,0.53
12.33322296,0.534
12.33628766,0.532
12.33941514,0.536
12.34256335,0.536
12.34574464,0.536
12.34888253,0.536
12.35195992,0.538
12.35510349,0.538
12.35824997,0.54
12.36136547,0.542
12.36451246,0.544
12.3677091,0.548
12.37082636,0.554
12.37393422,0.564
12.37706614,0.572
12.38019183,0.58
12.38331592,0.592
12.38644001,0.604
12.38962758,0.61
12.39274831,0.62
12.39583594,0.626
12.39898605,0.632
12.40209835,0.638
12.40522975,0.644
12.40835492,0.646
12.4115037,0.65
12.41470096,0.65
12.41776183,0.65
12.42089747,0.648
12.42409601,0.648
12.42716847,0.644
12.43029997,0.64
12.43342153,0.638
12.43658686,0.632
12.43977122,0.628
12.44284123,0.622
12.4459789,0.618
12.44913868,0.612
12.45223931,0.61
12.45536327,0.608
12.45850227,0.604
12.4616119,0.598
12.46476473,0.594
12.46794803,0.588
12.47097855,0.584
12.47412751,0.58
12.47727851,0.572
12.48039614,0.568
12.48358164,0.564
12.48671257,0.56
12.48983659,0.554
12.49292875,0.55
12.4960574,0.544
12.4991811,0.542
12.50233125,0.532
12.50545879,0.528
12.50860988,0.524
12.5117766,0.522
12.51486425,0.516
12.51800196,0.514
12.52112922,0.508
12.52423472,0.5
12.52735694,0.494
12.5305001,0.482
12.53370259,0.476
12.53680318,0.462
12.53994907,0.456
12.54303851,0.454
12.54618979,0.448
12.5493141,0.448
12.55243464,0.446
12.55556286,0.446
12.55872531,0.448
12.56181544,0.452
12.56497377,0.458
12.56811883,0.464
12.57122572,0.47
12.57435783,0.488
12.57747631,0.504
12.58059183,0.512
12.58379018,0.518
12.58685881,0.532
12.59024394,0.536
12.59329922,0.54
12.59641518,0.544
12.59956268,0.546
12.60271186,0.548
12.60583644,0.55
12.60900012,0.548
12.61207588,0.55
12.61527631,0.55
12.61833053,0.55
12.62144446,0.552
12.62461527,0.552
12.62776471,0.552
12.63093127,0.554
12.63398394,0.554
12.63710586,0.556
12.64027736,0.56
12.64345521,0.562
12.64654786,0.562
12.64976612,0.566
12.65284544,0.568
12.65599214,0.568
12.65905512,0.57
12.66219612,0.574
12.66530594,0.576
12.66845116,0.576
12.67159186,0.578
12.67472551,0.58
12.67792833,0.582
12.68100736,0.586
12.68416012,0.586
12.68728253,0.59
12.69040957,0.592
12.69351505,0.592
12.69663427,0.594
12.6997767,0.596
12.70295562,0.598
12.70599772,0.602
12.70917245,0.606
12.71236925,0.61
12.71542007,0.612
12.71861014,0.614
12.72167181,0.616
12.72479579,0.62
12.72795827,0.624
12.73113264,0.626
12.73421144,0.63
12.73733088,0.632
12.74045122,0.636
12.7436119,0.638
12.74673583,0.642
12.74990094,0.646
12.75311959,0.648
12.75615266,0.65
12.75932729,0.652
12.76250155,0.658
12.76563216,0.662
12.76868336,0.666
12.77189429,0.668
12.77503136,0.672
12.77806675,0.674
12.78119138,0.676
12.78438975,0.678
12.78746707,0.682
12.79054977,0.686
12.79375384,0.692
12.79682005,0.694
12.80003777,0.698
12.80311079,0.704
12.80626984,0.708
12.80937453,0.712
12.81254297,0.716
12.81563544,0.724
12.81880438,0.726
12.8219879,0.728
12.82505642,0.732
12.82819003,0.74
12.83130555,0.75
12.83444799,0.756
12.83757847,0.764
12.84069951,0.768
12.84382245,0.776
12.84702433,0.784
12.85008988,0.794
12.85320531,0.8
12.85633753,0.806
12.85948683,0.816
12.86261881,0.822
12.86574418,0.828
12.86888045,0.834
12.87202466,0.838
12.87521212,0.844
12.8782686,0.852
12.88143981,0.858
12.88455914,0.864
12.88766888,0.872
12.89085071,0.878
12.89396577,0.882
12.89708496,0.886
12.9002121,0.89
12.90334155,0.894
12.90652925,0.898
12.90960618,0.898
12.91275514,0.902
12.91586551,0.902
12.91902508,0.904
12.92213097,0.906
12.92525718,0.91
12.92837945,0.912
12.93158125,0.916
12.93467151,0.918
12.9377799,0.92
12.94096883,0.922
12.94403688,0.924
12.94716044,0.926
12.95029229,0.928
12.95343999,0.93
12.95657075,0.93
12.95970721,0.932
12.96288284,0.934
12.96599358,0.934
12.96909796,0.936
12.97222294,0.936
12.97535997,0.936
12.9784792,0.936
12.98162062,0.936
12.98478225,0.934
12.9878751,0.934
12.99104303,0.934
12.9942382,0.934
12.99731966,0.934
13.00045795,0.932
13.00355045,0.93
13.00665123,0.93
13.00978675,0.926
13.01297766,0.924
13.01607051,0.922
13.01925553,0.918
13.02234105,0.912
13.02552762,0.904
13.02862259,0.9
13.03172986,0.892
13.03485336,0.888
13.03803164,0.882
13.04110827,0.874
13.04423288,0.868
13.04737033,0.854
13.05047683,0.842
13.0536336,0.832
13.05680449,0.822
13.05988334,0.81
13.06304716,0.794
13.06621438,0.778
13.0693162,0.768
13.07250149,0.76
13.07556272,0.742
13.07870358,0.728
13.08180545,0.72
13.08503384,0.714
13.08813118,0.706
13.09125909,0.7
13.09426875,0.694
13.09739107,0.69
13.10054094,0.686
13.10369283,0.68
13.10681408,0.678
13.11001053,0.676
13.11307403,0.674
13.11620688,0.668
13.11938521,0.666
13.12247499,0.666
13.12558349,0.668
13.1286982,0.668
13.13183745,0.666
13.13500338,0.664
13.13812851,0.66
13.1412181,0.658
13.14434736,0.656
13.14745868,0.654
13.15059355,0.65
13.15376696,0.646
13.15684518,0.642
13.16001386,0.632
13.1631257,0.63
13.16624942,0.626
13.16944144,0.62
13.17251033,0.616
13.1756234,0.61
13.17875475,0.606
13.18194708,0.594
13.1850042,0.58
13.18861707,0.564
13.19125127,0.54
13.19440679,0.514
13.19772297,0.494
13.20073249,0.478
13.20380809,0.448
13.20696153,0.412
13.21007999,0.388
13.21320979,0.358
13.21633603,0.316
13.21943953,0.276
13.22266234,0.238
13.22578144,0.214
13.22891151,0.196
13.23203492,0.184
13.23508375,0.17
13.23819459,0.158
13.24134873,0.158
13.24446573,0.152
13.24757771,0.15
13.25074092,0.15
13.25387242,0.15
13.25702823,0.15
13.26011177,0.148
13.26316786,0.148
13.26631207,0.148
13.26939651,0.144
13.27255903,0.144
