time,vout
0.00104193,0.738
0.00258739,0.738
0.00315693,0.636
0.00370746,0.638
0.00425796,0.642
0.0048053,0.644
0.00535363,0.646
0.00590231,0.65
0.0064502,0.648
0.00699815,0.65
0.00754739,0.656
0.00809487,0.66
0.00864285,0.662
0.00919294,0.664
0.00974135,0.668
0.01028924,0.672
0.01083831,0.676
0.01138061,0.676
0.01192685,0.68
0.01357143,0.68
0.01417433,0.682
0.01465915,0.682
0.01563768,0.682
0.01619581,0.682
0.016681,0.682
0.01723281,0.68
0.01771655,0.68
0.01826348,0.68
0.01874707,0.676
0.01929657,0.676
0.01978132,0.676
0.02033044,0.672
0.02081524,0.67
0.02136304,0.67
0.02184813,0.67
0.02241515,0.67
0.02290739,0.67
0.02345724,0.668
0.0239425,0.668
0.02448937,0.666
0.02497359,0.664
0.02552778,0.664
0.02601154,0.664
0.02655932,0.662
0.02704255,0.658
0.02759263,0.656
0.02807765,0.654
0.02866113,0.654
0.02914611,0.654
0.0297225,0.652
0.03026043,0.652
0.03087959,0.65
0.03143485,0.648
0.03194546,0.648
0.03254037,0.644
0.03303452,0.642
0.03361113,0.642
0.03412539,0.638
0.03470222,0.636
0.03524368,0.632
0.03582581,0.63
0.03633722,0.624
0.03694878,0.622
0.03755146,0.618
0.03808713,0.616
0.03866769,0.614
0.03918174,0.612
0.03976013,0.608
0.04027552,0.612
0.04098835,0.612
0.0415432,0.614
0.042053,0.61
0.0426495,0.61
0.04469165,0.218
0.04783918,0.218
0.05072822,0.218
0.05405328,0.216
0.05708837,0.218
0.06016511,0.216
0.06324572,0.218
0.06635555,0.216
0.06950368,0.216
0.07257644,0.216
0.075723,0.218
0.07888867,0.218
0.08209857,0.216
0.08515104,0.218
0.08826224,0.218
0.09146248,0.216
0.09455241,0.216
0.09768898,0.218
0.10080876,0.216
0.1038457,0.216
0.10701728,0.218
0.11015161,0.218
0.11332078,0.216
0.11612256,0.216
0.1193133,0.218
0.12238037,0.218
0.1255712,0.218
0.12870435,0.218
