Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20
1714298438.4076753,[],0,95.45999908447266,1.3700000047683716,-117.79000091552734,100.68000030517578,1.3600000143051147,-176.83999633789062,96.05000305175781,-10.630000114440918,-140.75,90.1500015258789,1.0399999618530273,16.860000610351562,87.62000274658203,-5.869999885559082,-81.05000305175781,101.16000366210938,6.289999961853027,-125.43000030517578,85.94999694824219,-4.179999828338623,52.29999923706055
