Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8
1692168085.8728602,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2747199535369873,-0.06087552756071091,-36.060821533203125,-70.73880767822266,0.0
1692168085.877911,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3518199920654297,-0.0645575150847435,-37.43373489379883,-67.13263702392578,0.0
1692168085.8828259,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2387399673461914,-0.05915726721286774,-38.788238525390625,-65.61161804199219,0.0
1692168085.887855,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.1719199419021606,-0.05596621334552765,-40.0905876159668,-65.37805938720703,0.0
1692168085.8928235,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2387399673461914,-0.05915726721286774,-41.325443267822266,-59.094573974609375,0.0
1692168085.8978035,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2952799797058105,-0.06185739114880562,-42.509674072265625,-57.14567947387695,0.0
1692168085.9029145,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2952799797058105,-0.06185739114880562,-43.658626556396484,-53.212825775146484,0.0
1692168085.907891,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2747199535369873,-0.06087552756071091,-44.71707534790039,-50.943660736083984,0.0
1692168085.9127917,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.4083600044250488,-0.06725764274597168,-45.717227935791016,-51.10115051269531,0.0
1692168085.9178154,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2644399404525757,-0.0603845976293087,-46.66062927246094,-40.71743392944336,0.0
1692168085.922805,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.6139600276947021,-0.0770762711763382,-47.534996032714844,-43.59550857543945,0.0
1692168085.927819,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.284999966621399,-0.06136646121740341,-48.323463439941406,-35.66276168823242,0.0
1692168085.932889,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2592999935150146,-0.06013913080096245,-49.05363845825195,-36.250789642333984,0.0
1692168085.937851,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3158400058746338,-0.06283925473690033,-49.69944381713867,-31.073209762573242,0.0
1692168085.9428203,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3004200458526611,-0.06210285797715187,-50.276222229003906,-25.906972885131836,0.0
1692168085.9478564,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2747199535369873,-0.06087552756071091,-50.77476501464844,-23.195737838745117,0.0
1692168085.9527864,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3209799528121948,-0.06308472156524658,-51.19047164916992,-22.383934020996094,0.0
1692168085.9578755,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.243880033493042,-0.05940273404121399,-51.523345947265625,-12.92239761352539,0.0
1692168085.9627979,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3107000589370728,-0.06259378790855408,-51.787193298339844,-11.333436012268066,0.0
1692168085.9678164,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2644399404525757,-0.0603845976293087,-51.962066650390625,-7.751728057861328,0.0
1692168085.9728253,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3518199920654297,-0.0645575150847435,-52.08018112182617,-4.096349716186523,0.0
1692168085.9778056,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2747199535369873,-0.06087552756071091,-52.12313461303711,-0.9583187699317932,0.0
1692168085.982838,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.284999966621399,-0.06136646121740341,-52.112396240234375,1.559557557106018,0.0
1692168085.9878287,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2181799411773682,-0.058175403624773026,-52.08478546142578,1.6343286037445068,0.0
1692168085.9928846,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2541600465774536,-0.059893663972616196,-52.041831970214844,1.3046274185180664,0.0
1692168085.9978101,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2695800065994263,-0.060630060732364655,-52.00041580200195,1.6227449178695679,0.0
1692168086.002822,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.243880033493042,-0.05940273404121399,-51.96820068359375,2.434696912765503,0.0
1692168086.0078266,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2541600465774536,-0.059893663972616196,-51.94365692138672,0.849803626537323,0.0
1692168086.0127819,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2747199535369873,-0.06087552756071091,-51.9313850402832,0.4826115667819977,0.0
1692168086.0178292,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-51.92831802368164,0.0,0.0
1692168086.0228252,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2233200073242188,-0.05842087045311928,-51.92831802368164,0.0,0.0
