Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5
1714457111.2638059,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.2737434,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.2837365,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.293675,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.3037932,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.3138406,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.3237216,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.3358011,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.3437848,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.3536954,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.3636537,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.3813217,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.383822,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.3936737,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.4037423,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.4137754,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.4237785,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.4350848,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.4437485,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
1714457111.4539294,[],0,0.7760000228881836,0.656000018119812,0.9580000042915344,1.1119999885559082,1.1180000305175781,0.8899999856948853
