time,vout
41.24810846,1.414
41.24933274,1.408
41.25190825,1.404
41.25506709,1.404
41.25813055,1.402
41.2612521,1.4
41.26445407,1.398
41.26744192,1.396
41.27062509,1.394
41.27373081,1.394
41.27685203,1.396
41.27991333,1.394
41.28312011,1.394
41.28623207,1.396
41.28929201,1.394
41.29242712,1.394
41.29549129,1.394
41.29860785,1.394
41.30172159,1.394
41.30483809,1.394
41.30802538,1.394
41.31106888,1.396
41.31419196,1.396
41.31726959,1.394
41.32048118,1.394
41.3235541,1.396
41.3266852,1.396
41.3297489,1.394
41.33286885,1.392
41.3358542,1.392
41.3389467,1.388
41.34204957,1.388
41.34522979,1.39
41.34832029,1.386
41.35143859,1.386
41.35451035,1.384
41.35767909,1.378
41.36074953,1.38
41.36384994,1.548
41.36696683,1.696
41.37011959,1.77
41.37324679,1.834
41.37635483,1.916
41.37945929,1.998
41.38258457,2.076
41.38566153,2.104
41.38881392,2.126
41.3919696,2.136
41.39504246,2.136
41.39816175,2.124
41.40132081,2.112
41.40438631,2.102
41.40757998,2.098
41.41061935,2.092
41.41376016,2.086
41.41691109,2.082
41.42002838,2.078
41.42314829,2.076
41.4262536,2.076
41.42937594,2.078
41.43245418,2.084
41.4355932,2.088
41.43917066,2.094
41.44183446,2.1
41.44497572,2.106
41.4504927,2.11
41.45141796,2.116
41.4543629,2.12
41.45739301,2.122
41.46068861,2.126
41.46362072,2.128
41.46671422,2.13
41.46983664,2.136
41.4730069,2.14
41.47651407,2.142
41.47946536,2.142
41.48263294,2.144
41.48593781,2.142
41.48860353,2.142
41.49175844,2.142
41.49479959,2.14
41.4978789,2.14
41.50099874,2.14
41.50412312,2.138
41.50726081,2.136
41.51037122,2.136
41.51352762,2.134
41.51663392,2.134
41.51973625,2.134
41.52282753,2.134
41.52594385,2.134
41.52905859,2.134
41.53216388,2.134
41.53536525,2.134
41.53845605,2.134
41.54156462,2.134
41.54464296,2.134
41.54776429,2.134
41.55089042,2.134
41.55398631,2.136
41.55710827,2.136
41.5603132,2.136
41.56341129,2.136
41.56648272,2.136
41.56957785,2.136
41.57274972,2.138
41.57589768,2.138
41.57898812,2.138
41.58210448,2.138
41.58529007,2.138
41.58833459,2.138
