time,f1,f2,f3,f4,f5,f6
80.72019934654236,-0.6811811940386752,-1.3301982112375506,-0.23263510647572988,-0.3817509854450317,-0.09803449556179561,1.9707208950398578
80.7290108203888,-0.648905561277359,-1.249972995388469,-0.17257644802911962,-0.30333941764197725,-0.05583098018105028,2.053156923744683
80.73881459236145,-0.6145853733606073,-1.1714374325685522,-0.11057927941003697,-0.2310774550320469,-0.014104184738375788,2.1435410940539312
80.7488751411438,-0.5792141778065252,-1.0948425409551963,-0.0519933862320985,-0.16191166762257167,0.026107440961796072,2.2379164454036053
80.75909638404846,-0.5433736641381036,-1.01918381351518,0.0006067542169645367,-0.09186783982488735,0.06451164568224708,2.3323767667425437
80.76876664161682,-0.5072866627231626,-0.9426645421294281,0.0471746479236966,-0.017964838005030327,0.10161981574801915,2.423368543200881
80.77874279022217,-0.47091900708898804,-0.8639382519951148,0.0891759238311739,0.06058604452679528,0.13846112432384883,2.5077847464693
80.7886312007904,-0.43420728538200726,-0.7831097710999491,0.12856168738080695,0.14222592014391325,0.17600844831670942,2.5832485377951597
80.79873514175415,-0.3973834559259246,-0.701392007742221,0.16714906506512736,0.22377579528583355,0.21461620221982616,2.6485310296983546
80.80882120132446,-0.36125198597900515,-0.6205125041468411,0.2061985437834356,0.30140145617487174,0.2537310452208888,2.7036242383338127
80.81874775886536,-0.3272119234812511,-0.543022247081399,0.24605195546228892,0.37131650954219003,0.2920063847088382,2.749522769406175
80.82886385917664,-0.2969218897228452,-0.4724734388373614,0.2861716559483596,0.430222288837736,0.3277076464958246,2.787855558543112
80.83908700942993,-0.2718376659584779,-0.41238508357182097,0.3255610925081891,0.47563831529205236,0.35909902963449064,2.8201599120536343
80.84949159622192,-0.2529064370994032,-0.3650514627577967,0.3630616262558518,0.4775708011268107,0.38469644511505346,2.8471218028393603
80.8590772151947,-0.2478877061531222,-0.33120030987202964,0.3973222512963339,0.4775708011268107,0.392425202258328,2.8685593185760196
80.86966347694397,-0.2478877061531222,-0.3098538351248367,0.42677815859567786,0.4775708011268107,0.392425202258328,2.8841174493632846
80.8787271976471,-0.2478877061531222,-0.3098538351248367,0.44998275220921546,0.4775708011268107,0.392425202258328,2.8887712555726166
80.88862729072571,-0.2478877061531222,-0.3098538351248367,0.4662070175778441,0.4775708011268107,0.392425202258328,2.8887712555726166
80.89868259429932,-0.2478877061531222,-0.3098538351248367,0.47591552456295555,0.4775708011268107,0.392425202258328,2.8887712555726166
80.90873003005981,-0.2478877061531222,-0.3098538351248367,0.48083433043478513,0.4569012227503148,0.392425202258328,2.8887712555726166
80.91874074935913,-0.2548074021762724,-0.3098538351248367,0.4837179293873684,0.43824030404860054,0.3739362048964679,2.8887712555726166
80.92877101898193,-0.2612204157077934,-0.31570757955468337,0.48791083069483365,0.42134718848574965,0.3520895207217809,2.8887712555726166
80.9396641254425,-0.26708671806781525,-0.3350696605505808,0.496593804555247,0.40300836429878595,0.3275263697349521,2.8789467385373855
80.94885063171387,-0.2727985671041617,-0.36278959478079553,0.5119256568656377,0.3771516484322831,0.30043081045261666,2.8639928403319628
80.9589467048645,-0.2791833248144993,-0.3997906744286946,0.534444117466118,0.3359516072758818,0.270291712388598,2.841892964736699
80.96862530708313,-0.287479711212768,-0.44637071964965197,0.5627765490202468,0.2719833777085759,0.23588521640338872,2.8103706016830916
80.97884631156921,-0.29909138009413583,-0.5020638418375275,0.5839282806587117,0.18098420837112683,0.19551578667106095,2.7669644527097805
80.98869562149048,-0.31530114202840964,-0.5655871165273529,0.5839282806587117,0.06420625795491347,0.1473913635074601,2.709387069674313
80.9987416267395,-0.3371441134520319,-0.6352118345169862,0.5839282806587117,-0.07100360045058104,0.09003504013657031,2.636368295206238
