Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20
1714457290.730468,[],0,87.12999725341797,7.230000019073486,-176.33999633789062,102.87999725341797,1.9500000476837158,-128.9499969482422,101.52999877929688,-10.260000228881836,169.3699951171875,91.08999633789062,1.2200000286102295,52.189998626708984,83.80000305175781,-5.389999866485596,78.83999633789062,90.4800033569336,0.009999999776482582,95.47000122070312,64.87000274658203,-11.59000015258789,58.43000030517578
