sync,time,vout
1.0,0.01236789,1.22
1.0,0.01499398,1.22
1.0,0.01737433,1.22
1.0,0.01936885,1.22
1.0,0.02134367,1.22
1.0,0.02317691,1.22
1.0,0.02361437,1.22
1.0,0.0241393,1.22
1.0,0.02458737,1.22
1.0,0.02502194,1.22
1.0,0.02545363,1.22
1.0,0.02588263,1.22
1.0,0.0263145,1.22
1.0,0.02674626,1.22
1.0,0.02717906,1.22
1.0,0.02761044,1.22
1.0,0.02804409,1.22
1.0,0.0284755,1.22
1.0,0.0289073,1.22
1.0,0.02933943,1.22
1.0,0.02977083,1.22
1.0,0.03020183,1.22
1.0,0.03063411,1.22
1.0,0.03106602,1.22
1.0,0.0314983,1.22
1.0,0.03193089,1.22
1.0,0.03236343,1.22
1.0,0.03279485,1.22
1.0,0.0332275,1.22
1.0,0.0336587,1.22
1.0,0.03413744,1.22
1.0,0.03458083,1.22
1.0,0.0350128,1.22
1.0,0.03544437,1.22
1.0,0.03587661,1.22
1.0,0.03630796,1.22
1.0,0.03673932,1.22
1.0,0.0371732,1.22
1.0,0.0376487,1.22
1.0,0.03806872,1.22
1.0,0.03845935,1.22
1.0,0.03884883,1.22
1.0,0.03923819,1.22
1.0,0.03962802,1.22
1.0,0.0400178,1.22
1.0,0.04040793,1.22
1.0,0.04079774,1.22
1.0,0.04118735,1.22
1.0,0.04157665,1.22
1.0,0.04196715,1.22
1.0,0.04235735,1.22
1.0,0.04274735,1.22
1.0,0.04313659,1.22
1.0,0.043526,1.22
1.0,0.0439165,1.22
1.0,0.04434398,1.22
1.0,0.04475267,1.22
1.0,0.04514333,1.22
1.0,0.0455322,1.22
1.0,0.04592365,1.22
1.0,0.0464658,1.22
1.0,0.04687902,1.22
1.0,0.04729932,1.22
1.0,0.04771059,1.22
1.0,0.04981013,1.124
1.0,0.05284705,1.124
1.0,0.05591117,1.124
1.0,0.05896846,1.124
1.0,0.06210089,1.126
1.0,0.06509911,1.126
1.0,0.06863011,1.126
1.0,0.07540676,1.126
1.0,0.07589035,1.126
1.0,0.077393,1.126
1.0,0.08041996,1.126
1.0,0.08571769,1.128
1.0,0.08655261,1.128
1.0,0.09035604,1.128
1.0,0.09451204,1.13
1.0,0.0958247,1.13
1.0,0.09888418,1.13
1.0,0.10191343,1.13
1.0,0.10499402,1.13
1.0,0.10805809,1.132
1.0,0.11114369,1.132
1.0,0.1142027,1.132
1.0,0.11725657,1.132
1.0,0.12028996,1.132
1.0,0.12335478,1.132
1.0,0.126432,1.132
1.0,0.1295012,1.132
1.0,0.13256352,1.132
1.0,0.13562585,1.134
1.0,0.13874787,1.134
1.0,0.14166743,1.134
1.0,0.14469543,1.134
1.0,0.14775507,1.134
1.0,0.1508147,1.134
1.0,0.15387628,1.134
1.0,0.15694924,1.136
1.0,0.16000954,1.136
