time,L third metatarsal head,L second toe,L fifth metatarsal head,L lateral heel,L heel,L medial heel,L first metatarsal head,L first toe
0.0018907199999915,7.613525390625,1.4398193359375,8.1767578125,8.6337890625,16.05078125,11.954833984375,6.17547607421875,2.622314453125
0.0050525899999911,7.596435546875,1.4398193359375,8.1767578125,8.6337890625,15.9814453125,11.954833984375,6.17547607421875,2.604736328125
0.0080229299999956,7.596435546875,1.4398193359375,8.1767578125,8.6337890625,15.9814453125,11.954833984375,6.17547607421875,2.58251953125
0.011129959999991,7.596435546875,1.4398193359375,8.291015625,8.6337890625,15.88720703125,11.954833984375,6.17547607421875,2.5751953125
0.0144618199999939,7.596435546875,1.4398193359375,8.1767578125,8.6337890625,15.88720703125,11.89111328125,6.17547607421875,2.550537109375
0.0173858899999999,7.596435546875,1.4398193359375,8.1767578125,8.607177734375,15.88720703125,11.954833984375,6.17547607421875,2.529541015625
0.0204847199999989,7.596435546875,1.4378662109375,8.1767578125,8.6337890625,15.88720703125,11.954833984375,6.156021118164063,2.514892578125
0.0236216299999938,7.596435546875,1.4398193359375,8.1767578125,8.607177734375,15.88720703125,11.954833984375,6.156021118164063,2.514892578125
0.0267445599999973,7.579345703125,1.4378662109375,8.1767578125,8.6337890625,15.88720703125,11.89111328125,6.156021118164063,2.514892578125
0.0298528900000007,7.596435546875,1.4378662109375,8.1767578125,8.6337890625,15.88720703125,11.89111328125,6.138885498046875,2.499755859375
0.0329769499999912,7.579345703125,1.4378662109375,8.25830078125,8.6337890625,15.9814453125,11.89111328125,6.138885498046875,2.499755859375
0.0361300799999924,7.579345703125,1.4378662109375,8.1767578125,8.607177734375,15.9814453125,11.89111328125,6.138885498046875,2.514892578125
0.0392256499999916,7.579345703125,1.4378662109375,8.1767578125,8.607177734375,15.9814453125,11.89111328125,6.114761352539063,2.499755859375
0.0423209300000024,7.579345703125,1.4378662109375,8.1767578125,8.6337890625,15.9814453125,11.89111328125,6.114761352539063,2.514892578125
0.0454529599999915,7.579345703125,1.4378662109375,8.14013671875,8.6337890625,15.9814453125,11.89111328125,6.114761352539063,2.514892578125
0.0486868200000003,7.579345703125,1.4310302734375,8.14013671875,8.6337890625,15.9814453125,11.89111328125,6.095184326171875,2.514892578125
0.0516851499999972,7.579345703125,1.4378662109375,8.14013671875,8.6337890625,15.9814453125,11.89111328125,6.095184326171875,2.514892578125
0.0548391099999889,7.579345703125,1.4378662109375,8.14013671875,8.6337890625,16.05078125,11.954833984375,6.095184326171875,2.514892578125
0.0579357599999923,7.55810546875,1.4310302734375,8.10205078125,8.6337890625,16.05078125,11.89111328125,6.0787353515625,2.514892578125
