,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
1190,1.983333,10432.0,1.0,17.0,-48.0,-76.0,-47.0,-43.0,-48.0,-57.0,-102.0,-46.0,-109.0,-88.0,-72.0,-57.0,-49.0,-71.0
1191,1.985,10426.0,13.0,34.0,-33.0,-58.0,-27.0,-21.0,-32.0,-34.0,-72.0,-13.0,-72.0,-51.0,-35.0,-26.0,-13.0,-33.0
1192,1.986667,10414.0,29.0,51.0,-21.0,-44.0,-14.0,-9.0,-20.0,-21.0,-51.0,-6.0,-53.0,-34.0,-19.0,-5.0,3.0,-20.0
1193,1.988333,10433.0,33.0,50.0,-16.0,-42.0,-10.0,-9.0,-17.0,-20.0,-51.0,1.0,-49.0,-32.0,-22.0,-2.0,0.0,-18.0
1194,1.99,10432.0,35.0,50.0,-19.0,-41.0,-10.0,-4.0,-16.0,-22.0,-56.0,1.0,-51.0,-34.0,-17.0,0.0,4.0,-23.0
1195,1.991667,10429.0,1.0,21.0,-53.0,-75.0,-43.0,-44.0,-49.0,-54.0,-104.0,-49.0,-99.0,-91.0,-73.0,-58.0,-49.0,-75.0
1196,1.993333,10426.0,15.0,32.0,-33.0,-57.0,-26.0,-19.0,-32.0,-36.0,-74.0,-16.0,-69.0,-53.0,-33.0,-18.0,-17.0,-35.0
1197,1.995,10422.0,32.0,49.0,-17.0,-44.0,-16.0,-7.0,-20.0,-28.0,-56.0,3.0,-57.0,-35.0,-20.0,-5.0,1.0,-18.0
1198,1.996667,10437.0,28.0,50.0,-18.0,-42.0,-10.0,-6.0,-15.0,-20.0,-53.0,4.0,-53.0,-32.0,-14.0,-9.0,4.0,-18.0
1199,1.998333,10434.0,33.0,50.0,-18.0,-45.0,-10.0,-6.0,-15.0,-22.0,-49.0,0.0,-53.0,-33.0,-16.0,-4.0,4.0,-17.0
1200,2.0,10430.0,0.0,18.0,-50.0,-75.0,-45.0,-43.0,-54.0,-56.0,-103.0,-51.0,-102.0,-87.0,-77.0,-58.0,-48.0,-71.0
1201,2.001667,10443.0,15.0,35.0,-38.0,-59.0,-28.0,-23.0,-28.0,-33.0,-76.0,-19.0,-70.0,-53.0,-38.0,-22.0,-10.0,-42.0
1202,2.003333,10411.0,28.0,50.0,-21.0,-44.0,-12.0,-12.0,-17.0,-23.0,-56.0,-1.0,-50.0,-40.0,-20.0,-5.0,5.0,-22.0
1203,2.005,10440.0,34.0,49.0,-19.0,-43.0,-10.0,-4.0,-18.0,-19.0,-56.0,6.0,-51.0,-35.0,-17.0,0.0,0.0,-18.0
1204,2.006667,10422.0,34.0,50.0,-18.0,-41.0,-15.0,-7.0,-15.0,-21.0,-53.0,4.0,-53.0,-36.0,-18.0,-1.0,3.0,-16.0
