Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20
1714300333.8234355,[],0,101.98999786376953,1.5099999904632568,-161.94000244140625,102.1500015258789,1.2300000190734863,-178.55999755859375,93.33999633789062,-12.279999732971191,-174.5800018310547,89.8499984741211,0.0,46.470001220703125,94.9800033569336,-14.130000114440918,163.69000244140625,96.12000274658203,1.0399999618530273,-92.45999908447266,80.5199966430664,-4.0,49.2400016784668
