time,R lateral calcaneal tuberosity,R fifth metatarsal head,R third metatarsal head,R second toe,R first toe,R first metatarsal head,R medial calcaneal tuberosity,R calcaneal tuberosity
0.0003808699999865439,5.79052734375,6.01318359375,2.9361572265625,3.5478515625,2.0244903564453125,0.5059661865234375,11.103759765625,9.33837890625
0.0035213599999792677,5.79052734375,5.99713134765625,2.9970703125,3.5933837890625,2.0244903564453125,0.4671783447265625,11.103759765625,9.33837890625
0.006565609999995559,5.7728271484375,5.99713134765625,3.090576171875,3.5933837890625,2.0244903564453125,0.4671783447265625,11.103759765625,9.28857421875
0.009702409999988504,5.7728271484375,5.99713134765625,3.20965576171875,3.6187744140625,2.0081939697265625,0.4671783447265625,11.103759765625,9.28857421875
0.012822799999980816,5.752685546875,5.99713134765625,3.24652099609375,3.5933837890625,2.0244903564453125,0.4328155517578125,11.02978515625,9.28857421875
0.015922229999972615,5.74072265625,6.01318359375,3.326416015625,3.5933837890625,2.0244903564453125,0.4671783447265625,10.96337890625,9.2490234375
0.01907351999997786,5.7138671875,5.9832763671875,3.40716552734375,3.5933837890625,2.0244903564453125,0.4671783447265625,10.96337890625,9.2490234375
0.022206149999988156,5.6881103515625,5.9832763671875,3.50494384765625,3.5933837890625,2.04046630859375,0.4671783447265625,10.96337890625,9.2490234375
0.02536723999998003,5.6654052734375,5.968017578125,3.61468505859375,3.5933837890625,2.0545196533203125,0.4671783447265625,10.96337890625,9.201171875
0.02847503999998935,5.6488037109375,5.968017578125,3.74957275390625,3.5933837890625,2.04046630859375,0.4671783447265625,10.96337890625,9.2490234375
0.03149842999997077,5.6317138671875,5.968017578125,3.86041259765625,3.5933837890625,2.04046630859375,0.5059661865234375,11.02978515625,9.2490234375
0.03468640999997774,5.609619140625,5.968017578125,3.990478515625,3.5933837890625,2.0545196533203125,0.4671783447265625,10.96337890625,9.1591796875
0.03774996999999303,5.59619140625,5.968017578125,4.12091064453125,3.5933837890625,2.0545196533203125,0.4671783447265625,10.96337890625,9.1591796875
0.04084436999997365,5.59619140625,5.9532470703125,4.26214599609375,3.6187744140625,2.071014404296875,0.4671783447265625,10.96337890625,9.1591796875
0.0439751499999943,5.5462646484375,5.9532470703125,4.35418701171875,3.6187744140625,2.087188720703125,0.5059661865234375,10.89794921875,9.1103515625
0.04713270999997121,5.5462646484375,5.937744140625,4.4166259765625,3.6641845703125,2.087188720703125,0.5059661865234375,10.89794921875,9.1103515625
0.05029809999999202,5.5272216796875,5.937744140625,4.55401611328125,3.682861328125,2.102203369140625,0.5059661865234375,10.89794921875,9.1103515625
0.053305759999972224,5.5042724609375,5.937744140625,4.73291015625,3.682861328125,2.1168212890625,0.4671783447265625,10.89794921875,9.0810546875
0.056432169999993675,5.4853515625,5.937744140625,4.77117919921875,3.6641845703125,2.131683349609375,0.5059661865234375,10.810546875,9.1103515625
0.05954616999997597,5.4853515625,5.9222412109375,4.860107421875,3.6641845703125,2.149566650390625,0.4671783447265625,10.810546875,9.0810546875
0.06267261999997231,5.4853515625,5.9222412109375,5.06939697265625,3.682861328125,2.164337158203125,0.5059661865234375,10.74658203125,9.0322265625
0.06576712999998335,5.4853515625,5.9222412109375,5.29443359375,3.682861328125,2.180450439453125,0.4671783447265625,10.66796875,9.0322265625
0.06887705999997706,5.471923828125,5.90374755859375,5.425537109375,3.682861328125,2.180450439453125,0.4671783447265625,10.604736328125,8.9775390625
0.07206127999998557,5.444580078125,5.90374755859375,5.546630859375,3.682861328125,2.198272705078125,0.4671783447265625,10.531494140625,9.0322265625
0.07517833999997947,5.4298095703125,5.90374755859375,5.69818115234375,3.682861328125,2.198272705078125,0.5059661865234375,10.604736328125,8.9775390625
0.07826588999998307,5.4298095703125,5.90374755859375,5.716552734375,3.682861328125,2.228057861328125,0.4671783447265625,10.458984375,8.9775390625
0.0813858699999912,5.41064453125,5.90374755859375,5.77960205078125,3.711181640625,2.228057861328125,0.4671783447265625,10.458984375,8.9775390625
0.08448192999998128,5.41064453125,5.90374755859375,5.88336181640625,3.711181640625,2.228057861328125,0.4671783447265625,10.395751953125,8.9775390625
0.08760364999997705,5.41064453125,5.90374755859375,5.96417236328125,3.711181640625,2.248321533203125,0.4671783447265625,10.328125,8.9775390625
0.0907735399999865,5.3934326171875,5.90374755859375,6.02178955078125,3.756591796875,2.2620849609375,0.4671783447265625,10.234130859375,8.9775390625
0.09389772999998058,5.3934326171875,5.90374755859375,6.08837890625,3.728515625,2.295745849609375,0.4671783447265625,10.176513671875,8.9365234375
0.09702392999997755,5.3934326171875,5.90374755859375,6.11962890625,3.728515625,2.313568115234375,0.5059661865234375,10.176513671875,8.89404296875
0.10006190999999376,5.377197265625,5.8936767578125,6.1669921875,3.756591796875,2.3482513427734375,0.4328155517578125,10.112548828125,8.85546875
0.10317577999998662,5.3651123046875,5.8936767578125,6.250244140625,3.728515625,2.380859375,0.4671783447265625,10.112548828125,8.80859375
0.1063371699999891,5.3651123046875,5.8936767578125,6.3116455078125,3.756591796875,2.399658203125,0.4671783447265625,10.04736328125,8.76318359375
0.10940459999997643,5.3651123046875,5.8936767578125,6.3626708984375,3.682861328125,2.414337158203125,0.5059661865234375,10.04736328125,8.76318359375
0.11251481999997281,5.3408203125,5.90374755859375,6.4259033203125,3.6417236328125,2.4531097412109375,0.5059661865234375,10.04736328125,8.712890625
0.11577923999999484,5.3651123046875,5.90374755859375,6.50732421875,3.6187744140625,2.4710693359375,0.4671783447265625,10.04736328125,8.712890625
