Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.0308","0.0991","0.0000","0.0000"
"0.0050","0.0307","0.0985","0.0000","0.0000"
"0.0100","0.0308","0.0981","0.0000","0.0000"
"0.0150","0.0307","0.0981","0.0000","0.0000"
"0.0200","0.0307","0.0981","0.0000","0.0000"
"0.0250","0.0307","0.0981","0.0000","0.0000"
"0.0300","0.0307","0.0982","0.0000","0.0000"
"0.0350","0.0307","0.0980","0.0000","0.0000"
"0.0400","0.0308","0.0980","0.0000","0.0000"
"0.0450","0.0308","0.0982","0.0000","0.0000"
"0.0500","0.0309","0.0985","0.0001","0.0000"
"0.0550","0.0310","0.0989","0.0002","0.0000"
"0.0600","0.0312","0.0995","0.0004","0.0000"
"0.0650","0.0316","0.1001","0.0009","0.0000"
"0.0700","0.0322","0.1009","0.0015","0.0000"
"0.0750","0.0330","0.1021","0.0023","0.0000"
"0.0800","0.0340","0.1034","0.0033","0.0000"
"0.0850","0.0352","0.1054","0.0045","0.0000"
"0.0900","0.0366","0.1080","0.0058","0.0000"
"0.0950","0.0380","0.1109","0.0072","0.0000"
"0.1000","0.0394","0.1142","0.0087","0.0000"
"0.1050","0.0410","0.1179","0.0102","0.0000"
"0.1100","0.0425","0.1220","0.0118","0.0000"
"0.1150","0.0441","0.1266","0.0133","0.0000"
"0.1200","0.0457","0.1315","0.0149","0.0000"
"0.1250","0.0472","0.1366","0.0164","0.0000"
"0.1300","0.0486","0.1420","0.0178","0.0000"
"0.1350","0.0500","0.1475","0.0192","0.0000"
"0.1400","0.0514","0.1530","0.0206","0.0000"
"0.1450","0.0528","0.1585","0.0220","0.0000"
"0.1500","0.0542","0.1639","0.0234","0.0000"
"0.1550","0.0556","0.1693","0.0249","0.0000"
"0.1600","0.0572","0.1745","0.0264","0.0000"
"0.1650","0.0588","0.1798","0.0280","0.0000"
"0.1700","0.0605","0.1849","0.0297","0.0000"
"0.1750","0.0622","0.1900","0.0314","0.0000"
"0.1800","0.0639","0.1949","0.0332","0.0000"
"0.1850","0.0656","0.1998","0.0348","0.0000"
"0.1900","0.0673","0.2047","0.0365","0.0000"
"0.1950","0.0689","0.2097","0.0381","0.0000"
"0.2000","0.0704","0.2144","0.0396","0.0000"
"0.2050","0.0718","0.2192","0.0411","0.0000"
"0.2100","0.0733","0.2240","0.0425","0.0000"
"0.2150","0.0748","0.2288","0.0440","0.0000"
"0.2200","0.0763","0.2338","0.0456","0.0000"
"0.2250","0.0779","0.2387","0.0471","0.0000"
"0.2300","0.0795","0.2437","0.0487","0.0000"
"0.2350","0.0811","0.2489","0.0504","0.0000"
"0.2400","0.0827","0.2541","0.0520","0.0000"
"0.2450","0.0843","0.2591","0.0536","0.0000"
"0.2500","0.0858","0.2638","0.0551","0.0000"
"0.2550","0.0872","0.2682","0.0565","0.0000"
"0.2600","0.0885","0.2724","0.0578","0.0000"
"0.2650","0.0898","0.2765","0.0590","0.0000"
"0.2700","0.0909","0.2805","0.0601","0.0000"
"0.2750","0.0920","0.2843","0.0613","0.0000"
"0.2800","0.0933","0.2881","0.0625","0.0000"
"0.2850","0.0946","0.2920","0.0638","0.0000"
"0.2900","0.0959","0.2959","0.0651","0.0000"
"0.2950","0.0973","0.2997","0.0665","0.0000"
"0.3000","0.0987","0.3033","0.0679","0.0000"
"0.3050","0.1001","0.3068","0.0693","0.0000"
"0.3100","0.1015","0.3104","0.0707","0.0000"
"0.3150","0.1028","0.3141","0.0721","0.0000"
"0.3200","0.1042","0.3177","0.0734","0.0000"
"0.3250","0.1055","0.3214","0.0748","0.0000"
"0.3300","0.1070","0.3251","0.0762","0.0000"
"0.3350","0.1084","0.3287","0.0777","0.0000"
"0.3400","0.1100","0.3325","0.0792","0.0000"
"0.3450","0.1116","0.3367","0.0808","0.0000"
"0.3500","0.1133","0.3410","0.0825","0.0000"
"0.3550","0.1150","0.3455","0.0842","0.0000"
"0.3600","0.1167","0.3499","0.0859","0.0000"
"0.3650","0.1184","0.3541","0.0876","0.0000"
"0.3700","0.1200","0.3584","0.0892","0.0000"
"0.3750","0.1215","0.3627","0.0907","0.0000"
"0.3800","0.1230","0.3671","0.0922","0.0000"
"0.3850","0.1244","0.3717","0.0937","0.0000"
"0.3900","0.1258","0.3762","0.0951","0.0000"
"0.3950","0.1272","0.3805","0.0965","0.0000"
"0.4000","0.1287","0.3848","0.0980","0.0000"
"0.4050","0.1303","0.3890","0.0995","0.0000"
"0.4100","0.1319","0.3931","0.1011","0.0000"
"0.4150","0.1335","0.3973","0.1028","0.0000"
"0.4200","0.1351","0.4016","0.1044","0.0000"
"0.4250","0.1367","0.4056","0.1059","0.0000"
"0.4300","0.1381","0.4093","0.1074","0.0000"
"0.4350","0.1395","0.4128","0.1087","0.0000"
"0.4400","0.1408","0.4162","0.1100","0.0000"
"0.4450","0.1419","0.4197","0.1112","0.0000"
"0.4500","0.1431","0.4233","0.1124","0.0000"
"0.4550","0.1444","0.4266","0.1136","0.0000"
"0.4600","0.1457","0.4298","0.1149","0.0000"
"0.4650","0.1470","0.4328","0.1163","0.0000"
"0.4700","0.1484","0.4355","0.1177","0.0000"
"0.4750","0.1499","0.4386","0.1192","0.0000"
"0.4800","0.1515","0.4419","0.1207","0.0000"
"0.4850","0.1530","0.4456","0.1222","0.0000"
"0.4900","0.1544","0.4496","0.1237","0.0000"
"0.4950","0.1559","0.4535","0.1252","0.0000"
"0.5000","0.1575","0.4572","0.1267","0.0000"
"0.5050","0.1590","0.4608","0.1282","0.0000"
"0.5100","0.1606","0.4647","0.1298","0.0000"
"0.5150","0.1623","0.4688","0.1315","0.0000"
"0.5200","0.1639","0.4733","0.1332","0.0000"
"0.5250","0.1656","0.4778","0.1349","0.0000"
"0.5300","0.1674","0.4818","0.1366","0.0000"
"0.5350","0.1691","0.4857","0.1384","0.0000"
"0.5400","0.1709","0.4894","0.1401","0.0000"
"0.5450","0.1725","0.4931","0.1418","0.0000"
"0.5500","0.1741","0.4972","0.1434","0.0000"
"0.5550","0.1757","0.5015","0.1449","0.0000"
"0.5600","0.1772","0.5059","0.1464","0.0000"
"0.5650","0.1788","0.5102","0.1480","0.0000"
"0.5700","0.1804","0.5143","0.1496","0.0000"
"0.5750","0.1820","0.5185","0.1513","0.0000"
"0.5800","0.1838","0.5230","0.1530","0.0000"
"0.5850","0.1856","0.5275","0.1548","0.0000"
"0.5900","0.1874","0.5321","0.1566","0.0000"
"0.5950","0.1891","0.5367","0.1583","0.0000"
"0.6000","0.1907","0.5410","0.1599","0.0000"
"0.6050","0.1921","0.5448","0.1613","0.0000"
"0.6100","0.1934","0.5483","0.1626","0.0000"
"0.6150","0.1946","0.5516","0.1638","0.0000"
"0.6200","0.1958","0.5549","0.1650","0.0000"
"0.6250","0.1970","0.5585","0.1662","0.0000"
"0.6300","0.1982","0.5620","0.1674","0.0000"
"0.6350","0.1995","0.5652","0.1688","0.0000"
"0.6400","0.2009","0.5684","0.1701","0.0000"
"0.6450","0.2023","0.5714","0.1715","0.0000"
"0.6500","0.2037","0.5741","0.1730","0.0000"
"0.6550","0.2051","0.5769","0.1744","0.0000"
"0.6600","0.2065","0.5800","0.1758","0.0000"
"0.6650","0.2079","0.5833","0.1772","0.0000"
"0.6700","0.2093","0.5868","0.1786","0.0000"
"0.6750","0.2107","0.5904","0.1800","0.0000"
"0.6800","0.2122","0.5940","0.1815","0.0000"
"0.6850","0.2138","0.5976","0.1830","0.0000"
"0.6900","0.2153","0.6012","0.1846","0.0000"
"0.6950","0.2170","0.6050","0.1862","0.0000"
"0.7000","0.2187","0.6090","0.1879","-0.0001"
"0.7050","0.2203","0.6130","0.1896","0.0000"
"0.7100","0.2220","0.6170","0.1912","0.0000"
"0.7150","0.2236","0.6209","0.1929","0.0000"
"0.7200","0.2252","0.6247","0.1945","0.0000"
"0.7250","0.2267","0.6284","0.1959","0.0000"
"0.7300","0.2281","0.6323","0.1973","0.0000"
"0.7350","0.2295","0.6362","0.1988","0.0000"
"0.7400","0.2310","0.6402","0.2002","0.0000"
"0.7450","0.2325","0.6440","0.2017","0.0000"
"0.7500","0.2341","0.6477","0.2033","0.0000"
"0.7550","0.2358","0.6514","0.2050","0.0000"
"0.7600","0.2374","0.6552","0.2067","0.0000"
