sync,time,vout
1.0,0.01584557,1.0
1.0,0.01815861,1.0
1.0,0.01872646,1.0
1.0,0.01914791,1.0
1.0,0.01954324,1.0
1.0,0.01994337,0.998
1.0,0.02035554,1.0
1.0,0.02078948,1.0
1.0,0.02121087,1.0
1.0,0.02160204,1.0
1.0,0.02200619,1.0
1.0,0.02240652,1.0
1.0,0.02281752,1.0
1.0,0.02323693,1.0
1.0,0.0236397,1.0
1.0,0.02404031,1.0
1.0,0.02444509,1.0
1.0,0.02488646,1.0
1.0,0.02532896,1.0
1.0,0.02574737,1.0
1.0,0.02615469,1.0
1.0,0.02656952,1.0
1.0,0.02696893,1.0
1.0,0.02735957,1.0
1.0,0.02774583,1.0
1.0,0.02821922,1.0
1.0,0.02862424,1.0
1.0,0.02901004,1.0
1.0,0.02939589,1.0
1.0,0.02978154,1.0
1.0,0.03016713,1.0
1.0,0.0305525,1.0
1.0,0.03093824,1.0
1.0,0.0313243,1.0
1.0,0.03174967,1.0
1.0,0.03213898,1.0
1.0,0.03252645,1.0
1.0,0.0329163,1.0
1.0,0.0333037,1.0
1.0,0.03369037,1.0
1.0,0.03407761,1.0
1.0,0.03446485,1.0
1.0,0.03485232,1.0
1.0,0.03523967,1.0
1.0,0.03562748,1.0
1.0,0.03601465,1.0
1.0,0.03640193,1.0
1.0,0.03678872,1.0
1.0,0.03717582,1.0
1.0,0.037563,1.0
1.0,0.03799207,1.0
1.0,0.03839754,1.0
1.0,0.038786,1.0
1.0,0.03917385,1.0
1.0,0.03956139,1.0
1.0,0.03994872,1.0
1.0,0.04042561,1.0
1.0,0.04081652,1.0
1.0,0.04121506,1.0
1.0,0.04161613,1.0
1.0,0.04372376,1.262
1.0,0.04670228,1.262
1.0,0.04977944,1.264
1.0,0.05283765,1.264
1.0,0.0557053,1.264
1.0,0.05870389,1.266
1.0,0.06169976,1.266
1.0,0.06469641,1.268
1.0,0.06763596,1.27
1.0,0.07065156,1.272
1.0,0.07364354,1.272
1.0,0.07663961,1.274
1.0,0.07968691,1.274
1.0,0.08264346,1.276
1.0,0.08568513,1.276
1.0,0.0886423,1.278
1.0,0.09164356,1.28
1.0,0.09464465,1.28
1.0,0.09768702,1.282
1.0,0.10065057,1.284
1.0,0.10364676,1.284
1.0,0.1065772,1.286
1.0,0.10953706,1.288
1.0,0.11244098,1.288
1.0,0.1154253,1.288
1.0,0.11842635,1.29
1.0,0.1214012,1.29
1.0,0.12439676,1.292
1.0,0.12739269,1.292
1.0,0.13036969,1.292
1.0,0.13337541,1.294
1.0,0.1363685,1.294
1.0,0.13934067,1.298
1.0,0.1507275,1.298
1.0,0.15106644,1.302
1.0,0.15135415,1.306
1.0,0.15162809,1.312
1.0,0.15479648,1.316
1.0,0.15765965,1.326
1.0,0.16035311,1.33
1.0,0.16331037,1.332
1.0,0.16627963,1.334
1.0,0.16926563,1.336
1.0,0.17530011,1.34
1.0,0.17561452,1.342
1.0,0.17823256,1.346
1.0,0.18118535,1.346
1.0,0.1841768,1.344
