Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5
1714300171.0615244,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.0715818,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.0816338,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.0915267,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.1016006,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.1116002,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.1216087,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.13169,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.1414807,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.1521835,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.1616395,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.171546,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.1815271,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.1923945,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.202548,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
1714300171.211589,[],0,0.722000002861023,0.6359999775886536,0.9319999814033508,1.0360000133514404,1.0759999752044678,0.9279999732971191
