Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20
1714300175.5087209,[],0,101.83999633789062,0.18000000715255737,23.950000762939453,101.20999908447266,1.5700000524520874,13.149999618530273,93.1500015258789,-11.079999923706055,10.109999656677246,88.70999908447266,0.6299999952316284,-142.27999877929688,92.83000183105469,-14.670000076293945,-2.859999895095825,93.19000244140625,-0.6899999976158142,92.62999725341797,80.2300033569336,-3.5199999809265137,-108.56999969482422
