,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
518,0.863333,10455.0,-24.0,-42.0,11.0,28.0,-8.0,1.0,-15.0,-13.0,10.0,21.0,31.0,70.0,-10.0,-5.0,-7.0,-10.0
519,0.865,10445.0,-24.0,-41.0,13.0,25.0,-9.0,1.0,-7.0,-15.0,10.0,24.0,27.0,70.0,-13.0,-4.0,-8.0,-8.0
520,0.866667,10446.0,-45.0,-59.0,-10.0,4.0,-31.0,-23.0,-31.0,-35.0,-34.0,-23.0,-14.0,23.0,-60.0,-51.0,-60.0,-56.0
521,0.868333,10455.0,-34.0,-50.0,0.0,17.0,-22.0,-10.0,-19.0,-22.0,-7.0,4.0,15.0,48.0,-27.0,-21.0,-23.0,-23.0
522,0.87,10442.0,-26.0,-41.0,7.0,24.0,-8.0,0.0,-10.0,-15.0,4.0,17.0,28.0,67.0,-12.0,-5.0,-10.0,-19.0
523,0.871667,10439.0,-26.0,-40.0,11.0,27.0,-8.0,0.0,-15.0,-12.0,9.0,22.0,32.0,74.0,-14.0,-5.0,-6.0,-13.0
524,0.873333,10448.0,-23.0,-38.0,9.0,24.0,-8.0,1.0,-10.0,-14.0,10.0,22.0,28.0,71.0,-10.0,-4.0,-5.0,-6.0
525,0.875,10445.0,-45.0,-64.0,-10.0,4.0,-33.0,-22.0,-30.0,-36.0,-35.0,-24.0,-12.0,24.0,-59.0,-51.0,-57.0,-59.0
526,0.876667,10444.0,-37.0,-49.0,-1.0,18.0,-21.0,-10.0,-21.0,-21.0,-8.0,6.0,15.0,47.0,-28.0,-21.0,-21.0,-29.0
527,0.878333,10447.0,-26.0,-43.0,8.0,24.0,-10.0,0.0,-12.0,-13.0,6.0,18.0,29.0,69.0,-15.0,-5.0,-10.0,-19.0
528,0.88,10440.0,-27.0,-41.0,10.0,26.0,-8.0,-1.0,-10.0,-8.0,9.0,20.0,34.0,74.0,-18.0,-3.0,-10.0,-10.0
529,0.881667,10452.0,-26.0,-38.0,11.0,25.0,-8.0,0.0,-10.0,-13.0,12.0,21.0,29.0,71.0,-8.0,-3.0,-5.0,-9.0
