,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
677,1.128333,10439.0,0.0,-15.0,27.0,19.0,-10.0,-5.0,-10.0,-21.0,5.0,50.0,10.0,29.0,-15.0,-5.0,-7.0,-12.0
678,1.13,10446.0,0.0,-12.0,27.0,20.0,-6.0,0.0,-10.0,-18.0,6.0,45.0,10.0,37.0,-13.0,-3.0,-5.0,-8.0
679,1.131667,10450.0,-1.0,-10.0,28.0,18.0,-5.0,-2.0,-13.0,-15.0,7.0,50.0,8.0,37.0,-14.0,-5.0,-9.0,-6.0
680,1.133333,10441.0,-22.0,-34.0,6.0,-5.0,-28.0,-23.0,-33.0,-40.0,-34.0,6.0,-41.0,-9.0,-60.0,-48.0,-51.0,-50.0
681,1.135,10437.0,-9.0,-28.0,15.0,6.0,-20.0,-10.0,-17.0,-31.0,-9.0,32.0,-8.0,13.0,-30.0,-19.0,-28.0,-21.0
682,1.136667,10448.0,-3.0,-14.0,20.0,15.0,-9.0,-4.0,-13.0,-20.0,4.0,45.0,5.0,22.0,-15.0,-7.0,-8.0,-8.0
683,1.138333,10455.0,-2.0,-14.0,19.0,14.0,-8.0,-2.0,-9.0,-15.0,5.0,43.0,5.0,33.0,-13.0,-1.0,-5.0,-12.0
684,1.14,10448.0,0.0,-12.0,21.0,15.0,-7.0,-2.0,-10.0,-17.0,9.0,46.0,6.0,34.0,-17.0,-3.0,-7.0,-7.0
685,1.141667,10441.0,-18.0,-33.0,-1.0,-10.0,-31.0,-23.0,-32.0,-41.0,-33.0,4.0,-43.0,-14.0,-58.0,-49.0,-50.0,-48.0
686,1.143333,10434.0,-9.0,-24.0,7.0,0.0,-17.0,-9.0,-22.0,-31.0,-9.0,29.0,-14.0,14.0,-28.0,-20.0,-23.0,-23.0
687,1.145,10447.0,0.0,-16.0,11.0,10.0,-12.0,-3.0,-8.0,-18.0,6.0,42.0,1.0,21.0,-15.0,-5.0,-7.0,-8.0
688,1.146667,10452.0,3.0,-16.0,11.0,9.0,-9.0,-1.0,-8.0,-15.0,6.0,43.0,0.0,29.0,-14.0,-1.0,-9.0,-13.0
689,1.148333,10447.0,1.0,-17.0,13.0,9.0,-9.0,-2.0,-8.0,-18.0,9.0,47.0,0.0,34.0,-19.0,-3.0,-6.0,-10.0
690,1.15,10440.0,-19.0,-36.0,-8.0,-18.0,-31.0,-22.0,-34.0,-40.0,-31.0,-1.0,-47.0,-16.0,-57.0,-51.0,-50.0,-48.0
691,1.151667,10434.0,-10.0,-24.0,-1.0,-4.0,-19.0,-12.0,-21.0,-28.0,-8.0,26.0,-17.0,13.0,-27.0,-19.0,-23.0,-19.0
692,1.153333,10448.0,1.0,-20.0,7.0,5.0,-14.0,-4.0,-13.0,-19.0,6.0,40.0,-4.0,23.0,-18.0,-5.0,-10.0,-8.0
693,1.155,10447.0,1.0,-19.0,7.0,5.0,-6.0,-2.0,-6.0,-17.0,5.0,46.0,-4.0,27.0,-10.0,-4.0,-7.0,-9.0
694,1.156667,10451.0,0.0,-15.0,7.0,5.0,-7.0,-1.0,-9.0,-18.0,10.0,43.0,-1.0,27.0,-15.0,-3.0,-5.0,-4.0
695,1.158333,10460.0,-19.0,-38.0,-18.0,-18.0,-30.0,-26.0,-32.0,-40.0,-30.0,-5.0,-48.0,-18.0,-60.0,-48.0,-53.0,-51.0
696,1.16,10450.0,-10.0,-28.0,-6.0,-7.0,-17.0,-12.0,-20.0,-27.0,-6.0,28.0,-21.0,10.0,-28.0,-23.0,-20.0,-23.0
697,1.161667,10446.0,-1.0,-17.0,4.0,0.0,-12.0,-4.0,-10.0,-18.0,6.0,46.0,-8.0,24.0,-14.0,-7.0,-9.0,-5.0
698,1.163333,10446.0,4.0,-20.0,4.0,1.0,-9.0,0.0,-9.0,-18.0,7.0,45.0,-3.0,25.0,-13.0,0.0,-13.0,-6.0
699,1.165,10450.0,1.0,-15.0,-1.0,0.0,-4.0,-5.0,-8.0,-14.0,10.0,42.0,-2.0,25.0,-16.0,-2.0,-6.0,-8.0
700,1.166667,10446.0,-17.0,-35.0,-23.0,-22.0,-32.0,-24.0,-34.0,-40.0,-30.0,-3.0,-50.0,-20.0,-59.0,-49.0,-49.0,-56.0
701,1.168333,10446.0,-9.0,-26.0,-9.0,-10.0,-19.0,-13.0,-20.0,-27.0,-5.0,28.0,-22.0,8.0,-28.0,-23.0,-22.0,-21.0
702,1.17,10465.0,1.0,-17.0,-1.0,-2.0,-10.0,-4.0,-15.0,-19.0,11.0,46.0,-10.0,23.0,-15.0,-5.0,-9.0,-8.0
703,1.171667,10445.0,5.0,-19.0,-1.0,-3.0,-8.0,-2.0,-8.0,-18.0,10.0,47.0,-4.0,25.0,-9.0,-1.0,-14.0,-6.0
704,1.173333,10440.0,4.0,-15.0,-2.0,-3.0,-8.0,-6.0,-6.0,-16.0,10.0,47.0,-2.0,20.0,-13.0,-4.0,-6.0,-9.0
705,1.175,10447.0,-18.0,-34.0,-26.0,-26.0,-30.0,-27.0,-32.0,-37.0,-30.0,1.0,-49.0,-18.0,-59.0,-49.0,-47.0,-61.0
706,1.176667,10447.0,-6.0,-26.0,-14.0,-14.0,-19.0,-13.0,-21.0,-26.0,-3.0,28.0,-22.0,10.0,-31.0,-21.0,-23.0,-20.0
707,1.178333,10448.0,5.0,-12.0,-4.0,-10.0,-9.0,-4.0,-10.0,-16.0,12.0,46.0,-12.0,22.0,-17.0,-4.0,-8.0,-7.0
708,1.18,10443.0,6.0,-13.0,-5.0,-6.0,-7.0,-3.0,-8.0,-18.0,13.0,51.0,-6.0,24.0,-12.0,-5.0,-9.0,-9.0
709,1.181667,10444.0,8.0,-10.0,-5.0,-6.0,-9.0,-3.0,-8.0,-17.0,13.0,51.0,-3.0,20.0,-14.0,-3.0,-6.0,-7.0
