Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.7540","0.0993","0.0000","0.0001"
"0.0050","0.7540","0.0994","0.0000","0.0001"
"0.0100","0.7540","0.0993","0.0000","0.0001"
"0.0150","0.7540","0.0992","0.0000","0.0001"
"0.0200","0.7540","0.0989","0.0000","0.0001"
"0.0250","0.7540","0.0986","0.0000","0.0001"
"0.0300","0.7540","0.0983","0.0000","0.0001"
"0.0350","0.7540","0.0982","0.0000","0.0001"
"0.0400","0.7540","0.0982","0.0000","0.0001"
"0.0450","0.7541","0.0980","0.0001","0.0001"
"0.0500","0.7541","0.0979","0.0001","0.0001"
"0.0550","0.7542","0.0977","0.0002","0.0001"
"0.0600","0.7544","0.0978","0.0004","0.0001"
"0.0650","0.7547","0.0980","0.0007","0.0001"
"0.0700","0.7551","0.0985","0.0011","0.0001"
"0.0750","0.7557","0.0994","0.0017","0.0001"
"0.0800","0.7565","0.1005","0.0025","0.0001"
"0.0850","0.7576","0.1017","0.0036","0.0001"
"0.0900","0.7589","0.1033","0.0049","0.0001"
"0.0950","0.7604","0.1051","0.0064","0.0001"
"0.1000","0.7620","0.1072","0.0080","0.0001"
"0.1050","0.7636","0.1095","0.0096","0.0001"
"0.1100","0.7650","0.1118","0.0110","0.0001"
"0.1150","0.7664","0.1141","0.0124","0.0001"
"0.1200","0.7677","0.1164","0.0137","0.0001"
"0.1250","0.7691","0.1189","0.0151","0.0001"
"0.1300","0.7705","0.1215","0.0165","0.0001"
"0.1350","0.7719","0.1245","0.0179","0.0001"
"0.1400","0.7734","0.1277","0.0194","0.0001"
"0.1450","0.7749","0.1308","0.0209","0.0001"
"0.1500","0.7764","0.1337","0.0224","0.0001"
"0.1550","0.7778","0.1366","0.0238","0.0001"
"0.1600","0.7793","0.1395","0.0253","0.0001"
"0.1650","0.7808","0.1425","0.0268","0.0001"
"0.1700","0.7822","0.1455","0.0282","0.0001"
"0.1750","0.7837","0.1487","0.0297","0.0001"
"0.1800","0.7853","0.1521","0.0313","0.0001"
"0.1850","0.7868","0.1553","0.0328","0.0001"
"0.1900","0.7885","0.1583","0.0344","0.0001"
"0.1950","0.7901","0.1616","0.0361","0.0001"
"0.2000","0.7918","0.1648","0.0378","0.0001"
"0.2050","0.7935","0.1680","0.0395","0.0001"
"0.2100","0.7951","0.1712","0.0411","0.0001"
"0.2150","0.7967","0.1741","0.0427","0.0001"
"0.2200","0.7982","0.1768","0.0442","0.0001"
"0.2250","0.7997","0.1795","0.0457","0.0001"
"0.2300","0.8012","0.1821","0.0472","0.0001"
"0.2350","0.8027","0.1848","0.0487","0.0001"
"0.2400","0.8043","0.1878","0.0503","0.0001"
"0.2450","0.8059","0.1909","0.0519","0.0001"
"0.2500","0.8076","0.1938","0.0536","0.0001"
"0.2550","0.8093","0.1967","0.0553","0.0001"
"0.2600","0.8111","0.2000","0.0571","0.0001"
"0.2650","0.8127","0.2031","0.0587","0.0001"
"0.2700","0.8143","0.2057","0.0602","0.0001"
"0.2750","0.8157","0.2084","0.0616","0.0001"
"0.2800","0.8170","0.2112","0.0630","0.0002"
"0.2850","0.8182","0.2141","0.0642","0.0002"
"0.2900","0.8195","0.2167","0.0655","0.0004"
"0.2950","0.8207","0.2194","0.0667","0.0779"
"0.3000","0.8220","0.2222","0.0680","0.3657"
"0.3050","0.8233","0.2250","0.0693","0.7768"
"0.3100","0.8247","0.2277","0.0707","1.2335"
"0.3150","0.8262","0.2304","0.0722","1.6834"
"0.3200","0.8277","0.2330","0.0737","2.0933"
"0.3250","0.8291","0.2356","0.0751","2.4452"
"0.3300","0.8306","0.2380","0.0766","2.7320"
"0.3350","0.8320","0.2404","0.0780","2.9544"
"0.3400","0.8335","0.2427","0.0795","3.1179"
"0.3450","0.8350","0.2452","0.0810","3.2307"
"0.3500","0.8365","0.2478","0.0825","3.3021"
"0.3550","0.8380","0.2505","0.0840","3.3413"
"0.3600","0.8397","0.2533","0.0857","3.3567"
"0.3650","0.8413","0.2560","0.0873","3.3557"
"0.3700","0.8430","0.2588","0.0890","3.3442"
"0.3750","0.8447","0.2614","0.0907","3.3269"
"0.3800","0.8463","0.2640","0.0923","3.3073"
"0.3850","0.8479","0.2666","0.0939","3.2876"
"0.3900","0.8493","0.2693","0.0953","3.2695"
"0.3950","0.8508","0.2719","0.0967","3.2539"
"0.4000","0.8522","0.2747","0.0982","3.2410"
"0.4050","0.8536","0.2774","0.0996","3.2310"
"0.4100","0.8551","0.2802","0.1011","3.2236"
"0.4150","0.8566","0.2831","0.1026","3.2184"
"0.4200","0.8582","0.2863","0.1042","3.2150"
"0.4250","0.8599","0.2895","0.1059","3.2131"
"0.4300","0.8616","0.2925","0.1076","3.2123"
"0.4350","0.8632","0.2953","0.1092","3.2123"
"0.4400","0.8648","0.2980","0.1108","3.2127"
"0.4450","0.8663","0.3005","0.1123","3.2135"
"0.4500","0.8677","0.3029","0.1137","3.2144"
"0.4550","0.8690","0.3050","0.1150","3.2153"
"0.4600","0.8702","0.3074","0.1162","3.2162"
"0.4650","0.8715","0.3099","0.1175","3.2169"
"0.4700","0.8728","0.3124","0.1188","3.2174"
"0.4750","0.8742","0.3147","0.1202","3.2179"
"0.4800","0.8756","0.3173","0.1216","3.2182"
"0.4850","0.8771","0.3199","0.1231","3.2185"
"0.4900","0.8786","0.3224","0.1246","3.2186"
"0.4950","0.8801","0.3249","0.1261","3.2187"
"0.5000","0.8817","0.3273","0.1277","3.2188"
"0.5050","0.8831","0.3297","0.1291","3.2188"
"0.5100","0.8846","0.3323","0.1306","3.2187"
"0.5150","0.8861","0.3346","0.1321","3.2187"
"0.5200","0.8876","0.3369","0.1336","3.2186"
"0.5250","0.8891","0.3393","0.1351","3.2186"
"0.5300","0.8907","0.3420","0.1367","3.2185"
"0.5350","0.8923","0.3452","0.1383","3.2185"
"0.5400","0.8940","0.3490","0.1400","3.2184"
"0.5450","0.8957","0.3531","0.1417","3.2184"
"0.5500","0.8973","0.3573","0.1433","3.2183"
"0.5550","0.8989","0.3617","0.1449","3.2183"
"0.5600","0.9004","0.3662","0.1464","3.2184"
"0.5650","0.9019","0.3708","0.1479","3.2184"
"0.5700","0.9033","0.3757","0.1493","3.2185"
"0.5750","0.9047","0.3805","0.1507","3.2185"
"0.5800","0.9061","0.3853","0.1521","3.2186"
"0.5850","0.9076","0.3902","0.1536","3.2186"
"0.5900","0.9091","0.3951","0.1551","3.2186"
"0.5950","0.9107","0.3999","0.1567","3.2186"
"0.6000","0.9123","0.4048","0.1583","3.2186"
"0.6050","0.9140","0.4097","0.1600","3.2186"
"0.6100","0.9157","0.4145","0.1617","3.2186"
"0.6150","0.9173","0.4191","0.1633","3.2186"
"0.6200","0.9188","0.4235","0.1648","3.2186"
"0.6250","0.9201","0.4276","0.1661","3.2186"
"0.6300","0.9214","0.4318","0.1674","3.2186"
"0.6350","0.9226","0.4360","0.1686","3.2186"
"0.6400","0.9239","0.4403","0.1699","3.2186"
"0.6450","0.9251","0.4449","0.1711","3.2186"
"0.6500","0.9265","0.4493","0.1725","3.2185"
"0.6550","0.9279","0.4535","0.1739","3.2185"
"0.6600","0.9294","0.4576","0.1753","3.2184"
"0.6650","0.9309","0.4618","0.1769","3.2184"
"0.6700","0.9324","0.4661","0.1784","3.2184"
"0.6750","0.9338","0.4704","0.1798","3.2183"
"0.6800","0.9353","0.4746","0.1813","3.2183"
"0.6850","0.9368","0.4788","0.1828","3.2183"
"0.6900","0.9384","0.4832","0.1844","3.2183"
"0.6950","0.9400","0.4878","0.1860","3.2183"
"0.7000","0.9417","0.4925","0.1876","3.2183"
"0.7050","0.9434","0.4974","0.1894","3.2183"
"0.7100","0.9451","0.5024","0.1911","3.2184"
"0.7150","0.9469","0.5075","0.1929","3.2184"
"0.7200","0.9487","0.5125","0.1947","3.2185"
"0.7250","0.9504","0.5174","0.1964","3.2185"
"0.7300","0.9521","0.5224","0.1981","3.2186"
"0.7350","0.9536","0.5273","0.1996","3.2186"
"0.7400","0.9551","0.5323","0.2011","3.2185"
"0.7450","0.9565","0.5372","0.2025","3.2185"
"0.7500","0.9580","0.5420","0.2039","3.2185"
"0.7550","0.9594","0.5466","0.2054","3.2185"
"0.7600","0.9610","0.5513","0.2070","3.2185"
"0.7650","0.9626","0.5560","0.2086","3.2185"
"0.7700","0.9642","0.5609","0.2102","3.2185"
"0.7750","0.9658","0.5659","0.2118","3.2185"
"0.7800","0.9674","0.5707","0.2134","3.2185"
"0.7850","0.9689","0.5754","0.2149","3.2184"
"0.7900","0.9704","0.5799","0.2164","3.2184"
"0.7950","0.9717","0.5841","0.2177","3.2184"
"0.8000","0.9729","0.5880","0.2189","3.2184"
"0.8050","0.9741","0.5920","0.2201","3.2184"
"0.8100","0.9752","0.5961","0.2212","3.2183"
"0.8150","0.9764","0.6002","0.2224","3.2183"
"0.8200","0.9776","0.6042","0.2236","3.2183"
"0.8250","0.9789","0.6081","0.2249","3.2183"
"0.8300","0.9803","0.6116","0.2263","3.2183"
"0.8350","0.9817","0.6150","0.2277","3.2183"
"0.8400","0.9832","0.6183","0.2292","3.2184"
"0.8450","0.9846","0.6217","0.2306","3.2184"
"0.8500","0.9861","0.6254","0.2321","3.2185"
"0.8550","0.9875","0.6293","0.2335","3.2185"
"0.8600","0.9890","0.6330","0.2350","3.2185"
"0.8650","0.9905","0.6371","0.2365","3.2186"
"0.8700","0.9921","0.6414","0.2381","3.2186"
"0.8750","0.9937","0.6458","0.2397","3.2186"
"0.8800","0.9953","0.6504","0.2413","3.2186"
"0.8850","0.9969","0.6553","0.2429","3.2186"
"0.8900","0.9986","0.6604","0.2446","3.2187"
"0.8950","1.0002","0.6655","0.2462","3.2187"
"0.9000","1.0018","0.6705","0.2478","3.2187"
"0.9050","1.0033","0.6751","0.2493","3.2186"
"0.9100","1.0048","0.6797","0.2508","3.2186"
"0.9150","1.0062","0.6843","0.2522","3.2185"
"0.9200","1.0076","0.6888","0.2536","3.2185"
"0.9250","1.0090","0.6933","0.2550","3.2184"
"0.9300","1.0104","0.6978","0.2564","3.2184"
"0.9350","1.0119","0.7021","0.2579","3.2184"
"0.9400","1.0134","0.7064","0.2594","3.2184"
"0.9450","1.0150","0.7105","0.2610","3.2183"
"0.9500","1.0166","0.7146","0.2626","3.2183"
"0.9550","1.0183","0.7190","0.2643","3.2183"
"0.9600","1.0200","0.7235","0.2660","3.2184"
"0.9650","1.0215","0.7280","0.2675","3.2184"
"0.9700","1.0230","0.7325","0.2690","3.2185"
"0.9750","1.0244","0.7370","0.2704","3.2185"
"0.9800","1.0257","0.7410","0.2716","3.2186"
"0.9850","1.0269","0.7450","0.2729","3.2186"
"0.9900","1.0282","0.7492","0.2742","3.2187"
"0.9950","1.0295","0.7534","0.2755","3.2187"
"1.0000","1.0309","0.7576","0.2769","3.2186"
"1.0050","1.0323","0.7620","0.2783","3.2186"
"1.0100","1.0337","0.7663","0.2797","3.2186"
"1.0150","1.0352","0.7706","0.2812","3.2186"
"1.0200","1.0367","0.7747","0.2827","3.2187"
"1.0250","1.0383","0.7787","0.2843","3.2187"
"1.0300","1.0398","0.7827","0.2858","3.2187"
"1.0350","1.0414","0.7869","0.2874","3.2187"
"1.0400","1.0430","0.7912","0.2890","3.2187"
"1.0450","1.0447","0.7957","0.2907","3.2187"
"1.0500","1.0464","0.8002","0.2924","3.2187"
"1.0550","1.0481","0.8047","0.2941","3.2187"
"1.0600","1.0498","0.8092","0.2958","3.2187"
"1.0650","1.0516","0.8139","0.2976","3.2187"
"1.0700","1.0534","0.8188","0.2994","3.2187"
"1.0750","1.0551","0.8239","0.3011","3.2187"
"1.0800","1.0567","0.8290","0.3027","3.2187"
"1.0850","1.0582","0.8339","0.3042","3.2186"
"1.0900","1.0597","0.8388","0.3057","3.2186"
"1.0950","1.0611","0.8437","0.3071","3.2186"
"1.1000","1.0625","0.8486","0.3085","3.2186"
"1.1050","1.0640","0.8536","0.3100","3.2187"
"1.1100","1.0655","0.8584","0.3115","3.2187"
"1.1150","1.0670","0.8634","0.3130","3.2187"
"1.1200","1.0686","0.8683","0.3146","3.2187"
"1.1250","1.0702","0.8732","0.3162","3.2187"
"1.1300","1.0718","0.8780","0.3178","3.2188"
"1.1350","1.0733","0.8830","0.3193","3.2188"
"1.1400","1.0747","0.8878","0.3207","3.2188"
"1.1450","1.0760","0.8927","0.3220","3.2188"
"1.1500","1.0773","0.8976","0.3233","3.2188"
"1.1550","1.0785","0.9026","0.3245","3.2188"
"1.1600","1.0797","0.9076","0.3257","3.2188"
"1.1650","1.0809","0.9127","0.3269","3.2188"
"1.1700","1.0822","0.9177","0.3282","3.2188"
"1.1750","1.0836","0.9226","0.3296","3.2188"
"1.1800","1.0850","0.9276","0.3310","3.2187"
"1.1850","1.0865","0.9326","0.3325","3.2187"
"1.1900","1.0880","0.9375","0.3340","3.2187"
"1.1950","1.0895","0.9430","0.3355","3.2187"
"1.2000","1.0910","0.9486","0.3370","3.2188"
"1.2050","1.0925","0.9541","0.3385","3.2188"
"1.2100","1.0939","0.9598","0.3399","3.2188"
"1.2150","1.0954","0.9657","0.3414","3.2188"
"1.2200","1.0969","0.9717","0.3429","3.2188"
"1.2250","1.0985","0.9779","0.3445","3.2188"
"1.2300","1.1002","0.9843","0.3462","3.2187"
"1.2350","1.1019","0.9907","0.3479","3.2187"
"1.2400","1.1035","0.9973","0.3495","3.2187"
"1.2450","1.1052","1.0039","0.3512","3.2186"
"1.2500","1.1069","1.0104","0.3529","3.2186"
"1.2550","1.1085","1.0169","0.3545","3.2186"
"1.2600","1.1099","1.0234","0.3559","3.2185"
"1.2650","1.1114","1.0297","0.3574","3.2185"
"1.2700","1.1128","1.0359","0.3588","3.2185"
"1.2750","1.1142","1.0422","0.3602","3.2185"
"1.2800","1.1157","1.0484","0.3617","3.2185"
"1.2850","1.1173","1.0546","0.3633","3.2185"
"1.2900","1.1189","1.0607","0.3649","3.2185"
"1.2950","1.1205","1.0669","0.3665","3.2186"
"1.3000","1.1221","1.0733","0.3681","3.2186"
"1.3050","1.1238","1.0796","0.3698","3.2186"
"1.3100","1.1254","1.0859","0.3714","3.2186"
"1.3150","1.1270","1.0923","0.3730","3.2187"
"1.3200","1.1284","1.0986","0.3744","3.2187"
"1.3250","1.1298","1.1048","0.3757","3.2187"
"1.3300","1.1311","1.1108","0.3771","3.2187"
"1.3350","1.1323","1.1166","0.3783","3.2188"
"1.3400","1.1337","1.1224","0.3797","3.2188"
"1.3450","1.1350","1.1283","0.3810","3.2188"
"1.3500","1.1364","1.1340","0.3824","3.2188"
"1.3550","1.1379","1.1396","0.3839","3.2187"
"1.3600","1.1394","1.1451","0.3854","3.2187"
