Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7
1714453437.8284926,[],0,0.0,-0.20000000298023224,-0.20006562769412994,-0.20006726682186127,-0.2002147138118744,-0.20020611584186554,-0.20020924508571625,-0.00020924423006363213
1714453437.837954,[],0,0.0,-0.20000000298023224,-0.20006562769412994,-0.20006726682186127,-0.2003621757030487,-0.20035357773303986,-0.2002812623977661,-0.00028128165286034346
1714453437.8482435,[],0,0.0,-0.20000000298023224,-0.20015712082386017,-0.20023375749588013,-0.20072287321090698,-0.20070567727088928,-0.20063336193561554,-0.0006333678029477596
1714453437.858077,[],0,0.0,-0.20000000298023224,-0.20023560523986816,-0.20038895308971405,-0.2009284645318985,-0.2009112536907196,-0.20083582401275635,-0.0008358291815966368
1714453437.8677964,[],0,0.0,-0.20000000298023224,-0.20031417906284332,-0.20046915113925934,-0.20115432143211365,-0.20113711059093475,-0.2010616809129715,-0.0010616815416142344
1714453437.8784647,[],0,0.0,-0.20000000298023224,-0.20031417906284332,-0.20054584741592407,-0.20132814347743988,-0.20131954550743103,-0.20124411582946777,-0.0012441232101991773
1714453437.888036,[],0,0.0,-0.20000000298023224,-0.20040565729141235,-0.20071402192115784,-0.20159155130386353,-0.20150789618492126,-0.201432466506958,-0.0014324700459837914
1714453437.897847,[],0,0.0,-0.20000000298023224,-0.20040565729141235,-0.20078901946544647,-0.2017151117324829,-0.20163145661354065,-0.20163771510124207,-0.0016377136344090104
1714453437.907858,[],0,0.0,-0.20000000298023224,-0.20040565729141235,-0.20086409151554108,-0.20188726484775543,-0.20181220769882202,-0.20181845128536224,-0.0018184601794928312
1714453437.9178526,[],0,0.0,-0.20000000298023224,-0.20040565729141235,-0.2008657157421112,-0.20203453302383423,-0.20195946097373962,-0.20196570456027985,-0.001965716015547514
1714453437.9280927,[],0,0.0,-0.20000000298023224,-0.20040565729141235,-0.20094241201877594,-0.20215976238250732,-0.20215976238250732,-0.20216600596904755,-0.0021660146303474903
1714453437.93801,[],0,0.0,-0.20000000298023224,-0.20040565729141235,-0.2009407877922058,-0.2022552192211151,-0.20222942531108856,-0.20223566889762878,-0.002235673600807786
1714453437.9478965,[],0,0.0,-0.20000000298023224,-0.20048421621322632,-0.2010943442583084,-0.2025039941072464,-0.2024523764848709,-0.20245862007141113,-0.0024586282670497894
1714453437.958097,[],0,0.0,-0.20000000298023224,-0.20051003992557526,-0.20112179219722748,-0.20258000493049622,-0.20259475708007812,-0.20260101556777954,-0.002601014915853739
1714453437.9681654,[],0,0.0,-0.20000000298023224,-0.20058853924274445,-0.20120030641555786,-0.20270517468452454,-0.20270273089408875,-0.20270584523677826,-0.0027058592531830072
1714453437.977949,[],0,0.0,-0.20000000298023224,-0.2006670981645584,-0.2012772411108017,-0.20287734270095825,-0.20284906029701233,-0.20285530388355255,-0.0028552995063364506
1714453437.9878423,[],0,0.0,-0.20000000298023224,-0.20074565708637238,-0.20135580003261566,-0.20304931700229645,-0.2030123919248581,-0.2030155211687088,-0.003015538677573204
