time,L second toe,L third metatarsal head,L fifth metatarsal head,L lateral heel,L heel,L medial heel,L first metatarsal head,L first toe
0.1880130500000021,3.3931884765625,10.15625,7.127685546875,5.6236572265625,5.46337890625,6.58349609375,10.280517578125,3.821533203125
0.1911245700000066,3.4266357421875,10.328369140625,7.1566162109375,5.5,4.960205078125,6.53857421875,10.452392578125,3.90576171875
0.1942042600000064,3.446533203125,10.440185546875,7.1566162109375,5.41015625,4.698486328125,6.476806640625,10.5673828125,3.93798828125
0.197315660000001,3.4779052734375,10.548828125,7.18505859375,5.295166015625,4.482421875,6.395751953125,10.74658203125,4.04150390625
0.2004285500000051,3.53564453125,10.668212890625,7.18505859375,5.1988525390625,4.239501953125,6.320068359375,10.863037109375,4.118896484375
0.2036625500000042,3.570556640625,10.781494140625,7.18505859375,5.1094970703125,3.963623046875,6.252685546875,11.045654296875,4.1982421875
0.2066706100000033,3.62451171875,10.834716796875,7.18505859375,5.0205078125,3.7548828125,6.177978515625,11.24365234375,4.32275390625
0.2097817600000056,3.678466796875,10.95556640625,7.18505859375,4.912109375,3.442138671875,6.08544921875,11.3544921875,4.470703125
0.2129458500000041,3.710693359375,11.076904296875,7.21990966796875,4.8240966796875,3.25927734375,5.9921875,11.48486328125,4.54541015625
0.2161359400000009,3.77978515625,11.25341796875,7.25079345703125,4.74462890625,3.15185546875,5.859619140625,11.621337890625,4.6591796875
0.2191657400000011,3.8341064453125,11.3828125,7.25079345703125,4.6600341796875,3.035400390625,5.701904296875,11.812255859375,4.830078125
0.2222357400000021,3.8846435546875,11.501220703125,7.27996826171875,4.5335693359375,2.882080078125,5.58642578125,11.94970703125,4.98046875
0.2253290200000037,3.93896484375,11.632568359375,7.27996826171875,4.460205078125,2.775146484375,5.3720703125,12.019287109375,5.0986328125
0.228503460000006,4.004638671875,11.76220703125,7.3138427734375,4.36083984375,2.705810546875,5.059814453125,12.159912109375,5.2255859375
0.2316481100000018,4.042236328125,11.886962890625,7.3138427734375,4.302001953125,2.659423828125,4.628173828125,12.302734375,5.35791015625
0.2347256800000039,4.089599609375,12.0205078125,7.44891357421875,4.20458984375,2.610595703125,4.34521484375,12.3642578125,5.482177734375
0.2378878700000015,4.1427001953125,12.149169921875,7.346435546875,4.110595703125,2.521728515625,3.92236328125,12.508056640625,5.5732421875
0.240948270000004,4.208984375,12.285400390625,7.3809814453125,4.0394287109375,2.417724609375,3.506591796875,12.662841796875,5.67236328125
0.2440496500000009,4.25927734375,12.418701171875,7.3809814453125,3.93310546875,2.311767578125,3.26611328125,12.734375,5.71630859375
0.2471880700000071,4.3079833984375,12.5595703125,7.41644287109375,3.78759765625,2.177490234375,3.052490234375,12.9658203125,5.8046875
0.2502716500000019,4.3905029296875,12.631103515625,7.41644287109375,3.6856689453125,1.987548828125,2.710205078125,13.031982421875,5.876708984375
0.2533803500000005,4.4677734375,12.768310546875,7.41644287109375,3.5728759765625,1.757568359375,2.51708984375,13.107421875,5.9453125
0.2565028300000023,4.595947265625,12.910400390625,7.5506591796875,3.5137939453125,1.7840576171875,2.3944091796875,13.18603515625,6.0166015625
0.2596238100000008,4.690673828125,12.987548828125,7.44891357421875,3.3450927734375,1.724853515625,2.313232421875,13.26611328125,6.089599609375
0.2627144000000072,4.798095703125,13.05126953125,7.483642578125,3.2586669921875,1.6387939453125,2.2562255859375,13.3447265625,6.18212890625
