sync,time,vout
1.0,0.0290012,0.1
1.0,0.03211911,0.1
1.0,0.03525594,0.1
1.0,0.03829245,0.1
1.0,0.04137739,0.1
1.0,0.04447539,0.1
1.0,0.04757302,0.102
1.0,0.05068185,0.104
1.0,0.05379926,0.1
1.0,0.05688887,0.1
1.0,0.05997109,0.1
1.0,0.06306539,0.1
1.0,0.06622894,0.102
1.0,0.06931991,0.098
1.0,0.07235889,0.1
1.0,0.07544946,0.102
1.0,0.07853067,0.102
1.0,0.08162561,0.098
1.0,0.08472735,0.102
1.0,0.08781796,0.1
1.0,0.09090545,0.1
1.0,0.09399883,0.104
1.0,0.09709839,0.1
1.0,0.10096695,0.1
1.0,0.10344774,0.102
1.0,0.10644274,0.1
1.0,0.1094953,0.1
1.0,0.11257972,0.1
1.0,0.11567778,0.096
1.0,0.11876418,0.104
1.0,0.1218682,0.1
1.0,0.1249637,0.1
1.0,0.12805493,0.102
1.0,0.13299002,0.1
1.0,0.13427267,0.094
1.0,0.13736826,0.102
1.0,0.14053761,0.1
1.0,0.1435367,0.104
1.0,0.14663276,0.1
1.0,0.14973015,0.106
1.0,0.15282613,0.1
1.0,0.15594826,0.1
1.0,0.1590107,0.1
1.0,0.16328285,0.1
1.0,0.16539948,0.104
1.0,0.16832448,0.102
1.0,0.17140743,0.1
1.0,0.17449395,0.1
1.0,0.17758404,0.096
1.0,0.18068789,0.102
1.0,0.18377337,0.102
1.0,0.18687228,0.102
1.0,0.18995948,0.1
1.0,0.19305315,0.1
1.0,0.19693609,0.1
1.0,0.19942659,0.102
1.0,0.20239654,0.102
1.0,0.20545257,0.1
1.0,0.20853802,0.102
1.0,0.21164161,0.1
1.0,0.21473144,0.096
1.0,0.21783528,0.098
1.0,0.22092528,0.102
1.0,0.22401919,0.1
1.0,0.22730583,0.1
1.0,0.23030717,0.1
1.0,0.23334009,0.1
1.0,0.236435,0.102
1.0,0.23957144,0.1
1.0,0.2425997,0.1
1.0,0.24569952,0.104
1.0,0.24879328,0.098
1.0,0.25188304,0.1
1.0,0.25497731,0.102
1.0,0.26080331,0.1
1.0,0.26126283,0.1
1.0,0.2643035,0.1
1.0,0.26740095,0.102
1.0,0.2704717,0.1
1.0,0.27357741,0.102
1.0,0.27665882,0.102
1.0,0.27976187,0.102
1.0,0.28285733,0.096
1.0,0.28599435,0.102
1.0,0.28907509,0.1
1.0,0.29377796,0.102
1.0,0.295296,0.1
1.0,0.29836759,0.102
1.0,0.30147702,0.106
1.0,0.30461206,0.1
1.0,0.3076227,0.1
1.0,0.31072704,0.1
1.0,0.31381126,0.1
1.0,0.31690619,0.098
1.0,0.32000915,0.1
1.0,0.32486135,0.102
1.0,0.32624745,0.102
1.0,0.32936081,0.102
1.0,0.33245228,0.102
1.0,0.33550695,0.102
1.0,0.33860265,0.1
1.0,0.34169215,0.102
1.0,0.34478537,0.102
1.0,0.34787724,0.104
1.0,0.35098176,0.094
1.0,0.35525995,0.098
1.0,0.35733783,0.1
1.0,0.36039467,0.102
1.0,0.36339063,0.1
1.0,0.36646813,0.104
1.0,0.36956135,0.102
1.0,0.37266637,0.1
1.0,0.37579289,0.1
1.0,0.37884396,0.1
1.0,0.38193661,0.098
1.0,0.38502604,0.1
1.0,0.38905811,0.098
1.0,0.39143702,0.102
1.0,0.39432441,0.096
1.0,0.39741513,0.102
1.0,0.40049606,0.1
1.0,0.40359631,0.102
1.0,0.40669267,0.1
1.0,0.40979665,0.102
1.0,0.41288637,0.102
1.0,0.41601611,0.1
1.0,0.4192987,0.102
1.0,0.4222095,0.102
1.0,0.42537528,0.1
1.0,0.42844943,0.1
1.0,0.43147535,0.098
1.0,0.43457085,0.102
1.0,0.43768961,0.1
1.0,0.44075657,0.1
1.0,0.44385061,0.098
