Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7
1714454509.2280421,[],0,3.963818016927689e-05,4.248457571520703e-06,0.4500041604042053,0.8800041675567627,0.8800058960914612,0.4500058591365814,5.881594461243367e-06,0.0
1714454509.2379584,[],0,7.507848931709304e-05,4.298069598007714e-06,0.45000413060188293,0.8800041079521179,0.8800058364868164,0.4500058591365814,5.887794941372704e-06,0.0
1714454509.2479753,[],0,0.0001256522082258016,5.423454422270879e-05,0.450053870677948,0.8800538182258606,0.8800058364868164,0.4500058591365814,5.887794941372704e-06,0.0
1714454509.258007,[],0,0.00016129601863212883,5.4406336857937276e-05,0.4500538408756256,0.8800538182258606,0.8800058364868164,0.45000582933425903,5.887794941372704e-06,0.0
1714454509.2679613,[],0,0.0001621832634555176,5.479541505337693e-05,0.4500539004802704,0.8800538182258606,0.8800058364868164,0.45000582933425903,5.896156835660804e-06,0.0
1714454509.2780042,[],0,0.00014844522229395807,5.20993808095227e-06,0.45000407099723816,0.8800039887428284,0.8800057768821716,0.45000576972961426,5.896156835660804e-06,0.0
1714454509.2880151,[],0,0.0001833998248912394,4.558751697913976e-06,0.45000314712524414,0.880003035068512,0.8800056576728821,0.4500057101249695,5.896156835660804e-06,0.0
1714454509.2980464,[],0,0.0001795350108295679,0.0,0.44999808073043823,0.8799979090690613,0.8800503015518188,0.45005035400390625,5.0538350478746e-05,4.4642194552579895e-05
1714454509.3080153,[],0,0.00021496994304470718,0.0,0.44999778270721436,0.8799976110458374,0.8800997734069824,0.4500998556613922,0.00010011467384174466,9.420799324288964e-05
1714454509.3179893,[],0,0.00021552463294938207,0.0,0.4499971866607666,0.8799969553947449,0.8801497220993042,0.45014986395835876,0.00015014233940746635,0.00014423567336052656
1714454509.3280761,[],0,0.00025095275486819446,0.0,0.44999679923057556,0.8799964785575867,0.8801990747451782,0.4501992464065552,0.00019952829461544752,0.0001936216140165925
1714454509.3380244,[],0,0.00025095275486819446,0.0,0.44999632239341736,0.8799960017204285,0.8801987171173096,0.4501989483833313,0.0001992157194763422,0.0001933090534294024
1714454509.3479638,[],0,0.0002513138169888407,0.0,0.44999557733535767,0.8799950480461121,0.8801498413085938,0.45015010237693787,0.00015038540004752576,0.00010956468031508848
1714454509.357966,[],0,0.0002513138169888407,0.0,0.44999557733535767,0.8799950480461121,0.8801508545875549,0.45015108585357666,0.00015137065201997757,0.0001105499395634979
1714454509.3679886,[],0,0.0002513138169888407,0.0,0.4499945342540741,0.8799938559532166,0.8801009058952332,0.45010116696357727,0.00010143093822989613,6.061022213543765e-05
