,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
1005,1.675,10457.0,-17.0,-28.0,-33.0,-28.0,-38.0,-31.0,-37.0,-37.0,-97.0,-577.0,298.0,466.0,598.0,424.0,1175.0,1405.0
1006,1.676667,10445.0,-6.0,-20.0,-21.0,-14.0,-22.0,-14.0,-18.0,-26.0,-74.0,-547.0,313.0,494.0,626.0,458.0,1203.0,1424.0
1007,1.678333,10451.0,1.0,-4.0,-12.0,-4.0,-14.0,-5.0,-10.0,-16.0,-54.0,-531.0,318.0,496.0,639.0,467.0,1215.0,1430.0
1008,1.68,10453.0,5.0,-1.0,-8.0,-2.0,-10.0,-1.0,-10.0,-17.0,-55.0,-529.0,308.0,493.0,638.0,471.0,1210.0,1424.0
1009,1.681667,10459.0,5.0,-4.0,-8.0,-2.0,-8.0,-4.0,-7.0,-14.0,-49.0,-528.0,299.0,484.0,632.0,469.0,1207.0,1418.0
1010,1.683333,10454.0,-19.0,-28.0,-37.0,-27.0,-37.0,-31.0,-35.0,-41.0,-98.0,-575.0,241.0,429.0,588.0,421.0,1161.0,1360.0
1011,1.685,10447.0,-8.0,-17.0,-20.0,-14.0,-24.0,-17.0,-17.0,-28.0,-69.0,-545.0,261.0,454.0,610.0,451.0,1184.0,1391.0
1012,1.686667,10448.0,3.0,-4.0,-13.0,-6.0,-12.0,-4.0,-10.0,-17.0,-51.0,-533.0,266.0,457.0,630.0,467.0,1195.0,1394.0
1013,1.688333,10460.0,6.0,-1.0,-6.0,-2.0,-12.0,-1.0,-10.0,-14.0,-50.0,-519.0,258.0,452.0,626.0,464.0,1196.0,1393.0
1014,1.69,10439.0,5.0,-3.0,-7.0,-4.0,-13.0,-2.0,-7.0,-12.0,-47.0,-525.0,250.0,441.0,630.0,468.0,1191.0,1389.0
1015,1.691667,10414.0,-19.0,-28.0,-32.0,-27.0,-36.0,-28.0,-37.0,-41.0,-93.0,-565.0,192.0,387.0,577.0,411.0,1141.0,1335.0
