Name,Sync,FX1,FY1,FZ1,X1,Y1,Z1,MZ1,FX2,FY2,FZ2,X2,Y2,Z2,MZ2,del_time
1.205,10443.0,-8.84,0.61,27.4,299.32,250.74,0.0,-575.15,-16.43,-13.15,49.28,-322.43,-16.18,0.0,-593.84,0.0
1.206667,10445.0,-8.45,0.84,28.2,301.39,245.11,0.0,-604.13,-16.28,-12.3,51.81,-316.68,-13.45,0.0,-663.56,0.001666999999999863
1.208333,10444.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.0033330000000000304
1.21,10438.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-12.4,-7.92,36.2,-321.43,-9.04,0.0,-738.59,0.004999999999999893
1.211667,10454.0,-8.23,1.6,26.61,304.91,243.49,0.0,-550.29,-15.6,-12.0,48.31,-322.04,-5.9,0.0,-731.24,0.0066669999999999785
1.213333,10443.0,-8.76,0.91,28.2,286.26,242.88,0.0,-549.62,-15.6,-13.15,51.35,-313.88,-7.06,0.0,-645.02,0.008332999999999924
1.215,10442.0,-8.53,0.53,28.36,299.81,243.54,0.0,-612.88,-16.05,-13.0,50.23,-311.97,-5.11,0.0,-663.09,0.010000000000000009
1.216667,10429.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.011666999999999872
1.218333,10444.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-12.63,-8.0,36.04,-313.75,-4.55,0.0,-545.18,0.01333300000000004
1.22,10432.0,-7.92,1.6,26.92,283.77,248.57,0.0,-543.18,-15.6,-11.61,48.96,-320.15,-9.56,0.0,-506.12,0.014999999999999902
1.221667,10426.0,-8.38,1.14,28.67,288.48,242.16,0.0,-509.68,-15.98,-12.46,50.21,-313.45,-15.38,0.0,-462.25,0.016666999999999987
1.223333,10437.0,-8.53,0.99,29.47,292.79,250.1,0.0,-550.36,-16.74,-12.77,49.92,-325.8,-14.29,0.0,-588.88,0.018332999999999933
1.225,10440.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.020000000000000018
1.226667,10438.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-12.86,-8.07,35.73,-330.3,-8.37,0.0,-737.25,0.02166699999999988
1.228333,10439.0,-8.07,1.14,27.56,283.94,245.5,0.0,-462.0,-15.75,-11.3,49.43,-319.3,-7.19,0.0,-767.59,0.023332999999999826
1.23,10431.0,-8.61,1.37,26.93,307.36,240.73,0.0,-443.36,-16.51,-12.54,50.56,-320.5,-0.72,0.0,-829.07,0.02499999999999991
1.231667,10439.0,-8.45,1.37,28.52,289.75,245.96,0.0,-504.43,-15.9,-11.92,51.19,-316.55,-11.96,0.0,-618.32,0.026666999999999996
1.233333,10438.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.02833299999999994
1.235,10451.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-12.25,-8.38,36.37,-324.67,-4.87,0.0,-649.73,0.030000000000000027
1.236667,10439.0,-8.23,1.83,26.92,292.57,236.48,0.0,-490.96,-16.05,-10.84,48.31,-310.45,-7.68,0.0,-503.34,0.03166699999999989
1.238333,10450.0,-8.3,1.3,28.51,287.06,250.55,0.0,-552.54,-16.51,-11.69,49.58,-315.69,-12.22,0.0,-374.48,0.033332999999999835
1.24,10445.0,-8.38,1.45,28.83,287.11,243.79,0.0,-589.38,-16.74,-11.77,49.74,-315.0,-12.93,0.0,-484.35,0.03499999999999992
1.241667,10443.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.036667000000000005
1.243333,10452.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-12.78,-7.69,35.55,-322.06,-18.4,0.0,-660.72,0.03833299999999995
1.245,10433.0,-7.85,1.75,26.61,302.39,243.73,0.0,-598.75,-15.98,-11.54,48.32,-322.37,-8.25,0.0,-703.59,0.040000000000000036
1.246667,10437.0,-8.0,1.45,28.36,291.83,237.79,0.0,-478.21,-16.28,-11.61,51.36,-319.29,-3.19,0.0,-920.99,0.0416669999999999
1.248333,10434.0,-8.3,1.52,28.04,306.03,252.05,0.0,-610.72,-16.66,-11.61,50.39,-318.15,-4.65,0.0,-714.37,0.043332999999999844
1.25,10445.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.04499999999999993
1.251667,10468.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-12.86,-7.38,36.2,-315.15,0.81,0.0,-674.26,0.046667000000000014
1.253333,10446.0,-8.0,1.6,26.29,295.88,238.33,0.0,-504.3,-15.75,-11.0,49.11,-319.39,-11.05,0.0,-591.56,0.04833299999999996
1.255,10426.0,-8.23,1.6,27.88,304.72,236.6,0.0,-564.96,-16.2,-11.23,50.54,-310.36,-11.61,0.0,-419.37,0.04999999999999982
1.256667,10431.0,-8.3,1.45,28.99,285.85,247.3,0.0,-601.12,-16.66,-11.3,51.02,-318.0,-8.26,0.0,-480.9,0.05166699999999991
