,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
561,0.935,10448.0,-38.0,-58.0,-35.0,-18.0,-38.0,-29.0,-33.0,-36.0,-47.0,-36.0,-44.0,-21.0,-30.0,-21.0,-21.0,-28.0
562,0.936667,10448.0,-19.0,-43.0,-10.0,-2.0,-21.0,-12.0,-20.0,-30.0,-32.0,-19.0,-30.0,-8.0,-15.0,-5.0,-13.0,-14.0
563,0.938333,10438.0,-17.0,-38.0,-9.0,0.0,-19.0,-9.0,-14.0,-26.0,-26.0,-20.0,-28.0,-6.0,-12.0,-10.0,-8.0,-17.0
564,0.94,10441.0,-20.0,-36.0,-6.0,0.0,-16.0,-5.0,-20.0,-26.0,-27.0,-16.0,-28.0,-5.0,-14.0,-9.0,-5.0,-13.0
565,0.941667,10442.0,-59.0,-79.0,-53.0,-44.0,-65.0,-54.0,-63.0,-70.0,-72.0,-64.0,-74.0,-50.0,-67.0,-55.0,-54.0,-59.0
566,0.943333,10447.0,-40.0,-56.0,-30.0,-19.0,-35.0,-32.0,-37.0,-38.0,-44.0,-36.0,-42.0,-23.0,-31.0,-22.0,-20.0,-29.0
567,0.945,10422.0,-22.0,-40.0,-13.0,-1.0,-22.0,-13.0,-18.0,-24.0,-28.0,-19.0,-31.0,-13.0,-14.0,-8.0,-8.0,-12.0
568,0.946667,10448.0,-18.0,-36.0,-9.0,0.0,-21.0,-8.0,-17.0,-23.0,-28.0,-18.0,-33.0,-6.0,-14.0,-6.0,-4.0,-10.0
569,0.948333,10442.0,-17.0,-40.0,-7.0,-1.0,-19.0,-6.0,-16.0,-27.0,-26.0,-20.0,-31.0,-6.0,-12.0,-6.0,-4.0,-8.0
570,0.95,10444.0,-61.0,-75.0,-56.0,-46.0,-62.0,-56.0,-64.0,-70.0,-72.0,-71.0,-75.0,-54.0,-62.0,-53.0,-53.0,-63.0
571,0.951667,10450.0,-37.0,-55.0,-33.0,-21.0,-38.0,-27.0,-37.0,-42.0,-49.0,-34.0,-45.0,-23.0,-30.0,-22.0,-21.0,-30.0
572,0.953333,10445.0,-21.0,-40.0,-14.0,-4.0,-22.0,-13.0,-17.0,-26.0,-31.0,-22.0,-30.0,-9.0,-14.0,-6.0,-14.0,-15.0
573,0.955,10446.0,-18.0,-36.0,-10.0,0.0,-19.0,-7.0,-15.0,-23.0,-28.0,-19.0,-30.0,-6.0,-10.0,-9.0,-4.0,-15.0
574,0.956667,10448.0,-22.0,-36.0,-9.0,0.0,-19.0,-7.0,-15.0,-26.0,-29.0,-19.0,-28.0,-6.0,-14.0,-7.0,-7.0,-12.0
575,0.958333,10432.0,-61.0,-77.0,-54.0,-44.0,-63.0,-53.0,-63.0,-67.0,-74.0,-67.0,-75.0,-53.0,-69.0,-54.0,-51.0,-61.0
576,0.96,10439.0,-40.0,-58.0,-29.0,-20.0,-40.0,-28.0,-33.0,-45.0,-45.0,-34.0,-43.0,-28.0,-29.0,-23.0,-18.0,-26.0
577,0.961667,10443.0,-21.0,-37.0,-14.0,-2.0,-20.0,-13.0,-20.0,-22.0,-33.0,-21.0,-31.0,-10.0,-18.0,-8.0,-9.0,-15.0
578,0.963333,10439.0,-18.0,-35.0,-9.0,-2.0,-19.0,-9.0,-16.0,-23.0,-29.0,-17.0,-35.0,-7.0,-13.0,-6.0,-4.0,-8.0
579,0.965,10444.0,-19.0,-33.0,-9.0,-4.0,-19.0,-10.0,-16.0,-20.0,-27.0,-26.0,-30.0,-5.0,-14.0,-4.0,-6.0,-13.0
580,0.966667,10443.0,-61.0,-78.0,-57.0,-46.0,-65.0,-56.0,-62.0,-70.0,-73.0,-68.0,-76.0,-56.0,-62.0,-55.0,-49.0,-63.0
581,0.968333,10446.0,-40.0,-59.0,-33.0,-22.0,-37.0,-28.0,-32.0,-41.0,-51.0,-35.0,-45.0,-24.0,-27.0,-20.0,-26.0,-26.0
582,0.97,10440.0,-22.0,-41.0,-14.0,-4.0,-21.0,-9.0,-19.0,-30.0,-32.0,-22.0,-30.0,-9.0,-15.0,-7.0,-10.0,-18.0
583,0.971667,10444.0,-20.0,-40.0,-12.0,-1.0,-19.0,-9.0,-15.0,-24.0,-29.0,-19.0,-30.0,-6.0,-10.0,-12.0,-6.0,-10.0
584,0.973333,10451.0,-21.0,-34.0,-10.0,-3.0,-18.0,-5.0,-19.0,-23.0,-30.0,-21.0,-28.0,-4.0,-16.0,-5.0,-6.0,-12.0
585,0.975,10443.0,-61.0,-81.0,-54.0,-45.0,-62.0,-57.0,-62.0,-67.0,-72.0,-64.0,-76.0,-54.0,-69.0,-58.0,-49.0,-61.0
586,0.976667,10438.0,-42.0,-58.0,-31.0,-21.0,-36.0,-31.0,-36.0,-42.0,-46.0,-38.0,-37.0,-28.0,-30.0,-21.0,-20.0,-27.0
587,0.978333,10446.0,-22.0,-42.0,-13.0,-2.0,-24.0,-8.0,-17.0,-29.0,-32.0,-17.0,-33.0,-13.0,-19.0,-10.0,-8.0,-15.0
588,0.98,10452.0,-21.0,-34.0,-8.0,-3.0,-20.0,-8.0,-17.0,-26.0,-28.0,-21.0,-34.0,-9.0,-14.0,-5.0,-6.0,-7.0
589,0.981667,10441.0,-19.0,-36.0,-9.0,-3.0,-18.0,-6.0,-18.0,-23.0,-26.0,-23.0,-31.0,-8.0,-14.0,-5.0,-5.0,-16.0
590,0.983333,10446.0,-61.0,-78.0,-58.0,-47.0,-62.0,-55.0,-61.0,-68.0,-73.0,-74.0,-77.0,-57.0,-61.0,-57.0,-50.0,-64.0
591,0.985,10439.0,-40.0,-58.0,-35.0,-22.0,-38.0,-28.0,-34.0,-38.0,-50.0,-37.0,-45.0,-26.0,-31.0,-19.0,-24.0,-27.0
592,0.986667,10446.0,-22.0,-44.0,-15.0,-5.0,-21.0,-9.0,-17.0,-27.0,-31.0,-20.0,-33.0,-12.0,-14.0,-10.0,-9.0,-14.0
593,0.988333,10443.0,-23.0,-35.0,-12.0,-2.0,-19.0,-6.0,-17.0,-26.0,-28.0,-21.0,-28.0,-8.0,-9.0,-9.0,-7.0,-10.0
594,0.99,10437.0,-22.0,-37.0,-9.0,-1.0,-19.0,-6.0,-18.0,-27.0,-29.0,-19.0,-29.0,-5.0,-17.0,-5.0,-4.0,-15.0
595,0.991667,10481.0,-62.0,-81.0,-55.0,-46.0,-62.0,-54.0,-64.0,-65.0,-72.0,-68.0,-74.0,-55.0,-68.0,-55.0,-53.0,-60.0
596,0.993333,10454.0,-43.0,-58.0,-31.0,-22.0,-37.0,-31.0,-34.0,-44.0,-48.0,-34.0,-44.0,-28.0,-31.0,-22.0,-20.0,-29.0
597,0.995,10432.0,-23.0,-41.0,-16.0,-4.0,-23.0,-12.0,-20.0,-23.0,-32.0,-21.0,-35.0,-13.0,-16.0,-8.0,-8.0,-13.0
598,0.996667,10446.0,-19.0,-40.0,-10.0,-3.0,-20.0,-8.0,-15.0,-26.0,-28.0,-19.0,-34.0,-8.0,-14.0,-6.0,-6.0,-12.0
599,0.998333,10451.0,-20.0,-37.0,-10.0,-5.0,-17.0,-7.0,-14.0,-22.0,-26.0,-24.0,-30.0,-9.0,-13.0,-6.0,-4.0,-15.0
600,1.0,10437.0,-62.0,-78.0,-56.0,-48.0,-65.0,-57.0,-62.0,-70.0,-75.0,-70.0,-76.0,-56.0,-61.0,-53.0,-54.0,-62.0
601,1.001667,10429.0,-40.0,-60.0,-34.0,-21.0,-38.0,-29.0,-34.0,-41.0,-50.0,-36.0,-47.0,-24.0,-28.0,-20.0,-27.0,-26.0
602,1.003333,10444.0,-22.0,-42.0,-16.0,-5.0,-22.0,-9.0,-20.0,-27.0,-31.0,-21.0,-32.0,-10.0,-14.0,-9.0,-9.0,-14.0
603,1.005,10444.0,-21.0,-40.0,-13.0,-4.0,-17.0,-8.0,-16.0,-22.0,-30.0,-17.0,-28.0,-7.0,-13.0,-13.0,-6.0,-13.0
604,1.006667,10442.0,-23.0,-37.0,-10.0,-3.0,-17.0,-7.0,-20.0,-26.0,-30.0,-20.0,-28.0,-6.0,-17.0,-7.0,-6.0,-13.0
605,1.008333,10455.0,-62.0,-79.0,-54.0,-45.0,-64.0,-54.0,-62.0,-72.0,-73.0,-64.0,-75.0,-58.0,-63.0,-56.0,-51.0,-61.0
606,1.01,10434.0,-42.0,-55.0,-30.0,-21.0,-40.0,-30.0,-34.0,-43.0,-46.0,-34.0,-44.0,-30.0,-28.0,-19.0,-21.0,-28.0
607,1.011667,10431.0,-24.0,-40.0,-14.0,-4.0,-26.0,-10.0,-21.0,-28.0,-32.0,-21.0,-35.0,-14.0,-17.0,-7.0,-5.0,-13.0
608,1.013333,10441.0,-20.0,-34.0,-13.0,-4.0,-16.0,-10.0,-17.0,-23.0,-28.0,-20.0,-32.0,-9.0,-13.0,-7.0,-6.0,-10.0
609,1.015,10445.0,-20.0,-38.0,-13.0,-4.0,-20.0,-9.0,-15.0,-23.0,-28.0,-26.0,-31.0,-9.0,-14.0,-4.0,-3.0,-17.0
610,1.016667,10441.0,-62.0,-79.0,-60.0,-49.0,-63.0,-55.0,-61.0,-68.0,-78.0,-67.0,-78.0,-56.0,-61.0,-56.0,-51.0,-64.0
611,1.018333,10458.0,-41.0,-59.0,-33.0,-22.0,-38.0,-27.0,-35.0,-42.0,-49.0,-36.0,-45.0,-23.0,-29.0,-19.0,-24.0,-28.0
612,1.02,10448.0,-22.0,-42.0,-14.0,-7.0,-21.0,-9.0,-18.0,-32.0,-32.0,-20.0,-32.0,-12.0,-14.0,-9.0,-8.0,-12.0
613,1.021667,10443.0,-22.0,-34.0,-12.0,-5.0,-17.0,-7.0,-18.0,-23.0,-28.0,-19.0,-30.0,-7.0,-13.0,-12.0,-7.0,-13.0
614,1.023333,10450.0,-20.0,-35.0,-12.0,-2.0,-20.0,-7.0,-17.0,-23.0,-29.0,-19.0,-29.0,-6.0,-18.0,-7.0,-3.0,-13.0
615,1.025,10450.0,-62.0,-75.0,-57.0,-47.0,-61.0,-55.0,-63.0,-64.0,-74.0,-64.0,-75.0,-58.0,-64.0,-56.0,-51.0,-59.0
616,1.026667,10436.0,-41.0,-58.0,-32.0,-22.0,-41.0,-29.0,-31.0,-42.0,-47.0,-35.0,-45.0,-31.0,-29.0,-19.0,-19.0,-27.0
617,1.028333,10437.0,-23.0,-36.0,-16.0,-7.0,-22.0,-10.0,-20.0,-27.0,-32.0,-17.0,-36.0,-16.0,-16.0,-8.0,-8.0,-10.0
618,1.03,10446.0,-18.0,-36.0,-9.0,-6.0,-17.0,-7.0,-19.0,-27.0,-29.0,-20.0,-32.0,-8.0,-15.0,-6.0,-5.0,-12.0
