Name,Sync,FX1,FY1,FZ1,X1,Y1,Z1,MZ1,FX2,FY2,FZ2,X2,Y2,Z2,MZ2,del_time
1.883333,10452.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.0
1.885,10447.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.001667000000000085
1.886667,10446.0,-8.83,-6.1,30.59,296.72,241.67,0.0,-135.1,-9.28,-5.92,28.86,-315.09,-6.47,0.0,-281.18,0.00333400000000017
1.888333,10427.0,-9.14,-6.18,33.14,294.13,242.21,0.0,-285.02,-10.04,-5.69,29.5,-304.83,0.85,0.0,-213.39,0.0050000000000001155
1.89,10444.0,-9.14,-6.41,32.98,295.36,238.85,0.0,-156.35,-10.19,-5.54,29.18,-324.81,-14.92,0.0,-355.34,0.0066669999999999785
1.891667,10450.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.008334000000000064
1.893333,10450.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.010000000000000009
1.895,10453.0,-8.76,-5.72,29.95,291.22,239.8,0.0,-185.32,-9.51,-5.23,28.22,-324.39,-15.07,0.0,-156.09,0.011667000000000094
1.896667,10437.0,-8.91,-6.26,32.98,303.17,247.12,0.0,-191.23,-10.19,-5.46,30.61,-314.48,-4.31,0.0,-497.6,0.013334000000000179
1.898333,10436.0,-9.14,-6.1,32.82,299.13,240.18,0.0,-89.04,-10.19,-5.69,29.18,-310.68,0.84,0.0,-398.67,0.015000000000000124
1.9,10445.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.016666999999999987
1.901667,10442.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.018334000000000072
1.903333,10428.0,-8.53,-5.65,31.7,295.95,241.49,0.0,-130.99,-9.81,-5.38,28.22,-316.07,-1.13,0.0,-382.38,0.020000000000000018
1.905,10446.0,-9.06,-6.18,32.34,297.93,236.83,0.0,-150.05,-9.81,-5.54,29.98,-311.38,-4.53,0.0,-196.84,0.021667000000000103
1.906667,10450.0,-8.83,-6.03,33.61,295.84,237.52,0.0,-226.93,-10.57,-5.08,28.52,-308.22,-21.82,0.0,-127.68,0.023333999999999966
1.908333,10444.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.025000000000000133
1.91,10446.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.026666999999999996
1.911667,10437.0,-8.07,-5.72,31.39,299.14,243.43,0.0,-159.97,-9.81,-4.38,28.21,-307.23,-11.53,0.0,-138.96,0.02833400000000008
1.913333,10457.0,-9.06,-5.95,33.13,294.22,246.53,0.0,-247.32,-10.65,-5.0,29.19,-319.82,-7.29,0.0,-398.4,0.030000000000000027
1.915,10426.0,-8.83,-5.88,32.34,295.65,241.36,0.0,-118.03,-9.66,-5.31,30.61,-308.35,-8.49,0.0,-385.49,0.03166700000000011
1.916667,10443.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.033333999999999975
1.918333,10448.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.03500000000000014
1.92,10430.0,-8.07,-5.42,31.7,296.53,246.01,0.0,-122.87,-9.66,-4.84,28.86,-318.56,-4.87,0.0,-444.68,0.036667000000000005
1.921667,10442.0,-8.91,-5.88,32.18,301.97,240.28,0.0,-94.28,-10.27,-5.0,28.68,-289.11,-8.77,0.0,-72.66,0.03833400000000009
1.923333,10432.0,-8.68,-5.8,32.82,297.16,246.68,0.0,-279.82,-10.35,-5.08,29.17,-313.62,-9.8,0.0,-332.34,0.040000000000000036
1.925,10440.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.04166700000000012
1.926667,10442.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.043333999999999984
1.928333,10448.0,-8.61,-5.26,30.11,292.85,239.36,0.0,-202.15,-10.12,-4.69,27.74,-309.22,-10.96,0.0,-103.41,0.04500000000000015
1.93,10443.0,-8.76,-5.72,32.82,292.02,242.71,0.0,-238.1,-10.27,-4.69,29.96,-306.4,-10.13,0.0,-416.71,0.046667000000000014
1.931667,10438.0,-9.14,-5.57,33.14,301.64,242.95,0.0,-87.55,-10.57,-4.84,30.61,-314.97,-1.34,0.0,-316.43,0.0483340000000001
1.933333,10444.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.050000000000000044
1.935,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.05166700000000013
1.936667,10466.0,-8.45,-5.26,31.86,302.56,245.16,0.0,-58.35,-9.81,-4.54,28.38,-317.46,-3.42,0.0,-449.16,0.05333399999999999
1.938333,10436.0,-8.91,-5.72,32.82,296.89,242.69,0.0,-169.36,-10.12,-4.84,29.65,-306.23,-8.18,0.0,-205.33,0.05500000000000016
1.94,10248.0,-8.99,-5.65,32.82,294.27,238.73,0.0,-230.95,-10.27,-4.38,29.81,-307.79,-10.88,0.0,-142.88,0.05666700000000002
1.941667,10446.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.05833400000000011
1.943333,10442.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.06000000000000005
1.945,10436.0,-8.38,-4.81,30.75,296.02,235.83,0.0,-179.95,-9.97,-4.23,28.21,-304.49,-13.7,0.0,-63.82,0.06166700000000014
1.946667,10430.0,-8.76,-5.49,32.34,298.3,245.99,0.0,-178.62,-10.8,-4.69,28.69,-321.6,-15.22,0.0,-283.7,0.063334
1.948333,10451.0,-8.6,-5.65,33.29,291.08,247.93,0.0,-197.24,-10.27,-4.92,30.45,-310.5,-9.15,0.0,-314.98,0.06500000000000017
1.95,10447.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.06666700000000003
1.951667,10453.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.06833400000000012
1.953333,10438.0,-8.15,-5.57,31.38,296.4,243.64,0.0,-48.95,-9.81,-4.15,28.38,-314.56,-7.54,0.0,-372.12,0.07000000000000006
1.955,10439.0,-9.06,-5.49,32.82,299.23,236.87,0.0,-129.46,-10.27,-4.46,29.51,-307.97,2.59,0.0,-262.19,0.07166700000000015
1.956667,10436.0,-8.76,-5.34,32.34,293.19,237.91,0.0,-166.84,-10.57,-4.23,29.65,-318.02,-11.8,0.0,-188.85,0.07333400000000001
1.958333,10442.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.07500000000000018
1.96,10452.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.07666700000000004
1.961667,10451.0,-8.38,-4.65,30.91,294.68,248.01,0.0,-287.53,-10.12,-4.08,28.85,-313.38,-13.11,0.0,-56.29,0.07833400000000013
1.963333,10430.0,-8.38,-5.26,32.82,292.5,245.32,0.0,-192.91,-10.5,-4.07,29.96,-306.71,-11.52,0.0,-312.67,0.08000000000000007
1.965,10443.0,-8.68,-4.96,33.46,302.18,243.77,0.0,-127.74,-10.65,-4.54,29.49,-308.38,-2.15,0.0,-298.86,0.08166700000000016
1.966667,10452.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.08333400000000002
1.968333,10445.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.08500000000000019
1.97,10438.0,-8.38,-4.81,31.54,300.07,241.47,0.0,-128.43,-10.27,-3.77,28.39,-326.94,0.13,0.0,-398.68,0.08666700000000005
1.971667,10456.0,-8.83,-5.57,32.5,294.41,236.64,0.0,-225.07,-10.04,-4.38,30.77,-307.5,-6.13,0.0,-207.76,0.08833400000000013
1.973333,10448.0,-8.53,-5.34,32.98,296.12,244.22,0.0,-303.08,-10.57,-3.85,29.16,-305.34,-17.31,0.0,-80.99,0.09000000000000008
1.975,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.09166700000000017
1.976667,10443.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.09333400000000003
1.978333,10433.0,-8.3,-4.35,30.75,298.81,240.78,0.0,-263.69,-10.5,-3.23,27.89,-299.38,-7.58,0.0,-77.34,0.09499999999999997
1.98,10442.0,-8.68,-5.11,33.14,292.21,237.47,0.0,-242.82,-10.96,-3.84,29.51,-325.7,-5.59,0.0,-369.02,0.09666700000000006
1.981667,10429.0,-8.68,-5.04,32.98,295.93,244.6,0.0,-90.2,-10.27,-4.15,30.45,-315.99,-3.67,0.0,-374.37,0.09833400000000014
1.983333,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.10000000000000009
1.985,10441.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.10166700000000017
1.986667,10456.0,-7.92,-4.5,31.7,299.35,242.97,0.0,-122.88,-10.27,-3.54,28.86,-319.34,-12.32,0.0,-330.96,0.10333400000000004
1.988333,10442.0,-8.61,-5.27,33.46,299.8,243.39,0.0,-239.96,-10.42,-3.69,28.37,-300.85,-4.58,0.0,-231.72,0.10499999999999998
1.99,10438.0,-8.76,-4.81,32.5,294.5,239.68,0.0,-231.76,-10.73,-3.77,29.17,-314.18,-5.66,0.0,-200.8,0.10666700000000007
1.991667,10447.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.10833400000000015
1.993333,10445.0,-0.0,-0.0,-0.0,300.0,250.0,0.0,-0.0,-0.0,-0.0,-0.0,-305.0,0.0,0.0,-0.0,0.1100000000000001
