,Name,Sync,F1X1,F1X3,F1Y1,F1Y2,F1Z1,F1Z2,F1Z3,F1Z4,F2X1,F2X3,F2Y1,F2Y2,F2Z1,F2Z2,F2Z3,F2Z4
624,1.04,10438.0,-28.0,-36.0,-20.0,-3.0,-19.0,-8.0,-17.0,-27.0,-5.0,-9.0,-19.0,-17.0,-15.0,-4.0,-7.0,-10.0
625,1.041667,10535.0,-72.0,-83.0,-65.0,-51.0,-69.0,-58.0,-61.0,-74.0,-46.0,-55.0,-72.0,-61.0,-62.0,-54.0,-54.0,-55.0
626,1.043333,10447.0,-50.0,-58.0,-40.0,-24.0,-40.0,-28.0,-35.0,-46.0,-19.0,-30.0,-35.0,-27.0,-32.0,-20.0,-19.0,-31.0
627,1.045,10446.0,-33.0,-38.0,-26.0,-7.0,-24.0,-13.0,-18.0,-28.0,-13.0,-12.0,-22.0,-16.0,-17.0,-6.0,-12.0,-9.0
628,1.046667,10439.0,-27.0,-40.0,-17.0,-5.0,-20.0,-5.0,-20.0,-32.0,-5.0,-9.0,-20.0,-14.0,-13.0,-8.0,-8.0,-12.0
629,1.048333,10439.0,-30.0,-36.0,-20.0,-5.0,-18.0,-8.0,-19.0,-28.0,-4.0,-8.0,-20.0,-10.0,-14.0,-9.0,-6.0,-9.0
630,1.05,10443.0,-73.0,-79.0,-63.0,-51.0,-67.0,-56.0,-67.0,-72.0,-48.0,-54.0,-65.0,-60.0,-68.0,-54.0,-55.0,-58.0
631,1.051667,10452.0,-49.0,-60.0,-41.0,-26.0,-42.0,-31.0,-36.0,-45.0,-19.0,-24.0,-33.0,-33.0,-27.0,-20.0,-21.0,-24.0
632,1.053333,10430.0,-34.0,-41.0,-23.0,-7.0,-24.0,-12.0,-20.0,-32.0,-6.0,-9.0,-28.0,-15.0,-17.0,-6.0,-7.0,-12.0
633,1.055,10444.0,-30.0,-35.0,-19.0,-8.0,-21.0,-7.0,-17.0,-29.0,-4.0,-13.0,-20.0,-12.0,-14.0,-5.0,-5.0,-14.0
634,1.056667,10448.0,-27.0,-31.0,-22.0,-5.0,-19.0,-8.0,-20.0,-27.0,-7.0,-10.0,-18.0,-13.0,-15.0,-5.0,-8.0,-10.0
635,1.058333,10445.0,-70.0,-82.0,-64.0,-53.0,-67.0,-56.0,-63.0,-76.0,-50.0,-50.0,-65.0,-59.0,-61.0,-56.0,-58.0,-61.0
636,1.06,10455.0,-53.0,-54.0,-42.0,-27.0,-38.0,-28.0,-37.0,-45.0,-21.0,-27.0,-36.0,-29.0,-29.0,-26.0,-22.0,-23.0
637,1.061667,10438.0,-32.0,-41.0,-23.0,-7.0,-21.0,-12.0,-22.0,-26.0,-6.0,-14.0,-19.0,-13.0,-20.0,-7.0,-8.0,-14.0
638,1.063333,10430.0,-28.0,-36.0,-19.0,-4.0,-18.0,-9.0,-18.0,-27.0,-4.0,-7.0,-17.0,-17.0,-14.0,-7.0,-5.0,-12.0
639,1.065,10445.0,-28.0,-33.0,-18.0,-6.0,-21.0,-7.0,-18.0,-30.0,-4.0,-6.0,-22.0,-13.0,-14.0,-5.0,-7.0,-9.0
640,1.066667,10442.0,-71.0,-79.0,-62.0,-53.0,-65.0,-57.0,-63.0,-76.0,-46.0,-57.0,-65.0,-58.0,-61.0,-56.0,-51.0,-60.0
641,1.068333,10454.0,-48.0,-56.0,-42.0,-27.0,-38.0,-27.0,-41.0,-44.0,-22.0,-28.0,-34.0,-29.0,-31.0,-20.0,-22.0,-26.0
642,1.07,10440.0,-31.0,-40.0,-22.0,-9.0,-22.0,-13.0,-19.0,-31.0,-8.0,-10.0,-22.0,-15.0,-18.0,-6.0,-13.0,-18.0
643,1.071667,10443.0,-29.0,-33.0,-19.0,-3.0,-18.0,-8.0,-18.0,-24.0,-5.0,-8.0,-21.0,-13.0,-12.0,-12.0,-8.0,-10.0
644,1.073333,10441.0,-28.0,-38.0,-19.0,-5.0,-20.0,-5.0,-18.0,-28.0,-3.0,-9.0,-17.0,-8.0,-18.0,-3.0,-8.0,-12.0
645,1.075,10448.0,-70.0,-82.0,-62.0,-48.0,-64.0,-58.0,-63.0,-74.0,-47.0,-50.0,-64.0,-63.0,-60.0,-54.0,-53.0,-57.0
646,1.076667,10436.0,-48.0,-58.0,-36.0,-27.0,-42.0,-28.0,-37.0,-48.0,-20.0,-28.0,-36.0,-31.0,-32.0,-21.0,-22.0,-26.0
647,1.078333,10436.0,-32.0,-36.0,-22.0,-9.0,-20.0,-10.0,-23.0,-31.0,-7.0,-14.0,-26.0,-15.0,-17.0,-7.0,-6.0,-12.0
648,1.08,10445.0,-27.0,-34.0,-19.0,-3.0,-19.0,-6.0,-19.0,-28.0,-5.0,-15.0,-19.0,-13.0,-14.0,-3.0,-6.0,-17.0
649,1.081667,10444.0,-28.0,-35.0,-21.0,-4.0,-17.0,-9.0,-18.0,-23.0,-8.0,-7.0,-19.0,-13.0,-15.0,-4.0,-12.0,-16.0
650,1.083333,10445.0,-70.0,-85.0,-63.0,-50.0,-67.0,-54.0,-61.0,-81.0,-46.0,-53.0,-67.0,-59.0,-59.0,-58.0,-53.0,-58.0
651,1.085,10427.0,-50.0,-57.0,-41.0,-26.0,-37.0,-27.0,-40.0,-44.0,-21.0,-28.0,-32.0,-27.0,-31.0,-20.0,-22.0,-26.0
652,1.086667,10468.0,-30.0,-40.0,-21.0,-8.0,-21.0,-12.0,-22.0,-31.0,-6.0,-9.0,-20.0,-16.0,-17.0,-10.0,-7.0,-14.0
653,1.088333,10525.0,-28.0,-34.0,-19.0,-5.0,-20.0,-8.0,-18.0,-27.0,-4.0,-7.0,-17.0,-15.0,-15.0,-5.0,-13.0,-9.0
654,1.09,10446.0,-28.0,-33.0,-16.0,-6.0,-18.0,-9.0,-19.0,-26.0,-3.0,-8.0,-22.0,-12.0,-15.0,-6.0,-5.0,-10.0
655,1.091667,10447.0,-71.0,-79.0,-64.0,-49.0,-65.0,-56.0,-62.0,-72.0,-47.0,-59.0,-64.0,-59.0,-61.0,-54.0,-50.0,-61.0
656,1.093333,10437.0,-50.0,-59.0,-42.0,-23.0,-40.0,-26.0,-37.0,-45.0,-27.0,-27.0,-35.0,-28.0,-30.0,-20.0,-26.0,-28.0
657,1.095,10454.0,-31.0,-41.0,-23.0,-6.0,-23.0,-12.0,-17.0,-34.0,-4.0,-7.0,-21.0,-13.0,-15.0,-13.0,-9.0,-10.0
658,1.096667,10447.0,-31.0,-35.0,-19.0,-3.0,-17.0,-4.0,-23.0,-29.0,-5.0,-10.0,-18.0,-13.0,-20.0,-6.0,-10.0,-14.0
