sync,time,vout
1.0,0.0119918,1.0
1.0,0.0148745,1.0
1.0,0.02135561,1.0
1.0,0.02415945,1.0
1.0,0.026723,1.0
1.0,0.02739798,1.0
1.0,0.02803963,1.0
1.0,0.02860037,1.0
1.0,0.02923535,1.0
1.0,0.0323778,1.0
1.0,0.0358678,1.0
1.0,0.03658309,1.0
1.0,0.03724844,1.0
1.0,0.03788594,1.0
1.0,0.03844433,1.0
1.0,0.03907576,1.0
1.0,0.03963398,1.0
1.0,0.04026296,1.0
1.0,0.04089811,1.0
1.0,0.0414577,1.0
1.0,0.04208993,1.0
1.0,0.04264781,1.0
1.0,0.04327787,1.0
1.0,0.0439135,1.0
1.0,0.04447085,1.0
1.0,0.04509983,1.0
1.0,0.04565685,1.0
1.0,0.04628441,1.0
1.0,0.0471787,1.0
1.0,0.04780115,1.0
1.0,0.04845963,1.0
1.0,0.04922085,0.998
1.0,0.04980689,1.0
1.0,0.05049704,1.0
1.0,0.05126054,1.0
1.0,0.05184654,1.0
1.0,0.05250137,1.0
1.0,0.0533013,1.0
1.0,0.05388831,1.0
1.0,0.05452878,1.0
1.0,0.05509109,1.0
1.0,0.05573474,1.0
1.0,0.0563808,0.998
1.0,0.05702117,1.0
1.0,0.05767759,1.0
1.0,0.05832113,1.0
1.0,0.05888276,1.0
1.0,0.05952402,1.0
1.0,0.060112,1.0
1.0,0.06074915,1.0
1.0,0.06138913,1.0
1.0,0.06215741,1.0
1.0,0.06290106,1.0
1.0,0.06363322,1.0
1.0,0.06419991,1.0
1.0,0.06490515,1.0
1.0,0.06552765,1.0
1.0,0.06624357,1.0
1.0,0.06700463,1.0
1.0,0.06841239,1.0
1.0,0.06901535,1.0
1.0,0.06969237,1.0
1.0,0.07037854,1.0
1.0,0.07112054,1.036
1.0,0.07964894,1.034
1.0,0.08033135,1.036
1.0,0.08103261,1.036
1.0,0.08313961,1.036
1.0,0.08614204,1.038
1.0,0.08910546,1.038
1.0,0.09202687,1.038
1.0,0.09516076,1.038
1.0,0.09762757,1.038
1.0,0.10062598,1.038
1.0,0.10362783,1.038
1.0,0.1066445,1.04
1.0,0.10960263,1.038
1.0,0.11259283,1.038
1.0,0.11557991,1.04
1.0,0.1186228,1.04
1.0,0.121575,1.04
1.0,0.12458183,1.04
1.0,0.12757531,1.04
1.0,0.13057704,1.04
1.0,0.13355669,1.04
1.0,0.13654341,1.04
1.0,0.13952561,1.04
1.0,0.14251776,1.042
1.0,0.14556122,1.042
1.0,0.14851917,1.042
1.0,0.15151006,1.042
1.0,0.15449254,1.042
1.0,0.15748478,1.042
1.0,0.16046672,1.042
1.0,0.16346574,1.042
1.0,0.16645602,1.042
1.0,0.16945178,1.042
1.0,0.17247702,1.044
1.0,0.17545711,1.044
1.0,0.17842357,1.044
1.0,0.18141402,1.044
1.0,0.18440335,1.044
1.0,0.18739554,1.044
1.0,0.19039293,1.046
1.0,0.19337454,1.046
1.0,0.19636559,1.046
1.0,0.1993645,1.046
1.0,0.20235359,1.046
1.0,0.20533991,1.046
1.0,0.2083423,1.048
1.0,0.2113373,1.05
1.0,0.21432267,1.05
1.0,0.21733031,1.052
1.0,0.22032361,1.054
1.0,0.2233017,1.056
1.0,0.22628515,1.056
1.0,0.23516963,1.056
1.0,0.23548622,1.058
1.0,0.23575367,1.06
1.0,0.24088844,1.06
1.0,0.24126787,1.06
1.0,0.24502306,1.06
1.0,0.24752419,1.062
1.0,0.25081067,1.064
1.0,0.25320583,1.066
1.0,0.25779861,1.068
1.0,0.25917544,1.068
1.0,0.26215659,1.07
1.0,0.26513967,1.07
1.0,0.27180891,1.072
1.0,0.27212511,1.072
1.0,0.27412172,1.072
1.0,0.27709968,1.074
1.0,0.2801022,1.074
1.0,0.28308217,1.074
1.0,0.28608344,1.076
1.0,0.2890848,1.078
1.0,0.29206291,1.078
1.0,0.29505413,1.078
1.0,0.29804891,1.078
1.0,0.3010348,1.078
1.0,0.30403678,1.078
1.0,0.30701752,1.078
1.0,0.30999715,1.08
1.0,0.31298156,1.08
1.0,0.31598557,1.08
1.0,0.31897822,1.082
1.0,0.32196239,1.08
1.0,0.32494228,1.082
1.0,0.32795311,1.082
1.0,0.33092815,1.082
1.0,0.33392191,1.082
1.0,0.33691472,1.084
1.0,0.33989126,1.084
1.0,0.34288191,1.084
1.0,0.34587276,1.084
1.0,0.34886346,1.084
1.0,0.35185765,1.084
1.0,0.35484405,1.084
1.0,0.35782037,1.086
1.0,0.36081959,1.088
1.0,0.3638112,1.088
1.0,0.36679376,1.088
1.0,0.36980013,1.088
1.0,0.37280176,1.088
1.0,0.37579476,1.088
1.0,0.37881122,1.09
1.0,0.38179963,1.09
1.0,0.38480533,1.092
1.0,0.39458522,1.092
1.0,0.39491502,1.092
1.0,0.39523424,1.092
1.0,0.39685033,1.092
1.0,0.40065446,1.092
1.0,0.4036663,1.094
1.0,0.40756635,1.094
1.0,0.40877111,1.094
1.0,0.41177904,1.094
1.0,0.4147782,1.094
1.0,0.41778293,1.094
1.0,0.42078291,1.096
1.0,0.42376232,1.096
1.0,0.42678859,1.096
1.0,0.42968059,1.096
1.0,0.43266935,1.098
1.0,0.43565541,1.1
1.0,0.43863741,1.1
1.0,0.44162698,1.102
1.0,0.44462918,1.102
1.0,0.44762328,1.106
1.0,0.45062626,1.108
1.0,0.45362763,1.11
1.0,0.45666683,1.11
1.0,0.45960983,1.11
1.0,0.46260976,1.112
1.0,0.46560902,1.112
1.0,0.46858933,1.114
1.0,0.47157965,1.114
1.0,0.4745837,1.114
1.0,0.47757222,1.114
1.0,0.48056235,1.116
1.0,0.48354587,1.116
1.0,0.48656915,1.116
1.0,0.48953752,1.116
1.0,0.49252787,1.116
1.0,0.49551911,1.118
1.0,0.49852607,1.118
1.0,0.50150991,1.118
1.0,0.50451144,1.12
1.0,0.50749196,1.122
1.0,0.5104933,1.122
1.0,0.51348124,1.122
1.0,0.51646963,1.122
1.0,0.51947296,1.124
1.0,0.5224638,1.124
1.0,0.52545293,1.124
1.0,0.52844946,1.124
1.0,0.5314308,1.124
1.0,0.53441881,1.126
1.0,0.53741922,1.126
1.0,0.54041002,1.126
1.0,0.54340106,1.128
1.0,0.5463872,1.128
1.0,0.54939459,1.13
1.0,0.55238839,1.132
1.0,0.55537183,1.132
1.0,0.55835939,1.132
1.0,0.56135528,1.134
1.0,0.56434415,1.134
1.0,0.5673247,1.134
1.0,0.57033493,1.136
1.0,0.57332535,1.138
1.0,0.58061785,1.136
1.0,0.58094885,1.138
1.0,0.58232417,1.138
1.0,0.59675774,1.14
1.0,0.59708952,1.14
1.0,0.59735976,1.14
1.0,0.59763213,1.14
1.0,0.59791254,1.142
1.0,0.60029839,1.142
1.0,0.6032745,1.144
1.0,0.60627369,1.144
1.0,0.60923946,1.144
1.0,0.61221748,1.146
1.0,0.61521644,1.148
1.0,0.61821682,1.148
1.0,0.62121561,1.15
1.0,0.62421691,1.15
1.0,0.62720774,1.15
1.0,0.63020759,1.15
1.0,0.63320865,1.15
1.0,0.6362097,1.15
