0,1,0.00141465, 0.606000 0.590000 0.330000 0.636000 0.478000 0.642000 0.708000 0.696000
0,1,0.00206026, 0.606000 0.590000 0.330000 0.636000 0.478000 0.642000 0.710000 0.696000
0,1,0.00309661, 0.584000 0.564000 0.288000 0.596000 0.462000 0.502000 0.674000 0.686000
0,1,0.00366882, 0.584000 0.564000 0.288000 0.596000 0.462000 0.500000 0.674000 0.684000
0,1,0.00422117, 0.584000 0.562000 0.288000 0.596000 0.464000 0.502000 0.674000 0.684000
0,1,0.0047718, 0.582000 0.566000 0.288000 0.596000 0.464000 0.502000 0.674000 0.684000
0,1,0.00532289, 0.582000 0.562000 0.286000 0.596000 0.464000 0.502000 0.674000 0.684000
0,1,0.00620293, 0.584000 0.564000 0.288000 0.596000 0.464000 0.502000 0.672000 0.684000
0,1,0.01138385, 0.584000 0.564000 0.288000 0.596000 0.464000 0.502000 0.672000 0.684000
0,1,0.0143582, 0.582000 0.564000 0.288000 0.596000 0.462000 0.502000 0.672000 0.684000
0,1,0.01744543, 0.582000 0.562000 0.286000 0.598000 0.462000 0.502000 0.672000 0.684000
0,1,0.01997863, 0.582000 0.562000 0.288000 0.598000 0.462000 0.502000 0.674000 0.684000
0,1,0.022529, 0.584000 0.564000 0.288000 0.598000 0.464000 0.502000 0.674000 0.682000
0,1,0.02506861, 0.584000 0.562000 0.288000 0.598000 0.462000 0.502000 0.672000 0.684000
0,1,0.027433, 0.582000 0.562000 0.288000 0.596000 0.462000 0.502000 0.672000 0.684000
0,1,0.02798906, 0.584000 0.562000 0.288000 0.598000 0.464000 0.502000 0.672000 0.684000
0,1,0.02854017, 0.582000 0.562000 0.288000 0.596000 0.462000 0.502000 0.674000 0.684000
0,1,0.02909854, 0.582000 0.562000 0.288000 0.598000 0.462000 0.502000 0.674000 0.684000
0,1,0.02964952, 0.582000 0.562000 0.286000 0.596000 0.464000 0.502000 0.674000 0.684000
0,1,0.03020054, 0.582000 0.562000 0.288000 0.598000 0.464000 0.502000 0.672000 0.684000
0,1,0.03068411, 0.584000 0.562000 0.288000 0.598000 0.464000 0.502000 0.672000 0.682000
0,1,0.03111333, 0.582000 0.562000 0.288000 0.596000 0.464000 0.502000 0.672000 0.682000
0,1,0.03154143, 0.582000 0.562000 0.288000 0.598000 0.464000 0.502000 0.672000 0.684000
0,1,0.03196885, 0.582000 0.562000 0.286000 0.598000 0.464000 0.502000 0.670000 0.682000
0,1,0.03244545, 0.582000 0.564000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.03288648, 0.582000 0.562000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.03337485, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.672000 0.684000
0,1,0.03395522, 0.582000 0.560000 0.288000 0.596000 0.462000 0.502000 0.672000 0.684000
0,1,0.03438969, 0.582000 0.560000 0.286000 0.598000 0.464000 0.502000 0.670000 0.684000
0,1,0.03481839, 0.582000 0.560000 0.290000 0.598000 0.464000 0.502000 0.672000 0.684000
0,1,0.03524478, 0.582000 0.558000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.0356713, 0.582000 0.560000 0.288000 0.598000 0.464000 0.502000 0.670000 0.682000
0,1,0.03609733, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.03657541, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.03711165, 0.584000 0.560000 0.288000 0.598000 0.464000 0.502000 0.670000 0.684000
0,1,0.03754541, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.03797361, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.03855285, 0.582000 0.558000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.03904052, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.682000
0,1,0.03957487, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.04001028, 0.582000 0.558000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.04043933, 0.582000 0.560000 0.288000 0.596000 0.462000 0.502000 0.670000 0.684000
0,1,0.04086824, 0.582000 0.558000 0.288000 0.596000 0.462000 0.502000 0.670000 0.684000
0,1,0.04129593, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.04187789, 0.582000 0.560000 0.286000 0.596000 0.462000 0.502000 0.670000 0.682000
0,1,0.0423767, 0.582000 0.558000 0.288000 0.596000 0.464000 0.502000 0.670000 0.682000
0,1,0.04284898, 0.582000 0.560000 0.290000 0.596000 0.464000 0.502000 0.670000 0.682000
0,1,0.04332983, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.682000
0,1,0.04381196, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.0442455, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.682000
0,1,0.04472685, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.682000
0,1,0.04523746, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.672000 0.682000
0,1,0.04567109, 0.582000 0.560000 0.286000 0.596000 0.464000 0.502000 0.670000 0.682000
0,1,0.04609943, 0.582000 0.560000 0.286000 0.596000 0.464000 0.502000 0.670000 0.682000
0,1,0.04652813, 0.582000 0.560000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.04700893, 0.582000 0.558000 0.288000 0.596000 0.464000 0.502000 0.670000 0.684000
0,1,0.04744363, 0.582000 0.560000 0.288000 0.596000 0.462000 0.502000 0.670000 0.682000
