Time,data
1714457302.7412257,0.010135561227798462
1714457304.1207485,0.03956790268421173
1714457305.440687,0.0366324819624424
1714457306.7807283,0.03220167011022568
1714457308.1111553,0.03916393592953682
1714457309.4808736,0.05166097730398178
1714457310.8507252,0.05470574274659157
1714457312.2110023,0.05578223615884781
1714457313.530882,0.05853402987122536
1714457314.800643,0.04854173958301544
1714457316.1718616,0.0577235072851181
1714457317.3907788,0.05758329853415489
1714457318.6808383,0.0583227202296257
1714457319.9306474,0.057334043085575104
1714457321.1720963,0.05489640310406685
1714457322.4108863,0.052339520305395126
1714457323.7406428,0.04492904990911484
1714457325.0008533,0.023599108681082726
1714457326.2708151,0.043050579726696014
1714457327.540902,0.04148009419441223
1714457328.8406568,0.05015834793448448
1714457330.122072,0.03988552838563919
1714457331.4006248,0.041254960000514984
1714457332.670645,0.03591291978955269
1714457333.9907222,0.03078595921397209
1714457335.3106031,0.024111000820994377
1714457336.5708451,0.028239374980330467
1714457337.8107078,0.02379954420030117
1714457339.060946,0.03511737659573555
1714457340.3607574,0.020252643153071404
1714457341.6709313,0.02208109013736248
1714457342.9908104,0.02424301952123642
1714457344.201095,0.02098056860268116
1714457345.4606695,0.033206596970558167
1714457346.7511601,0.048388779163360596
1714457347.9811878,0.03438080847263336
1714457349.210934,0.0462370403110981
1714457350.4806678,0.04035545140504837
1714457351.770682,0.04460030049085617
1714457353.0606527,0.03919592499732971
1714457354.3111496,0.026365388184785843
1714457355.5406408,0.03735022246837616
1714457356.8707705,0.03517386317253113
1714457358.1408813,0.036715757101774216
1714457359.3408139,0.019696839153766632
1714457360.570753,0.03156740218400955
1714457361.781387,0.04826120287179947
1714457363.0415614,0.04247798025608063
1714457364.3507133,0.024893904104828835
1714457365.6305823,0.038263171911239624
1714457366.8608043,0.03282184898853302
1714457368.1107643,0.023745832964777946
1714457369.3806424,0.03637109696865082
1714457370.5716138,0.04188387095928192
1714457371.8207822,0.04512488469481468
1714457373.1015542,0.04171329364180565
1714457374.3207893,0.0303580891340971
1714457375.7028992,0.03922826796770096
1714457376.962205,0.01945790834724903
1714457378.2308705,0.03277116268873215
1714457379.5510204,0.043414052575826645
1714457380.7909186,0.012508039362728596
1714457382.101894,0.018612954765558243
1714457383.3508656,0.03818210959434509
1714457384.6422594,0.04212026670575142
1714457385.9007673,0.033849384635686874
1714457387.2008085,0.032822731882333755
1714457388.4008641,0.025063080713152885
1714457389.4644258,0.0030851303599774837
1714457390.700655,0.00956148374825716
1714457391.9708333,0.025355691090226173
1714457393.2621849,0.0384080670773983
1714457394.5108085,0.034196432679891586
1714457395.7807941,0.0402570515871048
1714457397.0506883,0.04034259170293808
1714457398.2907739,0.03945010155439377
1714457399.580964,0.04002249613404274
1714457400.8508277,0.03344745561480522
1714457402.1606739,0.04390844330191612
1714457403.51067,0.013609199784696102
1714457404.8117266,0.021160174161195755
1714457406.0209877,0.005500952247530222
1714457407.3623216,0.018900897353887558
1714457408.6308115,0.0246189683675766
1714457409.870669,0.0023047246504575014
1714457411.2408757,0.0022899804171174765
1714457412.5921423,0.007629508152604103
1714457413.9409564,0.0
1714457415.320668,0.008767262101173401
1714457416.5509927,0.0
1714457417.800842,0.003239627927541733
1714457419.0507357,0.002798567758873105
1714457420.3104136,0.0
1714457421.6208205,0.0009389677434228361
1714457422.89092,0.004708667751401663
1714457424.1506975,0.000245794712100178
1714457425.4908903,0.0186837837100029
1714457426.880718,0.018828710541129112
1714457428.180846,0.022974612191319466
1714457429.441102,0.021330226212739944
1714457430.9111006,0.018341563642024994
1714457432.3309135,0.0
1714457433.820785,0.017807409167289734
1714457439.9106824,0.10032583773136139
1714457443.600868,0.19378428161144257
