,time,vout
8527,26.40403998,0.614
8528,26.40700104,0.618
8529,26.41022421,0.618
8530,26.4132118,0.622
8531,26.4162938,0.626
8532,26.4194771,0.628
8533,26.42256319,0.63
8534,26.425659,0.632
8535,26.42884513,0.634
8536,26.43191052,0.638
8537,26.43503978,0.64
8538,26.43814132,0.642
8539,26.44123311,0.644
8540,26.44438461,0.646
8541,26.44748887,0.646
8542,26.45063984,0.646
8543,26.45372376,0.648
8544,26.45690991,0.65
8545,26.45998637,0.652
8546,26.46317161,0.65
8547,26.46625632,0.65
8548,26.46940767,0.65
8549,26.47251748,0.652
8550,26.47561756,0.652
8551,26.47867311,0.654
8552,26.48186474,0.656
8553,26.48491978,0.656
8554,26.48803997,0.66
8555,26.49117411,0.66
8556,26.49432195,0.66
8557,26.49742402,0.66
8558,26.50047973,0.658
8559,26.50370104,0.662
8560,26.50676484,0.662
8561,26.50986958,0.662
8562,26.51302158,0.664
8563,26.51606984,0.668
8564,26.51924191,0.67
8565,26.52241656,0.674
8566,26.52547185,0.678
8567,26.5285651,0.682
8568,26.53167902,0.69
8569,26.53479174,0.692
8570,26.53795771,0.696
8571,26.54109837,0.698
8572,26.54424795,0.7
8573,26.54731948,0.702
8574,26.550452,0.706
8575,26.55355015,0.712
8576,26.55647902,0.718
8577,26.55962063,0.718
8578,26.562781,0.726
8579,26.56585848,0.732
8580,26.56897756,0.74
8581,26.57208574,0.746
8582,26.57526609,0.754
8583,26.57835391,0.76
8584,26.58145978,0.77
8585,26.5845788,0.776
8586,26.58770387,0.784
8587,26.59087997,0.786
8588,26.59394148,0.792
8589,26.59706958,0.8
8590,26.60017872,0.808
8591,26.60332428,0.814
8592,26.60644139,0.82
8593,26.60957941,0.824
8594,26.61268578,0.828
8595,26.61586121,0.832
8596,26.61895911,0.836
8597,26.62203263,0.842
8598,26.62520893,0.846
8599,26.62830224,0.852
8600,26.63141663,0.854
8601,26.63452752,0.856
8602,26.63765989,0.858
8603,26.6408305,0.858
8604,26.64390073,0.858
8605,26.64702948,0.86
8606,26.65012691,0.862
8607,26.6533405,0.864
8608,26.65635976,0.864
8609,26.65951093,0.862
8610,26.66262959,0.866
8611,26.6658271,0.862
8612,26.66887191,0.86
8613,26.67197076,0.858
8614,26.67513558,0.854
8615,26.67822815,0.848
8616,26.68134367,0.838
8617,26.68444804,0.83
8618,26.68757511,0.822
8619,26.69067856,0.804
8620,26.69383454,0.788
8621,26.69694274,0.762
8622,26.70008698,0.734
8623,26.70318248,0.7
8624,26.70632404,0.676
8625,26.70948358,0.644
8626,26.71256067,0.614
8627,26.71575758,0.586
8628,26.71883019,0.562
8629,26.72194723,0.538
8630,26.72511213,0.514
8631,26.72821626,0.494
8632,26.73135687,0.478
8633,26.73451243,0.456
8634,26.73761013,0.436
8635,26.74075991,0.428
8636,26.74388858,0.42
8637,26.74702478,0.408
8638,26.75021415,0.39
8639,26.75322026,0.37
8640,26.75622282,0.338
8641,26.75940252,0.314
8642,26.76246426,0.298
8643,26.7656463,0.27
8644,26.76882104,0.22
8645,26.77185565,0.194
8646,26.77508485,0.184
8647,26.77809347,0.18
8648,26.78122341,0.178
8649,26.78435545,0.18
8650,26.78748098,0.186
8651,26.79059065,0.188
8652,26.7937328,0.188
8653,26.79682928,0.19
8654,26.79993069,0.188
8655,26.80299158,0.188
8656,26.80610226,0.188
8657,26.80920058,0.19
8658,26.81232595,0.19
8659,26.81545369,0.19
8660,26.81855893,0.19
8661,26.82167763,0.19
8662,26.82489889,0.192
8663,26.82790417,0.19
8664,26.83105997,0.19
8665,26.83417502,0.192
8666,26.83728217,0.192
8667,26.84037691,0.192
8668,26.8434868,0.192
8669,26.84661013,0.192
8670,26.84973717,0.192
8671,26.85293909,0.192
8672,26.85598189,0.192
8673,26.85909548,0.194
8674,26.8622138,0.194
8675,26.86533615,0.194
8676,26.86846335,0.192
8677,26.87155993,0.192
8678,26.87470061,0.194
8679,26.87783667,0.196
8680,26.88093921,0.194
8681,26.88405769,0.196
8682,26.88746184,0.194
8683,26.89029382,0.194
8684,26.89340924,0.194
8685,26.89651515,0.194
8686,26.89965761,0.196
8687,26.90282869,0.194
8688,26.90590843,0.196
8689,26.90898517,0.194
8690,26.9121196,0.194
8691,26.91523067,0.196
8692,26.91840317,0.198
8693,26.92172595,0.196
8694,26.92458593,0.196
8695,26.92771639,0.196
8696,26.93090054,0.196
8697,26.93425415,0.198
8698,26.93709221,0.196
8699,26.94027389,0.196
8700,26.94332356,0.194
8701,26.94646228,0.196
8702,26.94965447,0.196
8703,26.95269415,0.196
8704,26.95585884,0.198
8705,26.95900604,0.198
8706,26.962054,0.2
8707,26.96543606,0.202
8708,26.96832539,0.2
8709,26.97142409,0.2
8710,26.97453028,0.202
8711,26.97792437,0.204
8712,26.98077802,0.204
8713,26.98391432,0.208
8714,26.98701537,0.21
8715,26.99020971,0.216
8716,26.99325119,0.216
8717,26.9963778,0.222
8718,26.99977984,0.224
8719,27.00260447,0.226
8720,27.00575022,0.232
8721,27.00886848,0.234
8722,27.01220508,0.238
8723,27.01512495,0.24
8724,27.01820154,0.246
8725,27.02135693,0.25
8726,27.0244585,0.254
8727,27.02756487,0.256
8728,27.03069021,0.26
8729,27.03386419,0.26
8730,27.03693408,0.264
8731,27.04008584,0.264
8732,27.04318789,0.268
8733,27.0463225,0.268
8734,27.0494415,0.272
8735,27.05259613,0.274
8736,27.05571795,0.274
8737,27.05886232,0.274
8738,27.061947,0.276
8739,27.06506413,0.276
8740,27.06816839,0.276
8741,27.07127026,0.276
8742,27.07440945,0.276
8743,27.0775618,0.276
8744,27.08064428,0.276
8745,27.08377839,0.274
8746,27.08694037,0.276
8747,27.09001211,0.274
8748,27.09313021,0.276
8749,27.09626272,0.276
8750,27.09937971,0.276
8751,27.10253024,0.276
8752,27.10562974,0.278
8753,27.10874576,0.278
8754,27.11188037,0.276
8755,27.11499867,0.278
8756,27.11814496,0.278
8757,27.12122452,0.28
8758,27.12437619,0.278
8759,27.12747593,0.28
8760,27.13060337,0.28
8761,27.13372791,0.282
8762,27.13689148,0.284
8763,27.14001034,0.284
8764,27.14313006,0.286
8765,27.14624771,0.286
8766,27.14935461,0.288
8767,27.15251828,0.29
8768,27.15558359,0.292
8769,27.15872722,0.29
8770,27.16178656,0.292
8771,27.16499706,0.29
8772,27.16807202,0.288
8773,27.17118048,0.286
8774,27.17427756,0.286
8775,27.1773993,0.286
8776,27.18050828,0.284
8777,27.18363054,0.284
8778,27.18673193,0.282
8779,27.1899333,0.278
8780,27.19304885,0.276
8781,27.19609026,0.272
8782,27.19927587,0.268
8783,27.20237237,0.246
8784,27.20544832,0.212
8785,27.20856978,0.208
8786,27.21173193,0.208
8787,27.21483982,0.21
8788,27.21794584,0.21
8789,27.22109661,0.214
8790,27.224156,0.216
8791,27.22726774,0.214
8792,27.23039346,0.212
8793,27.23352398,0.208
8794,27.23668672,0.206
8795,27.23979126,0.206
8796,27.24289791,0.206
8797,27.24606035,0.204
8798,27.2491213,0.206
8799,27.25229806,0.206
8800,27.25534752,0.206
8801,27.25851354,0.21
8802,27.26192208,0.21
8803,27.26498813,0.214
8804,27.26819815,0.22
8805,27.27121522,0.218
8806,27.27434289,0.222
8807,27.27746739,0.226
8808,27.28057687,0.228
8809,27.28381495,0.23
8810,27.28686235,0.234
8811,27.28998648,0.246
8812,27.29309415,0.254
