Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,data_10,data_11,data_12,data_13,data_14,data_15,data_16,data_17,data_18,data_19,data_20
1714299012.4543588,[],0,96.61000061035156,1.059999942779541,-123.04000091552734,101.73999786376953,1.7999999523162842,176.13999938964844,93.55000305175781,-10.920000076293945,-156.66000366210938,90.11000061035156,1.0399999618530273,33.560001373291016,88.55999755859375,-7.539999961853027,-87.5999984741211,99.33000183105469,4.559999942779541,-99.80999755859375,85.18000030517578,-4.170000076293945,58.15999984741211
