Time,layout.dim,layout.data_offset,data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8
1692168196.876161,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2695800065994263,-0.060630060732364655,-4.993107318878174,0.0,0.0
1692168196.8810043,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2027599811553955,-0.05743900686502457,-4.993107318878174,0.0,0.0
1692168196.8860412,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
1692168196.8910575,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2181799411773682,-0.058175403624773026,-4.993107318878174,0.0,0.0
1692168196.8961208,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.1976200342178345,-0.057193540036678314,-4.993107318878174,0.0,0.0
1692168196.90102,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2284599542617798,-0.05866633728146553,-4.993107318878174,0.0,0.0
1692168196.9060462,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.243880033493042,-0.05940273404121399,-4.993107318878174,0.0,0.0
1692168196.911032,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3209799528121948,-0.06308472156524658,-4.993107318878174,0.0,0.0
1692168196.916042,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2695800065994263,-0.060630060732364655,-4.993107318878174,0.0,0.0
1692168196.9210293,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2644399404525757,-0.0603845976293087,-4.993107318878174,0.0,0.0
1692168196.9260366,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2284599542617798,-0.05866633728146553,-4.993107318878174,0.0,0.0
1692168196.9310281,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2284599542617798,-0.05866633728146553,-4.993107318878174,0.0,0.0
1692168196.9360018,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.243880033493042,-0.05940273404121399,-4.993107318878174,0.0,0.0
1692168196.9409924,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3055599927902222,-0.06234832480549812,-4.993107318878174,0.0,0.0
1692168196.945997,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2284599542617798,-0.05866633728146553,-4.993107318878174,0.0,0.0
1692168196.951186,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2130399942398071,-0.05792993679642677,-4.993107318878174,0.0,0.0
1692168196.956077,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2130399942398071,-0.05792993679642677,-4.993107318878174,0.0,0.0
1692168196.9610639,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.284999966621399,-0.06136646121740341,-4.993107318878174,0.0,0.0
1692168196.9661164,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3055599927902222,-0.06234832480549812,-4.993107318878174,0.0,0.0
1692168196.9710014,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3158400058746338,-0.06283925473690033,-4.993107318878174,0.0,0.0
1692168196.9760804,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3004200458526611,-0.06210285797715187,-4.993107318878174,0.0,0.0
1692168196.9811633,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
1692168196.9860427,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2284599542617798,-0.05866633728146553,-4.993107318878174,0.0,0.0
1692168196.9909961,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2644399404525757,-0.0603845976293087,-4.993107318878174,0.0,0.0
1692168196.9964018,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2644399404525757,-0.0603845976293087,-4.993107318878174,0.0,0.0
1692168197.0010808,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3055599927902222,-0.06234832480549812,-4.993107318878174,0.0,0.0
1692168197.0060036,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.1667799949645996,-0.055720746517181396,-4.993107318878174,0.0,0.0
1692168197.0110462,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2336000204086304,-0.058911800384521484,-4.993107318878174,0.0,0.0
1692168197.0160627,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.1976200342178345,-0.057193540036678314,-4.993107318878174,0.0,0.0
1692168197.021006,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2284599542617798,-0.05866633728146553,-4.993107318878174,0.0,0.0
1692168197.026048,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.279860019683838,-0.06112099438905716,-4.993107318878174,0.0,0.0
1692168197.03105,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.279860019683838,-0.06112099438905716,-4.993107318878174,0.0,0.0
1692168197.0360367,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
1692168197.0410576,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2644399404525757,-0.0603845976293087,-4.993107318878174,0.0,0.0
1692168197.0460258,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
1692168197.0510705,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2027599811553955,-0.05743900686502457,-4.993107318878174,0.0,0.0
1692168197.0560446,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.1976200342178345,-0.057193540036678314,-4.993107318878174,0.0,0.0
1692168197.0610058,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2130399942398071,-0.05792993679642677,-4.993107318878174,0.0,0.0
1692168197.0660322,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
1692168197.0710187,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2027599811553955,-0.05743900686502457,-4.993107318878174,0.0,0.0
1692168197.0760212,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.1873400211334229,-0.05670261010527611,-4.993107318878174,0.0,0.0
1692168197.0810437,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.1924799680709839,-0.05694807320833206,-4.993107318878174,0.0,0.0
1692168197.0861497,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
1692168197.091101,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
1692168197.0961,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2181799411773682,-0.058175403624773026,-4.993107318878174,0.0,0.0
1692168197.1010704,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2336000204086304,-0.058911800384521484,-4.993107318878174,0.0,0.0
1692168197.1060345,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2336000204086304,-0.058911800384521484,-4.993107318878174,0.0,0.0
1692168197.1110196,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.1924799680709839,-0.05694807320833206,-4.993107318878174,0.0,0.0
1692168197.116032,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2695800065994263,-0.060630060732364655,-4.993107318878174,0.0,0.0
1692168197.121025,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.1667799949645996,-0.055720746517181396,-4.993107318878174,0.0,0.0
1692168197.1260173,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
1692168197.131062,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
1692168197.1359963,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.3312599658966064,-0.06357565522193909,-4.993107318878174,0.0,0.0
1692168197.1410055,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2695800065994263,-0.060630060732364655,-4.993107318878174,0.0,0.0
1692168197.146008,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2336000204086304,-0.058911800384521484,-4.993107318878174,0.0,0.0
1692168197.1510062,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.336400032043457,-0.06382112205028534,-4.993107318878174,0.0,0.0
1692168197.1561298,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2695800065994263,-0.060630060732364655,-4.993107318878174,0.0,0.0
1692168197.1610909,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.2336000204086304,-0.058911800384521484,-4.993107318878174,0.0,0.0
1692168197.1660337,[],0,0.0,1.0,-0.05999999865889549,0.0,-1.249019980430603,-0.05964820086956024,-4.993107318878174,0.0,0.0
