Time,Displacement,Force,Compressive displacement,voltage_1
0.0,0.017,0.1012,0.0,0.0602
0.005,0.017,0.1011,0.0,0.0602
0.01,0.017,0.1011,0.0,0.0603
0.015,0.017,0.1011,0.0,0.0602
0.02,0.017,0.1011,0.0,0.0602
0.025,0.017,0.1009,0.0,0.0603
0.03,0.017,0.1006,0.0,0.0602
0.035,0.017,0.1005,0.0,0.0602
0.04,0.017,0.1005,0.0,0.0602
0.045,0.0171,0.1006,0.0,0.0603
0.05,0.0171,0.101,0.0001,0.0602
0.055,0.0172,0.1015,0.0002,0.0602
0.06,0.0175,0.1018,0.0005,0.0603
0.065,0.018,0.1023,0.001,0.0602
0.07,0.0186,0.103,0.0016,0.0602
0.075,0.0195,0.1044,0.0025,0.0603
0.08,0.0206,0.1064,0.0036,0.0602
0.085,0.0219,0.1088,0.0049,0.0602
0.09,0.0233,0.1112,0.0063,0.0602
0.095,0.0247,0.1138,0.0077,0.0603
0.1,0.0262,0.1165,0.0092,0.0602
0.105,0.0278,0.1198,0.0107,0.0602
0.11,0.0294,0.1237,0.0124,0.0603
0.115,0.031,0.1284,0.014,0.0602
0.12,0.0326,0.1335,0.0156,0.0602
0.125,0.0342,0.1387,0.0172,0.0603
0.13,0.0358,0.1439,0.0188,0.0603
0.135,0.0373,0.1488,0.0203,0.0602
0.14,0.0388,0.1538,0.0218,0.0603
0.145,0.0402,0.1591,0.0232,0.0603
0.15,0.0417,0.1644,0.0246,0.0602
0.155,0.0431,0.1699,0.0261,0.0602
0.16,0.0447,0.1753,0.0277,0.0603
0.165,0.0462,0.1803,0.0292,0.0602
0.17,0.0479,0.185,0.0308,0.0602
0.175,0.0495,0.1894,0.0325,0.0603
0.18,0.0511,0.194,0.0341,0.0603
0.185,0.0527,0.1986,0.0357,0.0602
0.19,0.0542,0.2032,0.0372,0.0603
0.195,0.0556,0.2076,0.0386,0.0603
0.2,0.057,0.212,0.04,0.0602
0.205,0.0583,0.2165,0.0413,0.0602
0.21,0.0596,0.2209,0.0426,0.0603
0.215,0.061,0.2253,0.044,0.0602
0.22,0.0624,0.2297,0.0454,0.0602
0.225,0.0639,0.234,0.0468,0.0603
0.23,0.0654,0.2384,0.0484,0.0602
0.235,0.0669,0.2427,0.0499,0.0602
0.24,0.0686,0.2471,0.0516,0.0602
0.245,0.0702,0.2513,0.0532,0.0603
0.25,0.0719,0.2554,0.0548,0.0602
0.255,0.0734,0.2594,0.0564,0.0602
0.26,0.0748,0.2632,0.0578,0.0603
0.265,0.076,0.2671,0.059,0.0602
0.27,0.0773,0.2709,0.0603,0.0602
0.275,0.0785,0.2748,0.0615,0.0603
0.28,0.0797,0.2788,0.0627,0.0602
0.285,0.081,0.2826,0.0639,0.0602
0.29,0.0823,0.2865,0.0653,0.0602
0.295,0.0837,0.2903,0.0667,0.0603
0.3,0.0851,0.294,0.0681,0.0602
0.305,0.0866,0.2977,0.0696,0.0602
0.31,0.0881,0.3013,0.0711,0.0603
0.315,0.0895,0.3049,0.0725,0.0602
0.32,0.091,0.3087,0.074,0.0602
0.325,0.0925,0.3126,0.0754,0.0603
0.33,0.0939,0.3164,0.0769,0.0603
0.335,0.0954,0.3204,0.0784,0.0602
0.34,0.097,0.3243,0.08,0.0603
0.345,0.0986,0.3286,0.0816,0.0603
0.35,0.1003,0.3331,0.0833,0.0602
0.355,0.1019,0.3377,0.0849,0.0602
0.36,0.1035,0.3423,0.0865,0.0603
0.365,0.105,0.3468,0.088,0.0602
0.37,0.1065,0.351,0.0895,0.0602
0.375,0.108,0.3551,0.091,0.0603
0.38,0.1095,0.3592,0.0925,0.0603
0.385,0.1109,0.3634,0.0939,0.0602
0.39,0.1124,0.3678,0.0954,0.0602
0.395,0.1139,0.3724,0.0969,0.0603
0.4,0.1156,0.377,0.0985,0.0602
0.405,0.1172,0.3816,0.1002,0.0602
0.41,0.119,0.386,0.102,0.0603
0.415,0.1208,0.3904,0.1038,0.0602
0.42,0.1225,0.3945,0.1055,0.0602
0.425,0.1243,0.3988,0.1073,0.0603
0.43,0.1259,0.4031,0.1089,0.0602
0.435,0.1275,0.4073,0.1104,0.0602
0.44,0.1288,0.4116,0.1118,0.0602
0.445,0.1302,0.4157,0.1131,0.0603
0.45,0.1314,0.4197,0.1144,0.0602
0.455,0.1326,0.4238,0.1156,0.0602
0.46,0.1339,0.428,0.1169,0.0603
0.465,0.1352,0.4323,0.1182,0.0602
0.47,0.1365,0.4364,0.1195,0.0602
0.475,0.1379,0.4403,0.1209,0.0603
0.48,0.1393,0.4439,0.1223,0.0602
0.485,0.1407,0.4475,0.1237,0.0602
0.49,0.1421,0.4507,0.1251,0.0602
0.495,0.1435,0.4539,0.1265,0.0603
0.5,0.1449,0.457,0.1279,0.0602
0.505,0.1463,0.4603,0.1293,0.0602
0.51,0.1478,0.4638,0.1308,0.0603
0.515,0.1494,0.4676,0.1323,0.0602
0.52,0.1509,0.4716,0.1339,0.0602
0.525,0.1525,0.4758,0.1355,0.0603
0.53,0.1541,0.4799,0.1371,0.0603
0.535,0.1557,0.4838,0.1387,0.0602
0.54,0.1574,0.4875,0.1404,0.0603
0.545,0.1589,0.4913,0.1419,0.0603
0.55,0.1604,0.4953,0.1434,0.0602
0.555,0.1619,0.4996,0.1449,0.0602
0.56,0.1634,0.5042,0.1464,0.0603
0.565,0.1648,0.5088,0.1478,0.0602
0.57,0.1663,0.513,0.1493,0.0602
0.575,0.1678,0.5172,0.1508,0.0603
0.58,0.1694,0.5214,0.1524,0.0603
0.585,0.171,0.5258,0.154,0.0602
0.59,0.1727,0.5305,0.1557,0.0602
0.595,0.1743,0.5351,0.1573,0.0603
0.6,0.176,0.5396,0.159,0.0602
0.605,0.1775,0.5437,0.1605,0.0602
