time,R lateral heel,R fifth metatarsal head,R third metatarsal head,R second toe,R first toe,R first metatarsal head,R medial heel,R heel
0.0020592700000037,4.061279296875,5.927490234375,8.96295166015625,4.4464111328125,5.05755615234375,7.1220703125,5.443359375,2.52569580078125
0.0051515899999969,4.0830078125,5.943115234375,8.84100341796875,4.4464111328125,5.016754150390625,7.1220703125,5.39599609375,2.52569580078125
0.0082347399999918,4.11181640625,5.943115234375,8.8778076171875,4.458251953125,4.991958618164063,7.0654296875,5.3544921875,2.4676513671875
0.0113954999999918,4.11181640625,5.963623046875,8.84100341796875,4.4844970703125,4.93670654296875,7.0361328125,5.34130859375,2.4268798828125
0.014466310000003,4.14599609375,5.994873046875,8.8778076171875,4.50634765625,4.8651275634765625,7.00732421875,5.30126953125,2.4268798828125
0.0175786799999997,4.155517578125,6.0152587890625,8.8778076171875,4.5257568359375,4.8299560546875,7.00732421875,5.26171875,2.4102783203125
0.0207037899999988,4.155517578125,6.03857421875,8.91357421875,4.5257568359375,4.796142578125,6.9833984375,5.2431640625,2.4102783203125
0.023853939999995,4.171142578125,6.06494140625,9.00140380859375,4.5693359375,4.796142578125,6.947509765625,5.2431640625,2.4102783203125
0.0269759999999905,4.171142578125,6.10546875,8.91357421875,4.5450439453125,4.7686309814453125,6.897216796875,5.20654296875,2.39190673828125
0.0300406100000003,4.205322265625,6.1319580078125,8.91357421875,4.5845947265625,4.7569732666015625,6.897216796875,5.20654296875,2.39190673828125
0.0331623299999961,4.1865234375,6.1319580078125,8.96295166015625,4.6329345703125,4.7411651611328125,6.870361328125,5.1845703125,2.37200927734375
0.0363285899999965,4.2197265625,6.1319580078125,9.00140380859375,4.6453857421875,4.7411651611328125,6.870361328125,5.1669921875,2.35321044921875
0.0394024599999909,4.205322265625,6.171142578125,9.00140380859375,4.6883544921875,4.7411651611328125,6.870361328125,5.14453125,2.29962158203125
0.0425226299999934,4.2197265625,6.171142578125,9.0386962890625,4.6697998046875,4.7411651611328125,6.8447265625,5.12255859375,2.27777099609375
0.0456869799999992,4.2197265625,6.185546875,9.0386962890625,4.710693359375,4.7411651611328125,6.8447265625,5.11767578125,2.27777099609375
0.048780679999993,4.2197265625,6.185546875,9.0386962890625,4.710693359375,4.7299652099609375,6.8447265625,5.10107421875,2.22015380859375
0.0518877199999963,4.2197265625,6.213623046875,9.0791015625,4.7296142578125,4.7569732666015625,6.8447265625,5.10107421875,2.17999267578125
0.0549658700000037,4.2197265625,6.224365234375,9.0791015625,4.7667236328125,4.7411651611328125,6.8447265625,5.06591796875,2.1624755859375
0.0580916400000006,4.2197265625,6.224365234375,9.0791015625,4.7667236328125,4.7411651611328125,6.8447265625,5.048828125,2.14178466796875
0.0612087899999949,4.205322265625,6.25048828125,9.0791015625,4.8515625,4.7411651611328125,6.870361328125,5.03759765625,2.12286376953125
0.0643350900000001,4.205322265625,6.25048828125,9.1702880859375,4.8255615234375,4.7299652099609375,6.870361328125,5.0087890625,2.08282470703125
0.0674348699999995,4.205322265625,6.2705078125,9.1702880859375,4.8675537109375,4.7411651611328125,6.870361328125,4.990234375,2.08282470703125
0.0705895099999907,4.2197265625,6.296142578125,9.1702880859375,4.8675537109375,4.7411651611328125,6.870361328125,4.98046875,2.102783203125
0.0737011599999988,4.205322265625,6.296142578125,9.209228515625,4.9107666015625,4.7569732666015625,6.870361328125,4.96533203125,2.0631103515625
