time,L lateral calcaneal tuberosity,L fifth metatarsal head,L third metatarsal head,L second toe,L first toe,L first metatarsal head,L medial calcaneal tuberosity,L calcaneal tuberosity
0.0009909099999987347,0.443359375,1.89495849609375,0.5296630859375,0.24932861328125,1.4884033203125,0.772216796875,1.273193359375,1.10693359375
0.004116650000000277,0.443359375,1.90753173828125,0.5296630859375,0.2239990234375,1.4954833984375,0.772216796875,1.22900390625,1.10693359375
0.007243129999991993,0.41650390625,1.91644287109375,0.4869384765625,0.234466552734375,1.4884033203125,0.772216796875,1.1904296875,1.1119384765625
0.010364060000000563,0.443359375,1.90753173828125,0.4869384765625,0.2077789306640625,1.4884033203125,0.752197265625,1.056396484375,1.1119384765625
0.0134942800000033,0.443359375,1.89495849609375,0.4869384765625,0.234466552734375,1.4884033203125,0.752197265625,1.056396484375,1.1119384765625
0.016678360000000225,0.443359375,1.90753173828125,0.5296630859375,0.263671875,1.4954833984375,0.772216796875,1.056396484375,1.1119384765625
0.019745970000002444,0.443359375,1.89495849609375,0.4869384765625,0.2239990234375,1.4884033203125,0.772216796875,1.056396484375,1.1119384765625
0.022874860000001718,0.41650390625,1.89495849609375,0.4869384765625,0.24932861328125,1.4884033203125,0.752197265625,1.056396484375,1.1119384765625
0.025991649999994593,0.443359375,1.90753173828125,0.5296630859375,0.24932861328125,1.4954833984375,0.772216796875,1.056396484375,1.1119384765625
0.029120489999996835,0.41650390625,1.89495849609375,0.5296630859375,0.234466552734375,1.4954833984375,0.772216796875,1.0078125,1.10693359375
0.032246430000000714,0.443359375,1.89495849609375,0.5296630859375,0.24932861328125,1.4884033203125,0.772216796875,1.056396484375,1.10693359375
0.035368890000000874,0.4683837890625,1.89495849609375,0.4869384765625,0.24932861328125,1.4954833984375,0.772216796875,1.056396484375,1.1119384765625
0.03850274999999215,0.4683837890625,1.89495849609375,0.4869384765625,0.263671875,1.4954833984375,0.772216796875,1.0078125,1.1119384765625
0.04167798999999661,0.4683837890625,1.90753173828125,0.4447021484375,0.234466552734375,1.4954833984375,0.772216796875,1.056396484375,1.1119384765625
0.04475510000000327,0.49462890625,1.91644287109375,0.5296630859375,0.234466552734375,1.4884033203125,0.772216796875,1.056396484375,1.1119384765625
0.047881500000002575,0.49462890625,1.90753173828125,0.5296630859375,0.263671875,1.4954833984375,0.772216796875,1.056396484375,1.1197509765625
0.05101252000000045,0.443359375,1.91644287109375,0.4869384765625,0.24932861328125,1.4954833984375,0.752197265625,1.056396484375,1.10693359375
0.054140469999993,0.4683837890625,1.91644287109375,0.5296630859375,0.24932861328125,1.4954833984375,0.772216796875,1.056396484375,1.10693359375
0.05725896999999236,0.443359375,1.91644287109375,0.567626953125,0.24932861328125,1.4954833984375,0.772216796875,1.056396484375,1.1119384765625
0.060389739999990866,0.4683837890625,1.92718505859375,0.4869384765625,0.263671875,1.4954833984375,0.772216796875,1.0078125,1.1119384765625
0.06351298999999244,0.49462890625,1.90753173828125,0.5296630859375,0.24932861328125,1.4954833984375,0.772216796875,1.0078125,1.1119384765625
0.06668754000000376,0.49462890625,1.91644287109375,0.5296630859375,0.24932861328125,1.4954833984375,0.752197265625,1.0078125,1.1119384765625
0.06978404000000182,0.4683837890625,1.91644287109375,0.4869384765625,0.24932861328125,1.4954833984375,0.752197265625,1.0078125,1.1197509765625
0.0728934699999968,0.41650390625,1.90753173828125,0.5296630859375,0.234466552734375,1.4954833984375,0.772216796875,1.056396484375,1.10693359375
0.07601291000000288,0.4683837890625,1.91644287109375,0.4869384765625,0.24932861328125,1.4954833984375,0.772216796875,1.056396484375,1.1119384765625
0.07914803999999265,0.443359375,1.91644287109375,0.4869384765625,0.24932861328125,1.4954833984375,0.772216796875,1.056396484375,1.1119384765625
0.08227750000000356,0.4683837890625,1.90753173828125,0.4869384765625,0.263671875,1.4954833984375,0.772216796875,1.22900390625,1.1119384765625
0.08540232000000003,0.4683837890625,1.92718505859375,0.4869384765625,0.234466552734375,1.4954833984375,0.752197265625,1.22900390625,1.1119384765625
0.08852537999999299,0.4683837890625,1.91644287109375,0.4869384765625,0.263671875,1.4954833984375,0.752197265625,1.22900390625,1.1119384765625
0.09168180000000348,0.4683837890625,1.91644287109375,0.567626953125,0.24932861328125,1.4954833984375,0.752197265625,1.22900390625,1.1197509765625
0.09478794999999707,0.4683837890625,1.92718505859375,0.5296630859375,0.24932861328125,1.4954833984375,0.772216796875,1.273193359375,1.1119384765625
0.09793630000000064,0.443359375,1.92718505859375,0.5296630859375,0.24932861328125,1.4954833984375,0.752197265625,1.273193359375,1.1197509765625
0.10104246999999589,0.443359375,1.91644287109375,0.5296630859375,0.234466552734375,1.4954833984375,0.772216796875,1.22900390625,1.1119384765625
0.1041979700000013,0.443359375,1.90753173828125,0.4869384765625,0.24932861328125,1.4954833984375,0.772216796875,1.22900390625,1.1119384765625
0.1073056500000007,0.4683837890625,1.91644287109375,0.5296630859375,0.24932861328125,1.4884033203125,0.772216796875,1.273193359375,1.1119384765625
0.11043123000000321,0.4683837890625,1.90753173828125,0.4869384765625,0.2077789306640625,1.4954833984375,0.772216796875,1.273193359375,1.1119384765625
0.11362475999999333,0.4683837890625,1.92718505859375,0.5296630859375,0.234466552734375,1.4954833984375,0.772216796875,1.273193359375,1.1119384765625
0.11669872999999598,0.49462890625,1.91644287109375,0.5296630859375,0.2239990234375,1.4954833984375,0.772216796875,1.273193359375,1.1119384765625
0.11982405999999912,0.4683837890625,1.91644287109375,0.4869384765625,0.234466552734375,1.4954833984375,0.772216796875,1.273193359375,1.1119384765625
