time,R lateral calcaneal tuberosity,R fifth metatarsal head,R second toe,R third metatarsal head,R first toe,R first metatarsal head,R medial calcaneal tuberosity,R calcaneal tuberosity
0.0016111300000005713,0.3736572265625,1.489990234375,2.5186767578125,0.61273193359375,3.37261962890625,0.56072998046875,1.863037109375,1.782073974609375
0.004737599999998565,0.3192138671875,1.489990234375,2.5025634765625,0.61273193359375,3.35943603515625,0.489501953125,1.863037109375,1.784088134765625
0.007845119999998929,0.3736572265625,1.489990234375,2.5025634765625,0.70880126953125,3.35943603515625,0.489501953125,1.863037109375,1.784088134765625
0.010982149999996693,0.42449951171875,1.489990234375,2.5025634765625,0.70880126953125,3.35943603515625,0.56072998046875,1.8453369140625,1.782318115234375
0.014111890000002347,0.3736572265625,1.489990234375,2.48443603515625,0.61273193359375,3.31488037109375,0.489501953125,1.8453369140625,1.783447265625
0.01723613000000057,0.42449951171875,1.489990234375,2.48443603515625,0.70880126953125,3.31488037109375,0.489501953125,1.8453369140625,1.782623291015625
0.020343560000000593,0.42449951171875,1.489990234375,2.5025634765625,0.61273193359375,3.2855377197265625,0.56072998046875,1.8453369140625,1.783203125
0.023529889999998943,0.3736572265625,1.44482421875,2.470062255859375,0.61273193359375,3.2554931640625,0.56072998046875,1.863037109375,1.783203125
0.026612909999997214,0.3192138671875,1.44482421875,2.452239990234375,0.61273193359375,3.2554931640625,0.56072998046875,1.8453369140625,1.783203125
0.029749379999998382,0.3736572265625,1.489990234375,2.470062255859375,0.5111083984375,3.2261962890625,0.56072998046875,1.8453369140625,1.782318115234375
0.03287475999999856,0.3736572265625,1.44482421875,2.452239990234375,0.5111083984375,3.2261962890625,0.489501953125,1.8287353515625,1.783447265625
0.036031889999996736,0.42449951171875,1.44482421875,2.436431884765625,0.61273193359375,3.2261962890625,0.489501953125,1.8287353515625,1.783447265625
0.03918955999999696,0.3736572265625,1.489990234375,2.3990478515625,0.61273193359375,3.2407073974609375,0.56072998046875,1.8287353515625,1.781341552734375
0.042262379999996824,0.3736572265625,1.44482421875,2.416961669921875,0.61273193359375,3.2261962890625,0.56072998046875,1.8287353515625,1.78173828125
0.04540695000000028,0.42449951171875,1.44482421875,2.3990478515625,0.70880126953125,3.2261962890625,0.56072998046875,1.80987548828125,1.78173828125
0.048533300000002555,0.3736572265625,1.489990234375,2.38201904296875,0.61273193359375,3.2107696533203125,0.56072998046875,1.8287353515625,1.78173828125
0.0516857499999972,0.3736572265625,1.489990234375,2.3663330078125,0.61273193359375,3.2107696533203125,0.56072998046875,1.8287353515625,1.781402587890625
0.054775990000003105,0.3736572265625,1.489990234375,2.3466796875,0.61273193359375,3.1928253173828125,0.56072998046875,1.8287353515625,1.78173828125
