time,R lateral heel,R fifth metatarsal head,R second toe,R third metatarsal head,R first toe,R first metatarsal head,R medial heel,R heel
0.0,4.1353759765625,5.97998046875,3.58892822265625,5.618896484375,3.544769287109375,2.33380126953125,6.286376953125,5.822845458984375
0.00154546,4.1353759765625,5.97998046875,3.57379150390625,5.618896484375,3.5566864013671875,2.34033203125,6.286376953125,5.822845458984375
0.002115,3.6669921875,4.69580078125,3.52032470703125,5.1112060546875,3.731597900390625,2.10858154296875,5.891357421875,7.05902099609375
0.00266553,3.6669921875,4.716064453125,3.52032470703125,5.1201171875,3.731597900390625,2.11956787109375,5.891357421875,7.05902099609375
0.00321603,3.6834716796875,4.716064453125,3.52032470703125,5.142822265625,3.731597900390625,2.10858154296875,5.891357421875,7.05902099609375
0.00376337,3.6669921875,4.731201171875,3.53302001953125,5.1549072265625,3.731597900390625,2.10858154296875,5.902587890625,7.05902099609375
0.0043117,3.69732666015625,4.731201171875,3.52032470703125,5.165283203125,3.731597900390625,2.13055419921875,5.902587890625,7.05902099609375
0.00486038,3.6834716796875,4.7607421875,3.52032470703125,5.1885986328125,3.731597900390625,2.11956787109375,5.902587890625,7.091522216796875
0.00540827,3.6834716796875,4.7607421875,3.52032470703125,5.1776123046875,3.731597900390625,2.11956787109375,5.91455078125,7.091522216796875
0.00595622,3.69732666015625,4.77734375,3.53302001953125,5.1885986328125,3.731597900390625,2.13055419921875,5.91455078125,7.091522216796875
0.00650546,3.69732666015625,4.79150390625,3.52032470703125,5.2174072265625,3.731597900390625,2.14154052734375,5.928466796875,7.05902099609375
0.00705294,3.69732666015625,4.79150390625,3.53302001953125,5.23876953125,3.731597900390625,2.13055419921875,5.91455078125,7.05902099609375
0.00760092,3.71136474609375,4.79150390625,3.53302001953125,5.2476806640625,3.731597900390625,2.14154052734375,5.928466796875,7.091522216796875
0.00815101,3.725341796875,4.79833984375,3.53302001953125,5.25732421875,3.731597900390625,2.1512451171875,5.9560546875,7.091522216796875
0.00869942,3.73870849609375,4.822998046875,3.54736328125,5.2796630859375,3.7437591552734375,2.1512451171875,5.9560546875,7.126800537109375
0.00924731,3.725341796875,4.835205078125,3.54736328125,5.2977294921875,3.731597900390625,2.1512451171875,5.9560546875,7.091522216796875
0.00979638,3.73870849609375,4.8505859375,3.54736328125,5.319580078125,3.731597900390625,2.1512451171875,5.9833984375,7.126800537109375
0.01033868,3.73870849609375,4.8505859375,3.54736328125,5.319580078125,3.731597900390625,2.1512451171875,5.971923828125,7.091522216796875
0.01088492,3.73870849609375,4.8505859375,3.56121826171875,5.338134765625,3.7437591552734375,2.1512451171875,5.9833984375,7.126800537109375
0.0125295,3.7542724609375,4.8662109375,3.54736328125,5.338134765625,3.754974365234375,2.1512451171875,5.971923828125,7.126800537109375
0.0131324,3.73870849609375,4.8662109375,3.56121826171875,5.3489990234375,3.7437591552734375,2.14154052734375,5.971923828125,7.126800537109375
0.01361722,3.7542724609375,4.8837890625,3.56121826171875,5.3489990234375,3.754974365234375,2.1512451171875,5.9833984375,7.091522216796875
0.01459575,3.7542724609375,4.8837890625,3.56121826171875,5.3489990234375,3.754974365234375,2.1512451171875,5.9833984375,7.126800537109375
0.01515388,3.7542724609375,4.8837890625,3.56121826171875,5.3489990234375,3.7437591552734375,2.1512451171875,5.9833984375,7.091522216796875
0.01563907,3.7542724609375,4.8837890625,3.54736328125,5.3489990234375,3.731597900390625,2.1512451171875,5.9833984375,7.091522216796875
0.01619088,3.73870849609375,4.8837890625,3.54736328125,5.338134765625,3.731597900390625,2.14154052734375,5.9970703125,7.126800537109375
0.01667462,3.73870849609375,4.8837890625,3.53302001953125,5.338134765625,3.7437591552734375,2.1512451171875,5.9970703125,7.126800537109375
0.01722155,3.7542724609375,4.8837890625,3.54736328125,5.338134765625,3.7437591552734375,2.14154052734375,6.008544921875,7.091522216796875
0.01770514,3.73870849609375,4.8837890625,3.53302001953125,5.319580078125,3.7437591552734375,2.13055419921875,5.9970703125,7.126800537109375
0.01825464,3.73870849609375,4.8837890625,3.52032470703125,5.319580078125,3.7437591552734375,2.13055419921875,6.008544921875,7.126800537109375
