time,R lateral heel,R fifth metatarsal head,R second toe,R third metatarsal head,R first toe,R first metatarsal head,R medial heel,R heel
0.0005823700000036,0.3192138671875,1.44482421875,2.3990478515625,0.61273193359375,3.1448211669921875,0.56072998046875,1.863037109375,1.782135009765625
0.0037337600000029,0.3736572265625,1.44482421875,2.3990478515625,0.70880126953125,3.12786865234375,0.56072998046875,1.863037109375,1.782135009765625
0.0068537600000055,0.3736572265625,1.44482421875,2.38201904296875,0.61273193359375,3.1103973388671875,0.56072998046875,1.8453369140625,1.78271484375
0.0099516100000016,0.3736572265625,1.44482421875,2.38201904296875,0.61273193359375,3.09320068359375,0.489501953125,1.8287353515625,1.78271484375
0.013155200000007,0.3736572265625,1.44482421875,2.3663330078125,0.61273193359375,3.09320068359375,0.56072998046875,1.8287353515625,1.78271484375
0.0162517800000046,0.3736572265625,1.44482421875,2.3466796875,0.61273193359375,3.09320068359375,0.489501953125,1.8287353515625,1.784088134765625
0.0193666100000058,0.3736572265625,1.44482421875,2.3663330078125,0.70880126953125,3.09320068359375,0.56072998046875,1.8287353515625,1.784088134765625
0.0224971300000049,0.3736572265625,1.44482421875,2.3663330078125,0.5111083984375,3.075668334960937,0.56072998046875,1.793701171875,1.78277587890625
0.0256131500000051,0.3736572265625,1.44482421875,2.3466796875,0.70880126953125,3.09320068359375,0.489501953125,1.7745361328125,1.78277587890625
0.0287625000000062,0.3736572265625,1.44482421875,2.32843017578125,0.70880126953125,3.075668334960937,0.489501953125,1.793701171875,1.78277587890625
0.0318621800000045,0.3736572265625,1.44482421875,2.32843017578125,0.70880126953125,3.075668334960937,0.489501953125,1.7205810546875,1.78277587890625
0.0349848700000023,0.3736572265625,1.395751953125,2.32843017578125,0.61273193359375,3.075668334960937,0.56072998046875,1.7205810546875,1.782958984375
0.0382445300000071,0.3192138671875,1.44482421875,2.3094482421875,0.61273193359375,3.075668334960937,0.56072998046875,1.7003173828125,1.782958984375
0.0412557000000077,0.3736572265625,1.44482421875,2.291290283203125,0.61273193359375,3.075668334960937,0.56072998046875,1.7003173828125,1.78277587890625
0.0444240700000051,0.3736572265625,1.395751953125,2.291290283203125,0.61273193359375,3.075668334960937,0.56072998046875,1.7003173828125,1.782958984375
0.0474802600000074,0.3736572265625,1.44482421875,2.291290283203125,0.61273193359375,3.057357788085937,0.489501953125,1.7003173828125,1.782318115234375
0.0506025500000077,0.3736572265625,1.44482421875,2.269561767578125,0.61273193359375,3.057357788085937,0.489501953125,1.7205810546875,1.782318115234375
0.0537430300000068,0.3736572265625,1.44482421875,2.269561767578125,0.61273193359375,3.057357788085937,0.56072998046875,1.7003173828125,1.782318115234375
0.0568679000000074,0.3736572265625,1.395751953125,2.269561767578125,0.61273193359375,3.057357788085937,0.56072998046875,1.6827392578125,1.782318115234375
0.0599784800000051,0.3736572265625,1.44482421875,2.269561767578125,0.61273193359375,3.057357788085937,0.489501953125,1.7003173828125,1.782318115234375
0.0631946600000077,0.3736572265625,1.44482421875,2.249725341796875,0.61273193359375,3.057357788085937,0.489501953125,1.6827392578125,1.782318115234375
0.0662424000000072,0.42449951171875,1.44482421875,2.249725341796875,0.61273193359375,3.057357788085937,0.56072998046875,1.6827392578125,1.782318115234375
0.0694318900000041,0.42449951171875,1.44482421875,2.249725341796875,0.61273193359375,3.057357788085937,0.489501953125,1.6827392578125,1.782318115234375
0.0724987000000041,0.3736572265625,1.44482421875,2.23040771484375,0.61273193359375,3.04022216796875,0.489501953125,1.6827392578125,1.782318115234375
0.075763000000002,0.3192138671875,1.395751953125,2.23040771484375,0.70880126953125,3.04022216796875,0.56072998046875,1.6827392578125,1.782318115234375
0.0788340500000046,0.3736572265625,1.44482421875,2.2091064453125,0.61273193359375,3.057357788085937,0.56072998046875,1.6827392578125,1.783447265625
0.0819536300000081,0.3736572265625,1.44482421875,2.23040771484375,0.61273193359375,3.04022216796875,0.489501953125,1.6827392578125,1.782318115234375
0.0852348300000045,0.3736572265625,1.44482421875,2.23040771484375,0.61273193359375,3.057357788085937,0.56072998046875,1.6827392578125,1.782318115234375
0.0882245000000025,0.3736572265625,1.395751953125,2.23040771484375,0.70880126953125,3.057357788085937,0.631683349609375,1.6827392578125,1.783447265625
0.0913152900000042,0.3736572265625,1.44482421875,2.23040771484375,0.61273193359375,3.075668334960937,0.56072998046875,1.66412353515625,1.782318115234375
0.0944488500000062,0.3736572265625,1.395751953125,2.23040771484375,0.5111083984375,3.057357788085937,0.489501953125,1.66412353515625,1.783447265625
0.0975922400000044,0.3192138671875,1.44482421875,2.249725341796875,0.70880126953125,3.057357788085937,0.56072998046875,1.66412353515625,1.782958984375
0.1007107400000038,0.3192138671875,1.395751953125,2.23040771484375,0.70880126953125,3.057357788085937,0.489501953125,1.644287109375,1.782318115234375
0.1038610000000019,0.3736572265625,1.44482421875,2.23040771484375,0.70880126953125,3.057357788085937,0.56072998046875,1.625244140625,1.782318115234375
0.1070017200000066,0.3736572265625,1.44482421875,2.23040771484375,0.70880126953125,3.057357788085937,0.631683349609375,1.644287109375,1.782318115234375
0.1102089200000051,0.3736572265625,1.44482421875,2.23040771484375,0.61273193359375,3.057357788085937,0.489501953125,1.644287109375,1.782318115234375
0.113215480000008,0.3736572265625,1.395751953125,2.23040771484375,0.70880126953125,3.057357788085937,0.489501953125,1.644287109375,1.782318115234375
0.1163848500000028,0.3736572265625,1.44482421875,2.23040771484375,0.70880126953125,3.057357788085937,0.631683349609375,1.644287109375,1.782318115234375
