time,R lateral heel,R fifth metatarsal head,R second toe,R third metatarsal head,R first toe,R first metatarsal head,R medial heel,R heel
0.0004790200000002,5.2576904296875,6.498046875,4.063232421875,6.677978515625,3.720046997070313,3.0323486328125,11.55078125,10.4976806640625
0.0036353400000024,5.270751953125,6.51220703125,4.067626953125,6.69189453125,3.731597900390625,3.0538330078125,11.622314453125,10.439208984375
0.0067086300000056,5.270751953125,6.53173828125,4.067626953125,6.72509765625,3.720046997070313,3.06573486328125,11.55078125,10.32574462890625
0.0098666899999955,5.270751953125,6.54931640625,4.08306884765625,6.73974609375,3.731597900390625,3.08544921875,11.55078125,10.21173095703125
0.0130467599999946,5.270751953125,6.54931640625,4.09002685546875,6.7694091796875,3.7437591552734375,3.10894775390625,11.622314453125,10.1544189453125
0.0161168900000063,5.270751953125,6.58056640625,4.10443115234375,6.7694091796875,3.731597900390625,3.11871337890625,11.622314453125,10.1544189453125
0.0192312100000009,5.2874755859375,6.5986328125,4.111572265625,6.8035888671875,3.7437591552734375,3.1505126953125,11.55078125,10.04443359375
0.0223543000000034,5.270751953125,6.5986328125,4.111572265625,6.8035888671875,3.754974365234375,3.18524169921875,11.622314453125,10.04443359375
0.0255259099999989,5.270751953125,6.63037109375,4.1339111328125,6.8184814453125,3.754974365234375,3.205810546875,11.622314453125,9.98834228515625
0.0286992599999962,5.2874755859375,6.63037109375,4.1488037109375,6.8349609375,3.754974365234375,3.2305908203125,11.622314453125,9.93487548828125
0.0317886299999941,5.2874755859375,6.63037109375,4.17205810546875,6.850830078125,3.7687835693359375,3.23944091796875,11.622314453125,9.93487548828125
0.0349328399999961,5.270751953125,6.6484375,4.18280029296875,6.88427734375,3.7687835693359375,3.2813720703125,11.622314453125,9.879150390625
0.0380628000000058,5.2874755859375,6.6484375,4.216796875,6.8997802734375,3.7687835693359375,3.30267333984375,11.69189453125,9.82452392578125
0.0411527800000044,5.2874755859375,6.66748046875,4.22235107421875,6.9163818359375,3.7801361083984375,3.33740234375,11.69189453125,9.77154541015625
0.0442947100000026,5.2874755859375,6.66748046875,4.24420166015625,6.951171875,3.7801361083984375,3.3575439453125,11.69189453125,9.71917724609375
0.0474847600000032,5.2874755859375,6.66748046875,4.2689208984375,6.96728515625,3.7801361083984375,3.3685302734375,11.69189453125,9.71917724609375
0.0505798899999945,5.2874755859375,6.67919921875,4.28631591796875,6.9840087890625,3.792572021484375,3.41015625,11.69189453125,9.662353515625
0.0537493000000068,5.2874755859375,6.70263671875,4.307373046875,7.002685546875,3.792572021484375,3.43096923828125,11.69189453125,9.610595703125
0.0568538699999976,5.270751953125,6.70263671875,4.348388671875,7.002685546875,3.792572021484375,3.451904296875,11.768798828125,9.559326171875
0.0599721699999946,5.2874755859375,6.72265625,4.348388671875,7.035400390625,3.7801361083984375,3.49029541015625,11.768798828125,9.559326171875
0.0631300800000076,5.2874755859375,6.736328125,4.36370849609375,7.0535888671875,3.82965087890625,3.5806884765625,11.768798828125,9.504638671875
0.0662416100000058,5.2874755859375,6.736328125,4.39453125,7.0692138671875,3.82965087890625,3.6260986328125,11.841552734375,9.45306396484375
0.0693771100000049,5.2874755859375,6.736328125,4.41162109375,7.0848388671875,3.866668701171875,3.66363525390625,11.841552734375,9.45306396484375
0.0726056000000028,5.2874755859375,6.736328125,4.4327392578125,7.1044921875,3.912994384765625,3.72882080078125,11.841552734375,9.347900390625
0.0757174700000007,5.2874755859375,6.736328125,4.4488525390625,7.1229248046875,3.949172973632813,3.779541015625,11.841552734375,9.347900390625
0.0788073700000069,5.2874755859375,6.759765625,4.4571533203125,7.1409912109375,4.006927490234375,3.8126220703125,11.841552734375,9.30120849609375
0.0819593700000069,5.2874755859375,6.759765625,4.4774169921875,7.15966796875,4.006927490234375,3.83831787109375,11.841552734375,9.24774169921875
0.0850856100000072,5.2874755859375,6.76953125,4.49639892578125,7.177001953125,4.02960205078125,3.8922119140625,11.841552734375,9.19769287109375
0.088218470000001,5.2874755859375,6.76953125,4.5057373046875,7.21337890625,4.0790557861328125,3.9173583984375,11.916259765625,9.19769287109375
0.0913766200000054,5.2874755859375,6.76953125,4.52313232421875,7.232666015625,4.089767456054688,3.9561767578125,11.841552734375,9.098876953125
0.0945216199999947,5.2874755859375,6.76953125,4.548095703125,7.2474365234375,4.121978759765625,3.9910888671875,11.916259765625,9.098876953125
0.0975995600000061,5.2576904296875,6.7939453125,4.57305908203125,7.2843017578125,4.145767211914063,4.0302734375,11.916259765625,9.00152587890625
0.1007812299999955,5.270751953125,6.7939453125,4.59124755859375,7.3055419921875,4.178070068359375,4.0572509765625,11.916259765625,9.00152587890625
0.103929359999995,5.270751953125,6.7939453125,4.59759521484375,7.3055419921875,4.202392578125,4.08856201171875,11.916259765625,8.95318603515625
0.1070296200000058,5.242919921875,6.81005859375,4.61920166015625,7.3428955078125,4.2220306396484375,4.1495361328125,11.916259765625,8.8531494140625
0.1101720999999997,5.270751953125,6.81005859375,4.6319580078125,7.35888671875,4.246383666992188,4.19879150390625,11.916259765625,8.7613525390625
0.1133164099999959,5.2576904296875,6.81005859375,4.65838623046875,7.3782958984375,4.255661010742188,4.23162841796875,11.916259765625,8.666259765625
0.1164021900000022,5.242919921875,6.81005859375,4.67327880859375,7.3782958984375,4.2994384765625,4.2772216796875,11.916259765625,8.57421875
0.1195400800000072,5.242919921875,6.828125,4.69921875,7.4188232421875,4.34100341796875,4.292724609375,11.916259765625,8.53082275390625
0.1227266500000041,5.242919921875,6.81005859375,4.71075439453125,7.436767578125,4.381881713867188,4.3154296875,11.916259765625,8.43841552734375
0.1258643200000051,5.242919921875,6.849609375,4.72247314453125,7.436767578125,4.392013549804688,4.3468017578125,11.916259765625,8.34661865234375
0.1289288199999987,5.2314453125,6.828125,4.74334716796875,7.475830078125,4.4405364990234375,4.36431884765625,11.916259765625,8.30438232421875
0.132066469999998,5.216064453125,6.828125,4.762939453125,7.4945068359375,4.46051025390625,4.4005126953125,11.916259765625,8.217041015625
0.1352030599999949,5.216064453125,6.849609375,4.77703857421875,7.5155029296875,4.492095947265625,4.42059326171875,11.841552734375,8.17236328125
0.1382862100000039,5.216064453125,6.828125,4.7860107421875,7.5155029296875,4.50830078125,4.440185546875,11.841552734375,8.13037109375
0.14144091,5.216064453125,6.828125,4.8035888671875,7.53125,4.520965576171875,4.4691162109375,11.841552734375,8.0469970703125
0.1445543600000007,5.1868896484375,6.849609375,4.8179931640625,7.572265625,4.520965576171875,4.5050048828125,11.841552734375,8.00408935546875
0.1477987800000022,5.1868896484375,6.849609375,4.828125,7.592529296875,4.5484161376953125,4.56671142578125,11.768798828125,7.9244384765625
0.1508699700000022,5.1868896484375,6.828125,4.8465576171875,7.6146240234375,4.5582275390625,4.59661865234375,11.768798828125,7.88458251953125
0.1540003000000069,5.1868896484375,6.828125,4.86053466796875,7.6146240234375,4.576446533203125,4.62823486328125,11.768798828125,7.7999267578125
0.1571215999999964,5.1746826171875,6.828125,4.865234375,7.63330078125,4.567306518554688,4.65814208984375,11.69189453125,7.720611572265625
0.1602409500000021,5.1746826171875,6.849609375,4.8714599609375,7.63330078125,4.586196899414063,4.68072509765625,11.622314453125,7.640228271484375
0.1633932400000048,5.1746826171875,6.849609375,4.8714599609375,7.63330078125,4.595260620117188,4.72296142578125,11.622314453125,7.528839111328125
0.1664763899999997,5.16064453125,6.849609375,4.88726806640625,7.6531982421875,4.6042327880859375,4.7430419921875,11.55078125,7.344879150390625
0.1696049100000038,5.1473388671875,6.869140625,4.88726806640625,7.6729736328125,4.611785888671875,4.79107666015625,11.406494140625,7.2703857421875
0.1728891500000031,5.1473388671875,6.869140625,4.8994140625,7.6531982421875,4.611785888671875,4.82171630859375,11.331787109375,7.126800537109375
0.1759149300000047,5.1329345703125,6.890625,4.8994140625,7.6729736328125,4.611785888671875,4.84765625,11.189208984375,7.05902099609375
0.1790169700000063,5.1207275390625,6.91259765625,4.90631103515625,7.6729736328125,4.611785888671875,4.86785888671875,11.11865234375,6.923797607421875
0.1821527799999955,5.1207275390625,6.91259765625,4.90631103515625,7.6949462890625,4.611785888671875,4.8804931640625,11.05078125,6.8262939453125
0.1852799499999946,5.0950927734375,6.92578125,4.90631103515625,7.7125244140625,4.6230010986328125,4.9287109375,10.91357421875,6.698974609375
0.1883930999999989,5.0950927734375,6.92578125,4.9141845703125,7.734130859375,4.640182495117188,4.9495849609375,10.846923828125,6.60980224609375
0.1915388599999943,5.0699462890625,6.94873046875,4.92083740234375,7.7825927734375,4.640182495117188,4.96319580078125,10.63623046875,6.520782470703125
0.1946444499999984,5.0567626953125,6.97265625,4.931640625,7.7825927734375,4.640182495117188,4.9888916015625,10.571533203125,6.319305419921875
0.1978193700000048,5.042724609375,6.98876953125,4.93902587890625,7.8214111328125,4.640182495117188,4.9979248046875,10.4423828125,6.21612548828125
0.2009180799999939,5.02978515625,7.00927734375,4.93902587890625,7.840087890625,4.640182495117188,5.0120849609375,10.312744140625,6.05889892578125
0.2040486199999946,5.0081787109375,7.03564453125,4.94378662109375,7.8214111328125,4.649200439453125,5.02490234375,10.181640625,5.9403076171875
0.2071555400000022,4.9949951171875,7.03564453125,4.94378662109375,7.840087890625,4.649200439453125,5.04937744140625,9.995361328125,5.801116943359375
0.2103138700000073,4.9949951171875,7.05517578125,4.9580078125,7.883056640625,4.649200439453125,5.037109375,9.810546875,5.60968017578125
0.2134455200000076,4.9541015625,7.076171875,4.94378662109375,7.883056640625,4.6586456298828125,5.04937744140625,9.690673828125,5.494873046875
0.2165581900000006,4.940185546875,7.076171875,4.9580078125,7.883056640625,4.6586456298828125,5.06256103515625,9.455810546875,5.3616943359375
0.2197699299999982,4.8936767578125,7.10009765625,4.94378662109375,7.90380859375,4.649200439453125,5.07623291015625,9.169921875,5.275177001953125
0.2228565399999951,4.8697509765625,7.12255859375,4.9580078125,7.90380859375,4.640182495117188,5.09576416015625,8.901611328125,5.16192626953125
0.225977670000006,4.8447265625,7.12255859375,4.9580078125,7.90380859375,4.640182495117188,5.111572265625,8.643798828125,5.036224365234375
0.2291045799999977,4.8094482421875,7.12255859375,4.9630126953125,7.9273681640625,4.6310577392578125,5.13818359375,8.3076171875,4.9117431640625
0.2322515999999979,4.7733154296875,7.12255859375,4.9580078125,7.9273681640625,4.6230010986328125,5.15234375,7.99365234375,4.742523193359375
0.2353672400000022,4.7591552734375,7.12255859375,4.9630126953125,7.94873046875,4.611785888671875,5.17498779296875,7.588623046875,4.59552001953125
0.2385172099999977,4.7376708984375,7.14501953125,4.9580078125,7.9273681640625,4.6042327880859375,5.17498779296875,7.295166015625,4.411834716796875
0.2416838599999948,4.7122802734375,7.12255859375,4.9580078125,7.972412109375,4.6042327880859375,5.2001953125,6.978515625,4.183197021484375
0.2448416699999995,4.6868896484375,7.14501953125,4.9580078125,7.972412109375,4.595260620117188,5.22857666015625,6.653564453125,3.985382080078125
0.2478902099999942,4.6524658203125,7.12255859375,4.9580078125,7.94873046875,4.595260620117188,5.24139404296875,6.42431640625,3.68115234375
0.2510541700000033,4.6180419921875,7.12255859375,4.9630126953125,7.972412109375,4.595260620117188,5.26641845703125,6.163330078125,3.451629638671875
0.2541700200000036,4.571533203125,7.10009765625,4.9742431640625,7.972412109375,4.595260620117188,5.29290771484375,5.942626953125,3.071868896484375
0.2572619999999972,4.5096435546875,7.10009765625,4.9742431640625,7.972412109375,4.595260620117188,5.30670166015625,5.7705078125,2.614013671875
0.2604197400000032,4.4532470703125,7.076171875,4.98809814453125,7.972412109375,4.595260620117188,5.34649658203125,5.604248046875,2.33026123046875
