time,R medial heel,R fifth metatarsal head,R second toe,R third metatarsal head,R first toe,R first metatarsal head,R lateral heel,R heel
0.001287529999999,0.16357421875,1.79736328125,0.863037109375,0.910400390625,1.52783203125,0.380126953125,0.4169921875,0.6474609375
0.0044657000000043,0.1416015625,1.79736328125,0.831298828125,0.910400390625,1.540771484375,0.380126953125,0.404296875,0.6474609375
0.0080380099999999,0.16357421875,1.7802734375,0.831298828125,0.910400390625,1.540771484375,0.380126953125,0.4169921875,0.668701171875
0.0112369200000017,0.16357421875,1.79736328125,0.831298828125,0.9307861328125,1.540771484375,0.380126953125,0.4169921875,0.6474609375
0.0143296399999997,0.16357421875,1.7802734375,0.863037109375,0.9307861328125,1.540771484375,0.380126953125,0.4169921875,0.668701171875
0.0170328499999996,0.16357421875,1.7802734375,0.831298828125,0.9307861328125,1.540771484375,0.380126953125,0.4169921875,0.668701171875
0.0200873300000026,0.16357421875,1.79736328125,0.831298828125,0.9307861328125,1.540771484375,0.380126953125,0.4169921875,0.668701171875
0.0232183500000005,0.16357421875,1.79736328125,0.831298828125,0.9307861328125,1.540771484375,0.3486328125,0.4169921875,0.6474609375
0.0263479999999987,0.16357421875,1.7802734375,0.831298828125,0.9307861328125,1.540771484375,0.380126953125,0.4169921875,0.6474609375
0.0295297400000009,0.16357421875,1.7802734375,0.831298828125,0.9559326171875,1.540771484375,0.380126953125,0.4169921875,0.6474609375
0.0326267700000002,0.16357421875,1.79736328125,0.831298828125,0.9307861328125,1.540771484375,0.380126953125,0.4169921875,0.6474609375
0.0357335500000033,0.1416015625,1.79736328125,0.831298828125,0.9307861328125,1.540771484375,0.380126953125,0.404296875,0.6474609375
0.0389482400000034,0.1416015625,1.7802734375,0.831298828125,0.9307861328125,1.52783203125,0.380126953125,0.4169921875,0.6474609375
0.0420069199999986,0.16357421875,1.7802734375,0.831298828125,0.9307861328125,1.540771484375,0.380126953125,0.404296875,0.6474609375
0.0451116099999993,0.16357421875,1.79736328125,0.831298828125,0.9307861328125,1.52783203125,0.3486328125,0.4169921875,0.63037109375
0.0482953699999981,0.18408203125,1.79736328125,0.863037109375,0.9307861328125,1.540771484375,0.380126953125,0.4169921875,0.6064453125
0.0513712500000025,0.16357421875,1.7802734375,0.831298828125,0.9307861328125,1.52783203125,0.380126953125,0.4169921875,0.6064453125
0.0545993699999982,0.16357421875,1.79736328125,0.831298828125,0.9307861328125,1.540771484375,0.380126953125,0.4169921875,0.6064453125
0.0576619600000043,0.16357421875,1.7802734375,0.80975341796875,0.9559326171875,1.540771484375,0.380126953125,0.4169921875,0.63037109375
0.0607994599999983,0.16357421875,1.79736328125,0.831298828125,0.9307861328125,1.540771484375,0.380126953125,0.4169921875,0.6474609375
0.0639835500000032,0.16357421875,1.79736328125,0.831298828125,0.9307861328125,1.540771484375,0.3486328125,0.4169921875,0.6474609375
0.0670187500000025,0.16357421875,1.79736328125,0.831298828125,0.9559326171875,1.540771484375,0.380126953125,0.4169921875,0.6474609375
0.0702359600000051,0.18408203125,1.79736328125,0.831298828125,0.9559326171875,1.52783203125,0.380126953125,0.4169921875,0.6474609375
0.0732771600000035,0.16357421875,1.80810546875,0.831298828125,0.9559326171875,1.52783203125,0.3486328125,0.4169921875,0.6474609375
0.0764738499999992,0.1416015625,1.80810546875,0.80975341796875,0.9559326171875,1.508544921875,0.380126953125,0.4169921875,0.6474609375
0.0795759599999996,0.16357421875,1.80810546875,0.831298828125,0.9559326171875,1.508544921875,0.380126953125,0.4169921875,0.63037109375
0.0826797900000002,0.1416015625,1.80810546875,0.831298828125,0.9307861328125,1.52783203125,0.3486328125,0.4169921875,0.6474609375
0.0858940700000019,0.16357421875,1.79736328125,0.80975341796875,0.9559326171875,1.52783203125,0.380126953125,0.4169921875,0.6474609375
0.08896996,0.16357421875,1.80810546875,0.831298828125,0.9559326171875,1.508544921875,0.380126953125,0.4169921875,0.6474609375
0.0921191400000012,0.16357421875,1.79736328125,0.831298828125,0.9559326171875,1.52783203125,0.3486328125,0.4169921875,0.6474609375
0.0952422000000012,0.16357421875,1.80810546875,0.863037109375,0.9559326171875,1.52783203125,0.380126953125,0.4169921875,0.668701171875
0.0983448100000004,0.16357421875,1.80810546875,0.831298828125,0.9559326171875,1.52783203125,0.380126953125,0.4169921875,0.6474609375
0.1015489400000007,0.1416015625,1.80810546875,0.831298828125,0.9559326171875,1.52783203125,0.380126953125,0.4169921875,0.668701171875
0.104597609999999,0.16357421875,1.80810546875,0.80975341796875,0.9307861328125,1.52783203125,0.380126953125,0.4169921875,0.6474609375
0.1077685300000013,0.16357421875,1.80810546875,0.863037109375,0.9307861328125,1.52783203125,0.380126953125,0.4169921875,0.668701171875
0.1108904399999985,0.16357421875,1.80810546875,0.831298828125,0.9307861328125,1.508544921875,0.380126953125,0.4169921875,0.6474609375
0.1140343100000009,0.16357421875,1.80810546875,0.831298828125,0.9559326171875,1.508544921875,0.380126953125,0.4169921875,0.668701171875
0.1171258299999991,0.16357421875,1.80810546875,0.831298828125,0.9559326171875,1.508544921875,0.380126953125,0.4169921875,0.668701171875
0.1202629200000018,0.16357421875,1.8272705078125,0.831298828125,0.9559326171875,1.508544921875,0.380126953125,0.4169921875,0.6474609375
0.1236541299999984,0.16357421875,1.80810546875,0.80975341796875,0.9307861328125,1.485107421875,0.380126953125,0.4169921875,0.6474609375
0.1266112200000009,0.18408203125,1.8272705078125,0.831298828125,0.9559326171875,1.485107421875,0.380126953125,0.4169921875,0.63037109375
