time,R medial calcaneal tuberosity,R fifth metatarsal head,R second toe,R third metatarsal head,R first toe,R first metatarsal head,R lateral calcaneal tuberosity,R calcaneal tuberosity
0.0005036700000005112,0.16357421875,1.7802734375,0.863037109375,0.9559326171875,1.6201171875,0.3486328125,0.404296875,0.76123046875
0.0036582100000011053,0.16357421875,1.79736328125,0.863037109375,0.9559326171875,1.6617431640625,0.380126953125,0.404296875,0.76123046875
0.006748300000001706,0.16357421875,1.80810546875,0.863037109375,0.9559326171875,1.6617431640625,0.380126953125,0.404296875,0.74951171875
0.009855319999999779,0.1416015625,1.79736328125,0.863037109375,0.9559326171875,1.6617431640625,0.3486328125,0.404296875,0.74951171875
0.013054020000001998,0.16357421875,1.79736328125,0.863037109375,0.9559326171875,1.6617431640625,0.380126953125,0.404296875,0.74951171875
0.01612167000000042,0.16357421875,1.79736328125,0.863037109375,0.973876953125,1.6617431640625,0.380126953125,0.4169921875,0.74951171875
0.01936133999999967,0.18408203125,1.79736328125,0.863037109375,0.9559326171875,1.6617431640625,0.380126953125,0.404296875,0.74951171875
0.0224480600000021,0.16357421875,1.79736328125,0.863037109375,0.9559326171875,1.6414794921875,0.380126953125,0.404296875,0.74951171875
0.02556371000000013,0.16357421875,1.7802734375,0.8853759765625,0.9559326171875,1.6617431640625,0.380126953125,0.404296875,0.74951171875
0.02867300000000128,0.16357421875,1.7802734375,0.863037109375,0.9559326171875,1.6617431640625,0.380126953125,0.404296875,0.76123046875
0.031843760000001,0.16357421875,1.7802734375,0.8853759765625,0.9307861328125,1.6617431640625,0.380126953125,0.404296875,0.74951171875
0.03496724000000029,0.16357421875,1.7802734375,0.863037109375,0.9559326171875,1.5780029296875,0.380126953125,0.4169921875,0.74951171875
0.038060059999999396,0.16357421875,1.79736328125,0.863037109375,0.9559326171875,1.5654296875,0.380126953125,0.404296875,0.74951171875
0.041243890000000505,0.16357421875,1.7802734375,0.863037109375,0.973876953125,1.5654296875,0.380126953125,0.404296875,0.74951171875
0.04435965000000053,0.16357421875,1.7802734375,0.863037109375,0.973876953125,1.540771484375,0.3486328125,0.404296875,0.76123046875
0.047464149999999705,0.16357421875,1.7802734375,0.863037109375,0.9559326171875,1.540771484375,0.380126953125,0.404296875,0.74951171875
0.05057104000000123,0.16357421875,1.7802734375,0.831298828125,0.9559326171875,1.540771484375,0.380126953125,0.404296875,0.74951171875
0.05370055999999934,0.16357421875,1.7802734375,0.8853759765625,0.9559326171875,1.540771484375,0.380126953125,0.404296875,0.74951171875
0.05685542999999882,0.16357421875,1.79736328125,0.863037109375,0.973876953125,1.540771484375,0.380126953125,0.404296875,0.74951171875
0.0599617600000002,0.16357421875,1.79736328125,0.863037109375,0.9559326171875,1.540771484375,0.380126953125,0.404296875,0.74951171875
0.06319816999999972,0.16357421875,1.7802734375,0.863037109375,0.973876953125,1.52783203125,0.380126953125,0.4169921875,0.74951171875
0.0662594700000021,0.16357421875,1.79736328125,0.863037109375,0.973876953125,1.508544921875,0.380126953125,0.404296875,0.74951171875
0.06935632000000069,0.16357421875,1.7802734375,0.831298828125,0.973876953125,1.508544921875,0.380126953125,0.404296875,0.74951171875
0.07245537000000013,0.16357421875,1.7802734375,0.831298828125,0.973876953125,1.508544921875,0.380126953125,0.404296875,0.74951171875
0.07558326000000193,0.1416015625,1.79736328125,0.863037109375,0.973876953125,1.508544921875,0.380126953125,0.404296875,0.76123046875
0.07871894999999896,0.16357421875,1.7802734375,0.831298828125,0.973876953125,1.485107421875,0.380126953125,0.404296875,0.74951171875
0.08184702000000144,0.16357421875,1.79736328125,0.863037109375,0.973876953125,1.46923828125,0.380126953125,0.404296875,0.74951171875
0.08502947999999932,0.16357421875,1.79736328125,0.863037109375,0.973876953125,1.46923828125,0.380126953125,0.404296875,0.74951171875
0.08822071000000165,0.16357421875,1.79736328125,0.831298828125,0.973876953125,1.46923828125,0.380126953125,0.4169921875,0.726318359375
0.09126191000000006,0.16357421875,1.80810546875,0.863037109375,0.973876953125,1.44873046875,0.380126953125,0.404296875,0.70751953125
0.09438919000000112,0.16357421875,1.80810546875,0.831298828125,0.973876953125,1.46923828125,0.380126953125,0.404296875,0.668701171875
0.09748620999999957,0.16357421875,1.79736328125,0.831298828125,0.9559326171875,1.44873046875,0.380126953125,0.404296875,0.668701171875
0.10063768999999922,0.16357421875,1.79736328125,0.831298828125,0.973876953125,1.44873046875,0.380126953125,0.404296875,0.668701171875
0.10375675999999956,0.16357421875,1.80810546875,0.831298828125,0.973876953125,1.44873046875,0.380126953125,0.404296875,0.6474609375
0.10699980000000053,0.16357421875,1.79736328125,0.863037109375,0.973876953125,1.44873046875,0.380126953125,0.404296875,0.6474609375
0.11010412999999986,0.16357421875,1.79736328125,0.831298828125,0.9559326171875,1.44873046875,0.380126953125,0.404296875,0.63037109375
0.11317439000000107,0.16357421875,1.79736328125,0.831298828125,0.973876953125,1.44873046875,0.380126953125,0.404296875,0.63037109375
0.11633508999999975,0.16357421875,1.79736328125,0.831298828125,0.973876953125,1.4228515625,0.380126953125,0.404296875,0.63037109375
0.1194258899999987,0.16357421875,1.79736328125,0.863037109375,0.9559326171875,1.4228515625,0.380126953125,0.404296875,0.56494140625
0.12254246999999907,0.16357421875,1.79736328125,0.863037109375,0.973876953125,1.4228515625,0.380126953125,0.4169921875,0.56494140625
0.12567849999999936,0.18408203125,1.79736328125,0.831298828125,0.973876953125,1.3824462890625,0.380126953125,0.404296875,0.544677734375
0.12884082000000063,0.16357421875,1.79736328125,0.831298828125,0.973876953125,1.3824462890625,0.380126953125,0.404296875,0.544677734375
