time,f0,f1,f2,f3,f4,f5,f6,f7
0.0010941100000110282,0.16259765625,1.7066650390625,0.8607177734375,0.927734375,1.3875732421875,0.3466796875,0.3543701171875,0.232177734375
0.004182569999997554,0.16259765625,1.7066650390625,0.83050537109375,0.9571533203125,1.366943359375,0.382568359375,0.3365478515625,0.232177734375
0.007312390000009827,0.16259765625,1.7066650390625,0.83050537109375,0.9571533203125,1.3875732421875,0.382568359375,0.3543701171875,0.232177734375
0.01046752999999967,0.18017578125,1.7235107421875,0.83050537109375,0.927734375,1.3875732421875,0.382568359375,0.3365478515625,0.250732421875
0.013682310000007192,0.16259765625,1.7066650390625,0.8607177734375,0.9571533203125,1.3875732421875,0.382568359375,0.3543701171875,0.250732421875
0.01674902999999972,0.16259765625,1.7235107421875,0.8607177734375,0.927734375,1.3875732421875,0.382568359375,0.3543701171875,0.250732421875
0.01990802000000258,0.16259765625,1.7235107421875,0.80084228515625,0.927734375,1.3875732421875,0.382568359375,0.37115478515625,0.250732421875
0.023079870000003666,0.16259765625,1.7066650390625,0.80084228515625,0.927734375,1.3875732421875,0.382568359375,0.37115478515625,0.232177734375
0.026162659999997118,0.16259765625,1.7066650390625,0.80084228515625,0.927734375,1.3875732421875,0.382568359375,0.37115478515625,0.232177734375
0.029252630000002,0.16259765625,1.7066650390625,0.83050537109375,0.9571533203125,1.3875732421875,0.382568359375,0.3543701171875,0.250732421875
0.03239200000000153,0.16259765625,1.7066650390625,0.8607177734375,0.9571533203125,1.3875732421875,0.382568359375,0.37115478515625,0.250732421875
0.035526500000003125,0.16259765625,1.7066650390625,0.8607177734375,0.927734375,1.4083251953125,0.382568359375,0.37115478515625,0.263671875
0.038696459999997046,0.16259765625,1.7066650390625,0.83050537109375,0.927734375,1.3875732421875,0.382568359375,0.37115478515625,0.250732421875
0.041745460000001344,0.16259765625,1.7066650390625,0.83050537109375,0.9571533203125,1.3875732421875,0.382568359375,0.37115478515625,0.250732421875
0.04491742000000443,0.16259765625,1.7066650390625,0.80084228515625,0.927734375,1.3875732421875,0.382568359375,0.37115478515625,0.250732421875
0.0481212400000004,0.16259765625,1.7235107421875,0.83050537109375,0.927734375,1.3875732421875,0.382568359375,0.38525390625,0.250732421875
0.0512019199999969,0.16259765625,1.7235107421875,0.80084228515625,0.9571533203125,1.3875732421875,0.382568359375,0.37115478515625,0.250732421875
0.054313759999999434,0.16259765625,1.7235107421875,0.83050537109375,0.927734375,1.3875732421875,0.3466796875,0.37115478515625,0.250732421875
0.05741394000000355,0.16259765625,1.7235107421875,0.83050537109375,0.9571533203125,1.3875732421875,0.382568359375,0.37115478515625,0.232177734375
0.06055620000000772,0.16259765625,1.7235107421875,0.80084228515625,0.927734375,1.366943359375,0.382568359375,0.37115478515625,0.250732421875
0.06366846000000237,0.16259765625,1.7235107421875,0.83050537109375,0.9571533203125,1.366943359375,0.382568359375,0.38525390625,0.250732421875
0.06683085000000233,0.16259765625,1.7235107421875,0.80084228515625,0.9571533203125,1.366943359375,0.382568359375,0.38525390625,0.250732421875
0.07004966000000934,0.16259765625,1.7235107421875,0.83050537109375,0.927734375,1.366943359375,0.382568359375,0.37115478515625,0.250732421875
0.07313887000000818,0.16259765625,1.7235107421875,0.80084228515625,0.927734375,1.366943359375,0.382568359375,0.37115478515625,0.250732421875
0.07629346000000226,0.16259765625,1.7235107421875,0.80084228515625,0.927734375,1.34912109375,0.3466796875,0.37115478515625,0.250732421875
0.07943731000000298,0.16259765625,1.7235107421875,0.83050537109375,0.927734375,1.34912109375,0.382568359375,0.37115478515625,0.232177734375
0.08252998000000389,0.16259765625,1.7235107421875,0.83050537109375,0.9571533203125,1.34912109375,0.382568359375,0.38525390625,0.250732421875
0.08561174000000449,0.16259765625,1.7235107421875,0.83050537109375,0.927734375,1.34912109375,0.3466796875,0.37115478515625,0.250732421875
0.08888201999999978,0.16259765625,1.7235107421875,0.83050537109375,0.927734375,1.34912109375,0.382568359375,0.37115478515625,0.250732421875
0.09190817000001061,0.16259765625,1.7235107421875,0.83050537109375,0.927734375,1.34912109375,0.382568359375,0.37115478515625,0.250732421875
0.09505373999999733,0.16259765625,1.7066650390625,0.83050537109375,0.9571533203125,1.34912109375,0.382568359375,0.37115478515625,0.232177734375
0.09823596000001089,0.16259765625,1.7066650390625,0.80084228515625,0.927734375,1.34912109375,0.382568359375,0.38525390625,0.250732421875
0.10133946000000549,0.16259765625,1.7235107421875,0.83050537109375,0.927734375,1.34912109375,0.382568359375,0.38525390625,0.250732421875
0.10453091000000825,0.16259765625,1.7235107421875,0.80084228515625,0.927734375,1.34912109375,0.382568359375,0.38525390625,0.250732421875
0.1075853100000046,0.16259765625,1.7235107421875,0.83050537109375,0.9571533203125,1.34912109375,0.382568359375,0.38525390625,0.250732421875
