time,R medial calcaneal tuberosity,R fifth metatarsal head,R second toe,R third metatarsal head,R first toe,R first metatarsal head,R lateral calcaneal tuberosity,R calcaneal tuberosity
0.0023163699999955156,0.16357421875,1.7418212890625,0.80975341796875,0.8804931640625,1.69482421875,0.380126953125,0.404296875,0.50048828125
0.005467369999998084,0.16357421875,1.7177734375,0.80975341796875,0.8804931640625,1.69482421875,0.380126953125,0.404296875,0.50048828125
0.008544519999993838,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.69482421875,0.380126953125,0.404296875,0.50048828125
0.011705149999997388,0.16357421875,1.7177734375,0.80975341796875,0.910400390625,1.69482421875,0.380126953125,0.4169921875,0.50048828125
0.01485014999999379,0.16357421875,1.7418212890625,0.7718505859375,0.910400390625,1.673583984375,0.380126953125,0.404296875,0.50048828125
0.017920499999995343,0.1416015625,1.7418212890625,0.7718505859375,0.910400390625,1.673583984375,0.380126953125,0.404296875,0.50048828125
0.02116342999999432,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.673583984375,0.3486328125,0.404296875,0.50048828125
0.02422473999999397,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.673583984375,0.380126953125,0.404296875,0.50048828125
0.027347799999994038,0.16357421875,1.7418212890625,0.831298828125,0.910400390625,1.69482421875,0.380126953125,0.404296875,0.50048828125
0.030470649999998045,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.673583984375,0.380126953125,0.404296875,0.50048828125
0.0336352799999986,0.16357421875,1.7418212890625,0.7718505859375,0.910400390625,1.673583984375,0.380126953125,0.404296875,0.50048828125
0.03673199999999355,0.16357421875,1.7418212890625,0.742431640625,0.910400390625,1.673583984375,0.380126953125,0.404296875,0.50048828125
0.03990086999999676,0.16357421875,1.7418212890625,0.831298828125,0.910400390625,1.673583984375,0.380126953125,0.404296875,0.50048828125
0.04316853999999637,0.16357421875,1.7418212890625,0.80975341796875,0.8804931640625,1.673583984375,0.380126953125,0.4169921875,0.50048828125
0.04617397999999895,0.16357421875,1.7177734375,0.80975341796875,0.910400390625,1.6617431640625,0.380126953125,0.404296875,0.482666015625
0.04934892999999363,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.673583984375,0.380126953125,0.404296875,0.50048828125
0.052483519999995565,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.6617431640625,0.380126953125,0.404296875,0.50048828125
0.055638389999998594,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.6617431640625,0.380126953125,0.38848876953125,0.50048828125
0.058789459999992744,0.16357421875,1.7418212890625,0.7718505859375,0.8804931640625,1.6617431640625,0.380126953125,0.38848876953125,0.50048828125
0.06192451999999804,0.16357421875,1.7418212890625,0.80975341796875,0.9307861328125,1.6617431640625,0.380126953125,0.38848876953125,0.50048828125
0.06511944999999741,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.6617431640625,0.380126953125,0.404296875,0.482666015625
0.06820403999999769,0.18408203125,1.7418212890625,0.7718505859375,0.910400390625,1.6617431640625,0.3486328125,0.38848876953125,0.50048828125
0.07138888999999438,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.6414794921875,0.380126953125,0.404296875,0.482666015625
0.07453210999999271,0.16357421875,1.7418212890625,0.7718505859375,0.910400390625,1.6617431640625,0.380126953125,0.404296875,0.482666015625
0.07762403999999634,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.6617431640625,0.380126953125,0.404296875,0.50048828125
0.08077221999999296,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.6617431640625,0.380126953125,0.404296875,0.50048828125
0.083915999999995,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.6617431640625,0.3486328125,0.38848876953125,0.50048828125
0.08715401999999273,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.6617431640625,0.380126953125,0.38848876953125,0.50048828125
0.09023320999999385,0.16357421875,1.7418212890625,0.7718505859375,0.910400390625,1.6617431640625,0.380126953125,0.38848876953125,0.482666015625
0.0933865199999957,0.16357421875,1.7506103515625,0.80975341796875,0.910400390625,1.6617431640625,0.380126953125,0.38848876953125,0.50048828125
0.09647342999999609,0.16357421875,1.7506103515625,0.80975341796875,0.910400390625,1.69482421875,0.3486328125,0.38848876953125,0.482666015625
0.09960105999999769,0.16357421875,1.7506103515625,0.80975341796875,0.9307861328125,1.673583984375,0.380126953125,0.38848876953125,0.482666015625
0.10274642999999628,0.16357421875,1.7418212890625,0.80975341796875,0.910400390625,1.673583984375,0.380126953125,0.38848876953125,0.482666015625
0.10590044999999293,0.16357421875,1.7506103515625,0.831298828125,0.9307861328125,1.673583984375,0.380126953125,0.37139892578125,0.482666015625
0.10903382999999423,0.16357421875,1.7418212890625,0.7718505859375,0.910400390625,1.6617431640625,0.3486328125,0.38848876953125,0.482666015625
0.1122002199999983,0.16357421875,1.7506103515625,0.80975341796875,0.910400390625,1.6617431640625,0.380126953125,0.37139892578125,0.50048828125
0.11534399999999323,0.16357421875,1.7506103515625,0.80975341796875,0.9307861328125,1.6617431640625,0.380126953125,0.37139892578125,0.482666015625
0.11846562999999577,0.16357421875,1.7418212890625,0.80975341796875,0.9307861328125,1.6617431640625,0.380126953125,0.37139892578125,0.482666015625
0.12158888999999817,0.16357421875,1.7506103515625,0.7718505859375,0.910400390625,1.6617431640625,0.380126953125,0.38848876953125,0.50048828125
0.12473142999999709,0.16357421875,1.7506103515625,0.7718505859375,0.9307861328125,1.6414794921875,0.380126953125,0.37139892578125,0.50048828125
