Time,Displacement,Force,Compressive displacement,voltage_1
(s),(mm),(N),(mm),(V)
"0.0000","0.6102","0.0973","0.0000","0.0606"
"0.0050","0.6102","0.0972","0.0000","0.0605"
"0.0100","0.6102","0.0970","0.0000","0.0605"
"0.0150","0.6102","0.0967","0.0000","0.0605"
"0.0200","0.6102","0.0964","0.0000","0.0606"
"0.0250","0.6102","0.0963","0.0000","0.0605"
"0.0300","0.6102","0.0962","0.0000","0.0605"
"0.0350","0.6102","0.0960","0.0000","0.0606"
"0.0400","0.6102","0.0959","0.0000","0.0605"
"0.0450","0.6103","0.0959","0.0001","0.0605"
"0.0500","0.6103","0.0960","0.0001","0.0606"
"0.0550","0.6105","0.0964","0.0003","0.0605"
"0.0600","0.6107","0.0969","0.0005","0.0605"
"0.0650","0.6111","0.0975","0.0009","0.0605"
"0.0700","0.6117","0.0982","0.0015","0.0605"
"0.0750","0.6124","0.0991","0.0022","0.0605"
"0.0800","0.6134","0.1002","0.0032","0.0605"
"0.0850","0.6147","0.1017","0.0045","0.0606"
"0.0900","0.6162","0.1037","0.0060","0.0605"
"0.0950","0.6179","0.1060","0.0077","0.0605"
"0.1000","0.6197","0.1083","0.0095","0.0606"
"0.1050","0.6215","0.1104","0.0113","0.0605"
"0.1100","0.6234","0.1126","0.0132","0.0605"
"0.1150","0.6253","0.1150","0.0151","0.0605"
"0.1200","0.6271","0.1176","0.0169","0.0606"
"0.1250","0.6289","0.1205","0.0187","0.0605"
"0.1300","0.6307","0.1237","0.0205","0.0605"
"0.1350","0.6323","0.1269","0.0221","0.0606"
"0.1400","0.6338","0.1299","0.0236","0.0605"
"0.1450","0.6353","0.1328","0.0251","0.0605"
"0.1500","0.6368","0.1356","0.0266","0.0606"
"0.1550","0.6383","0.1385","0.0281","0.0605"
"0.1600","0.6398","0.1416","0.0296","0.0605"
"0.1650","0.6414","0.1447","0.0312","0.0606"
"0.1700","0.6431","0.1477","0.0329","0.0606"
"0.1750","0.6448","0.1506","0.0346","0.0605"
"0.1800","0.6465","0.1531","0.0363","0.0605"
"0.1850","0.6481","0.1554","0.0379","0.0606"
"0.1900","0.6496","0.1576","0.0394","0.0605"
"0.1950","0.6509","0.1597","0.0408","0.0605"
"0.2000","0.6522","0.1617","0.0420","0.0606"
"0.2050","0.6534","0.1635","0.0432","0.0605"
"0.2100","0.6545","0.1652","0.0444","0.0605"
"0.2150","0.6557","0.1669","0.0455","0.0605"
"0.2200","0.6569","0.1687","0.0468","0.0606"
"0.2250","0.6582","0.1705","0.0480","0.0605"
"0.2300","0.6596","0.1724","0.0494","0.0605"
"0.2350","0.6610","0.1746","0.0508","0.0606"
"0.2400","0.6624","0.1768","0.0522","0.0605"
"0.2450","0.6638","0.1790","0.0536","0.0605"
"0.2500","0.6651","0.1812","0.0549","0.0606"
"0.2550","0.6665","0.1834","0.0563","0.0605"
"0.2600","0.6678","0.1857","0.0576","0.0605"
"0.2650","0.6692","0.1882","0.0590","0.0605"
"0.2700","0.6706","0.1907","0.0604","0.0605"
"0.2750","0.6721","0.1933","0.0619","0.0605"
"0.2800","0.6736","0.1959","0.0634","0.0605"
"0.2850","0.6751","0.1986","0.0649","0.0606"
"0.2900","0.6767","0.2013","0.0665","0.0605"
"0.2950","0.6783","0.2044","0.0681","0.0605"
"0.3000","0.6799","0.2079","0.0697","0.0606"
"0.3050","0.6815","0.2113","0.0714","0.0605"
"0.3100","0.6831","0.2148","0.0729","0.0605"
"0.3150","0.6846","0.2181","0.0744","0.0606"
"0.3200","0.6861","0.2213","0.0759","0.0606"
"0.3250","0.6875","0.2244","0.0773","0.0605"
"0.3300","0.6889","0.2274","0.0787","0.0605"
"0.3350","0.6904","0.2303","0.0802","0.0606"
"0.3400","0.6919","0.2334","0.0817","0.0605"
"0.3450","0.6934","0.2364","0.0832","0.0605"
"0.3500","0.6950","0.2395","0.0849","0.0606"
"0.3550","0.6967","0.2425","0.0865","0.0605"
"0.3600","0.6983","0.2454","0.0881","0.0605"
"0.3650","0.6998","0.2483","0.0897","0.0606"
"0.3700","0.7013","0.2512","0.0911","0.0606"
"0.3750","0.7027","0.2541","0.0925","0.0605"
"0.3800","0.7039","0.2569","0.0938","0.0605"
"0.3850","0.7052","0.2599","0.0950","0.0606"
"0.3900","0.7063","0.2628","0.0962","0.0605"
"0.3950","0.7076","0.2659","0.0974","0.0605"
"0.4000","0.7088","0.2689","0.0986","0.0606"
"0.4050","0.7101","0.2717","0.0999","0.0605"
"0.4100","0.7115","0.2746","0.1013","0.0605"
"0.4150","0.7129","0.2774","0.1027","0.0606"
"0.4200","0.7143","0.2802","0.1042","0.0606"
"0.4250","0.7158","0.2828","0.1056","0.0605"
"0.4300","0.7172","0.2853","0.1070","0.0605"
"0.4350","0.7187","0.2877","0.1085","0.0606"
"0.4400","0.7201","0.2901","0.1099","0.0605"
"0.4450","0.7216","0.2928","0.1114","0.0605"
"0.4500","0.7232","0.2957","0.1130","0.0606"
"0.4550","0.7248","0.2989","0.1146","0.0605"
"0.4600","0.7265","0.3022","0.1163","0.0605"
"0.4650","0.7282","0.3055","0.1180","0.0606"
"0.4700","0.7300","0.3090","0.1198","0.0606"
"0.4750","0.7318","0.3126","0.1216","0.0605"
"0.4800","0.7335","0.3163","0.1233","0.0605"
"0.4850","0.7352","0.3202","0.1250","0.0606"
"0.4900","0.7367","0.3239","0.1265","0.0605"
"0.4950","0.7381","0.3275","0.1280","0.0605"
"0.5000","0.7396","0.3309","0.1294","0.0606"
"0.5050","0.7410","0.3341","0.1309","0.0605"
"0.5100","0.7425","0.3370","0.1323","0.0605"
"0.5150","0.7441","0.3400","0.1339","0.0606"
"0.5200","0.7457","0.3432","0.1355","0.0606"
"0.5250","0.7473","0.3465","0.1371","0.0605"
"0.5300","0.7490","0.3498","0.1388","0.0605"
"0.5350","0.7507","0.3530","0.1405","0.0606"
"0.5400","0.7523","0.3560","0.1421","0.0605"
"0.5450","0.7538","0.3589","0.1436","0.0605"
"0.5500","0.7551","0.3618","0.1450","0.0606"
"0.5550","0.7564","0.3648","0.1462","0.0605"
"0.5600","0.7576","0.3679","0.1474","0.0605"
"0.5650","0.7588","0.3710","0.1486","0.0606"
"0.5700","0.7600","0.3740","0.1498","0.0606"
"0.5750","0.7613","0.3770","0.1512","0.0605"
"0.5800","0.7627","0.3798","0.1525","0.0605"
"0.5850","0.7641","0.3825","0.1539","0.0606"
"0.5900","0.7656","0.3855","0.1554","0.0605"
"0.5950","0.7672","0.3884","0.1570","0.0605"
