sync,time,vout
1.0,0.04281361,1.0
1.0,0.04330833,1.0
1.0,0.04486733,1.0
1.0,0.0479358,1.0
1.0,0.05094246,1.0
1.0,0.05399124,1.0
1.0,0.056569,1.0
1.0,0.06018059,1.0
1.0,0.06221917,1.0
1.0,0.06525493,1.0
1.0,0.06829102,1.0
1.0,0.0713225,1.0
1.0,0.07413983,1.0
1.0,0.07777998,1.0
1.0,0.08064943,1.0
1.0,0.08324239,1.0
1.0,0.08588244,1.0
1.0,0.08884187,1.0
1.0,0.09182065,1.0
1.0,0.09479648,1.0
1.0,0.09779113,1.0
1.0,0.1007713,1.0
1.0,0.10377448,1.0
1.0,0.1067713,1.0
1.0,0.10981661,1.0
1.0,0.11282013,1.0
1.0,0.11571598,1.0
1.0,0.11877056,1.0
1.0,0.12176335,1.0
1.0,0.1247618,1.0
1.0,0.12777652,1.0
1.0,0.13068276,1.0
1.0,0.13366065,1.0
1.0,0.13664024,1.0
1.0,0.13962272,1.0
1.0,0.14259802,1.0
1.0,0.14558135,1.0
1.0,0.14857228,1.0
1.0,0.15154293,1.0
1.0,0.15451889,1.0
1.0,0.15749848,1.0
1.0,0.16047993,1.0
1.0,0.16345965,1.0
1.0,0.16644922,1.0
1.0,0.1694355,1.0
1.0,0.17240696,1.0
1.0,0.17539215,1.0
1.0,0.17836863,1.0
1.0,0.18133709,1.0
1.0,0.18432885,1.0
1.0,0.18730852,1.0
1.0,0.19029291,1.0
1.0,0.19327446,1.0
1.0,0.19627002,1.0
1.0,0.1992558,1.0
1.0,0.2022358,1.0
1.0,0.20521737,1.0
1.0,0.2082067,1.0
1.0,0.21118767,1.0
1.0,0.2141627,1.0
1.0,0.21714869,1.0
1.0,0.22013419,1.0
1.0,0.22311343,1.0
1.0,0.22609343,1.0
1.0,0.229082,1.0
1.0,0.23206439,1.0
1.0,0.23504087,1.0
1.0,0.2380615,1.0
1.0,0.24101463,1.0
1.0,0.24397519,1.0
1.0,0.24695204,1.0
1.0,0.25456018,1.0
1.0,0.2549292,1.0
1.0,0.25587809,1.0
1.0,0.26195887,1.0
1.0,0.26228356,1.0
1.0,0.26554128,1.0
1.0,0.26785539,1.0
1.0,0.2712435,1.0
1.0,0.27395605,1.0
1.0,0.27686582,1.0
1.0,0.280658,1.0
1.0,0.2835602,1.0
1.0,0.28575485,1.0
1.0,0.288743,1.0
1.0,0.29167463,1.0
1.0,0.29465954,1.0
1.0,0.29765989,1.0
1.0,0.30063081,1.0
1.0,0.30361687,1.0
1.0,0.30660219,1.0
1.0,0.30957406,1.0
1.0,0.31255235,1.0
1.0,0.31553556,1.0
1.0,0.31851696,1.0
1.0,0.32149846,1.0
1.0,0.32447822,1.0
1.0,0.3274597,1.0
1.0,0.330441,1.0
1.0,0.33343135,1.0
1.0,0.33640504,1.0
1.0,0.33938974,1.0
