sync,time,vout
1.0,0.00776611,1.0
1.0,0.01428789,1.0
1.0,0.01756507,1.0
1.0,0.02063855,1.0
1.0,0.02318739,1.0
1.0,0.02581431,1.0
1.0,0.03110704,1.0
1.0,0.03368965,1.0
1.0,0.03622937,1.0
1.0,0.03683507,1.0
1.0,0.0373923,1.0
1.0,0.03794876,1.0
1.0,0.0385058,1.0
1.0,0.03906117,1.0
1.0,0.03961841,1.0
1.0,0.04017533,1.0
1.0,0.04074076,1.0
1.0,0.04129769,1.0
1.0,0.0418542,1.0
1.0,0.04241146,1.0
1.0,0.04333048,1.0
1.0,0.04406217,1.0
1.0,0.0446377,1.0
1.0,0.04829454,1.0
1.0,0.0520813,1.0
1.0,0.05490961,1.0
1.0,0.05599846,1.0
1.0,0.05658107,1.0
1.0,0.05719052,1.0
1.0,0.05775539,1.0
1.0,0.0583123,1.0
1.0,0.05886646,1.0
1.0,0.0594242,1.0
1.0,0.05998005,1.0
1.0,0.06053544,1.0
1.0,0.06109546,1.0
1.0,0.06165085,1.0
1.0,0.06220591,1.0
1.0,0.06276183,1.0
1.0,0.06331757,1.0
1.0,0.06387222,1.0
1.0,0.06448261,1.0
1.0,0.06504087,1.0
1.0,0.06562041,1.0
1.0,0.06618748,1.0
1.0,0.06674463,1.0
1.0,0.06730093,1.0
1.0,0.06785622,1.0
1.0,0.06841428,1.0
1.0,0.06897046,1.0
1.0,0.06952654,1.0
1.0,0.07008241,1.0
1.0,0.07063824,1.0
1.0,0.07119404,1.0
1.0,0.07174998,1.0
1.0,0.07230511,1.0
1.0,0.0728605,1.0
1.0,0.07341633,1.0
1.0,0.07397207,1.0
1.0,0.07452794,1.0
1.0,0.07508352,1.0
1.0,0.07568609,1.0
1.0,0.07626372,1.0
1.0,0.07705461,1.0
1.0,0.07761941,1.0
1.0,0.07819122,1.0
1.0,0.07876648,1.0
1.0,0.0802868,1.066
1.0,0.08333522,1.068
1.0,0.08639268,1.068
1.0,0.08910078,1.068
1.0,0.09214889,1.07
1.0,0.09536415,1.07
1.0,0.09825056,1.072
1.0,0.10127681,1.072
1.0,0.10432148,1.072
1.0,0.1073777,1.072
1.0,0.11042504,1.072
1.0,0.11344811,1.072
1.0,0.11650037,1.072
1.0,0.11953765,1.072
1.0,0.12264304,1.072
1.0,0.1256408,1.072
1.0,0.12870061,1.072
1.0,0.13171709,1.072
1.0,0.13476572,1.072
1.0,0.13780637,1.072
1.0,0.14083744,1.072
1.0,0.14389241,1.072
1.0,0.14692635,1.072
1.0,0.14997209,1.072
1.0,0.15302056,1.072
1.0,0.15604324,1.072
1.0,0.15908854,1.072
1.0,0.16215009,1.072
1.0,0.16518887,1.072
1.0,0.16823502,1.072
1.0,0.17127528,1.07
1.0,0.17431519,1.072
1.0,0.17734631,1.07
1.0,0.1803825,1.068
1.0,0.18342113,1.068
1.0,0.19246789,1.07
1.0,0.19279174,1.07
1.0,0.19306278,1.07
1.0,0.19567926,1.07
1.0,0.19962559,1.07
1.0,0.20178909,1.07
1.0,0.20482646,1.07
1.0,0.20780587,1.07
1.0,0.21085431,1.07
1.0,0.21391611,1.07
1.0,0.22142137,1.07
1.0,0.22174496,1.07
1.0,0.22303867,1.072
1.0,0.22603322,1.072
1.0,0.22906309,1.072
1.0,0.23210041,1.072
1.0,0.23515631,1.072
1.0,0.2382007,1.072
1.0,0.24123689,1.072
1.0,0.24429324,1.072
1.0,0.24734376,1.072
1.0,0.25039272,1.072
1.0,0.253423,1.074
1.0,0.25646991,1.072
1.0,0.2595098,1.074
1.0,0.26254954,1.074
1.0,0.26566533,1.074
1.0,0.26870478,1.072
1.0,0.27172135,1.072
1.0,0.27474739,1.072
1.0,0.27780017,1.072
1.0,0.28084328,1.072
1.0,0.28388498,1.072
1.0,0.28693559,1.072
1.0,0.28997409,1.072
1.0,0.29302442,1.072
1.0,0.29606407,1.074
1.0,0.29910819,1.074
1.0,0.30216787,1.074
1.0,0.30523326,1.074
1.0,0.30827946,1.074
1.0,0.31130317,1.072
1.0,0.31433757,1.072
1.0,0.31738863,1.072
1.0,0.32043437,1.072
1.0,0.32348017,1.072
1.0,0.32651552,1.072
1.0,0.32956631,1.072
1.0,0.33260854,1.072
1.0,0.3356737,1.072
1.0,0.33873731,1.072
1.0,0.34175854,1.074
